"","OTUs","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C2","C20","C21","C22","C23","C24","C3","C4","C5","C6","C7","C8","C9","E1","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19","E2","E20","E21","E22","E23","E24","E3","E4","E5","E6","E7","E8","E9"
"1","bOTU_856","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__Mitochondria","g__Mitochondria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","bOTU_2475","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prolixibacteraceae","g__WCHB1-32","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","bOTU_2901","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Opitutales","f__Opitutaceae","g__Lacunisphaera","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","bOTU_3181","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","f__Rhodobacteraceae","f__Rhodobacteraceae",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"5","bOTU_3192","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__Tabrizicola","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","bOTU_3728","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","bOTU_3871","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Methylococcales","f__Methylomonadaceae","g__Methylobacter","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"8","bOTU_4342","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","o__Burkholderiales","o__Burkholderiales","o__Burkholderiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"9","bOTU_4353","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylotenera","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","bOTU_4355","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","f__Methylophilaceae","f__Methylophilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","bOTU_4358","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylotenera","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"12","bOTU_4363","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__UBA6140","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","bOTU_4670","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Sediminibacterium","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"14","bOTU_4698","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Sediminibacterium","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"15","bOTU_4719","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Cyclobacteriaceae","g__Algoriphagus","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","bOTU_5454","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Lentimicrobiaceae","g__Lentimicrobium","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","bOTU_5455","d__Bacteria","p__Patescibacteria","c__Gracilibacteria","c__Gracilibacteria","c__Gracilibacteria","c__Gracilibacteria","c__Gracilibacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","bOTU_5456","d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","o__Saccharimonadales","o__Saccharimonadales","o__Saccharimonadales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","bOTU_5457","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Levybacteria","f__Candidatus_Levybacteria","g__Candidatus_Levybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","bOTU_5458","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Levybacteria","f__Candidatus_Levybacteria","g__Candidatus_Levybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","bOTU_5459","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Levybacteria","f__Candidatus_Levybacteria","g__Candidatus_Levybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","bOTU_5460","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Woykebacteria","f__Candidatus_Woykebacteria","g__Candidatus_Woykebacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","bOTU_5461","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Woesebacteria","f__Candidatus_Woesebacteria","g__Candidatus_Woesebacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","bOTU_5462","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Woykebacteria","f__Candidatus_Woykebacteria","g__Candidatus_Woykebacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","bOTU_5463","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Woykebacteria","f__Candidatus_Woykebacteria","g__Candidatus_Woykebacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","bOTU_5464","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Levybacteria","f__Candidatus_Levybacteria","g__Candidatus_Levybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","bOTU_5465","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Levybacteria","f__Candidatus_Levybacteria","g__Candidatus_Levybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","bOTU_5466","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Levybacteria","f__Candidatus_Levybacteria","g__Candidatus_Levybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","bOTU_5467","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Levybacteria","f__Candidatus_Levybacteria","g__Candidatus_Levybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","bOTU_5468","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Levybacteria","f__Candidatus_Levybacteria","g__Candidatus_Levybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","bOTU_5469","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Levybacteria","f__Candidatus_Levybacteria","g__Candidatus_Levybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","bOTU_5470","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Woykebacteria","f__Candidatus_Woykebacteria","g__Candidatus_Woykebacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","bOTU_5471","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Beckwithbacteria","f__Candidatus_Beckwithbacteria","g__Candidatus_Beckwithbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","bOTU_5472","d__Bacteria","p__Patescibacteria","p__Patescibacteria","p__Patescibacteria","p__Patescibacteria","p__Patescibacteria","p__Patescibacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"35","bOTU_5473","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Woesebacteria","f__Candidatus_Woesebacteria","g__Candidatus_Woesebacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","bOTU_5474","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Collierbacteria","f__Candidatus_Collierbacteria","g__Candidatus_Collierbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","bOTU_5475","d__Bacteria","p__Armatimonadota","c__DG-56","o__DG-56","f__DG-56","g__DG-56","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","bOTU_5476","d__Bacteria","p__Chloroflexi","c__Anaerolineae","c__Anaerolineae","c__Anaerolineae","c__Anaerolineae","c__Anaerolineae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"39","bOTU_5477","d__Bacteria","p__Chloroflexi","c__Anaerolineae","c__Anaerolineae","c__Anaerolineae","c__Anaerolineae","c__Anaerolineae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","bOTU_5478","d__Bacteria","p__Patescibacteria","c__WWE3","o__WWE3","f__WWE3","g__WWE3","s__",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","bOTU_5479","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","bOTU_5480","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Roizmanbacteria","f__Candidatus_Roizmanbacteria","g__Candidatus_Roizmanbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","bOTU_5481","d__Bacteria","p__Patescibacteria","c__WWE3","o__WWE3","f__WWE3","g__WWE3","s__",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","bOTU_5482","d__Bacteria","p__Patescibacteria","p__Patescibacteria","p__Patescibacteria","p__Patescibacteria","p__Patescibacteria","p__Patescibacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","bOTU_5483","d__Bacteria","p__Patescibacteria","c__WWE3","o__WWE3","f__WWE3","g__WWE3","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","bOTU_5484","d__Bacteria","p__Patescibacteria","c__WWE3","o__WWE3","f__WWE3","g__WWE3","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","bOTU_5485","d__Bacteria","p__Patescibacteria","c__WWE3","o__WWE3","f__WWE3","g__WWE3","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","bOTU_5486","d__Bacteria","p__Patescibacteria","c__Dojkabacteria","o__Dojkabacteria","f__Dojkabacteria","g__Dojkabacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
"49","bOTU_5487","d__Bacteria","p__Armatimonadota","c__uncultured","o__uncultured","f__uncultured","g__uncultured","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","bOTU_5488","d__Bacteria","p__Patescibacteria","c__Dojkabacteria","o__Dojkabacteria","f__Dojkabacteria","g__Dojkabacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","bOTU_5489","d__Bacteria","p__Patescibacteria","c__Dojkabacteria","o__Dojkabacteria","f__Dojkabacteria","g__Dojkabacteria","s__",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","bOTU_5490","d__Bacteria","p__Armatimonadota","c__uncultured","o__uncultured","f__uncultured","g__uncultured","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","bOTU_5491","d__Bacteria","p__Armatimonadota","c__uncultured","o__uncultured","f__uncultured","g__uncultured","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","bOTU_5492","d__Bacteria","p__Patescibacteria","c__Dojkabacteria","o__Dojkabacteria","f__Dojkabacteria","g__Dojkabacteria","s__",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","bOTU_5493","d__Bacteria","p__Patescibacteria","c__WWE3","o__WWE3","f__WWE3","g__WWE3","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","bOTU_5494","d__Bacteria","p__Patescibacteria","c__WWE3","o__WWE3","f__WWE3","g__WWE3","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","bOTU_5495","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Kaiserbacteria","f__Candidatus_Kaiserbacteria","g__Candidatus_Kaiserbacteria","s__",0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","bOTU_5496","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Kaiserbacteria","f__Candidatus_Kaiserbacteria","g__Candidatus_Kaiserbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","bOTU_5497","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Kaiserbacteria","f__Candidatus_Kaiserbacteria","g__Candidatus_Kaiserbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","bOTU_5498","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Kaiserbacteria","f__Candidatus_Kaiserbacteria","g__Candidatus_Kaiserbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","bOTU_5499","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Kaiserbacteria","f__Candidatus_Kaiserbacteria","g__Candidatus_Kaiserbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
"62","bOTU_5500","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Kaiserbacteria","f__Candidatus_Kaiserbacteria","g__Candidatus_Kaiserbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","bOTU_5501","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Kaiserbacteria","f__Candidatus_Kaiserbacteria","g__Candidatus_Kaiserbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","bOTU_5502","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Kaiserbacteria","f__Candidatus_Kaiserbacteria","g__Candidatus_Kaiserbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","bOTU_5503","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Kaiserbacteria","f__Candidatus_Kaiserbacteria","g__Candidatus_Kaiserbacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","bOTU_5504","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","bOTU_5505","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","bOTU_5506","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","bOTU_5507","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"70","bOTU_5508","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","bOTU_5509","d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__RBG-13-46-9","f__RBG-13-46-9","g__RBG-13-46-9","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","bOTU_5510","d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__RBG-13-46-9","f__RBG-13-46-9","g__RBG-13-46-9","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","bOTU_5511","d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__RBG-13-46-9","f__RBG-13-46-9","g__RBG-13-46-9","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","bOTU_5512","d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__RBG-13-46-9","f__RBG-13-46-9","g__RBG-13-46-9","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","bOTU_5513","d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__RBG-13-46-9","f__RBG-13-46-9","g__RBG-13-46-9","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","bOTU_5514","d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__RBG-13-46-9","f__RBG-13-46-9","g__RBG-13-46-9","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"77","bOTU_5515","d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__RBG-13-46-9","f__RBG-13-46-9","g__RBG-13-46-9","s__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
