Feature ID	Taxon	Confidence
0d5baa71a3dc1cd52c3051e2bb8ba94cae32a384	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.9999854646464228
4ce1b069e8faa6e1e6f158174fe3cebfba56e115	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	0.9999889826534454
fa777c7622f8148797fd82fe8e763bea02d7071d	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_vadinHA17;g__Bacteroidetes_vadinHA17;s__	0.9924463815901863
a05608472616995bfc015bdd230c085521e651ef	d__Bacteria	0.7578720404651973
57066f884ae083fa95cd1eee5f099f21d648dc43	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	0.9541769621399818
a6f8ffc76c8fa857299780714c69787b42d8a3b9	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;s__	0.9463827718398045
63e04356c3f07010596ad63b3f6d1046ec0ebb34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__Thiobacillus;s__	0.9999800267957859
d20c43bf4abdf79853b4988648e25521e779ca22	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanoperedenaceae;g__Candidatus_Methanoperedens;s__	0.8955529767446009
2299cf4888df8772f223b5733ce788a475f00b31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;s__	0.9797692116138436
d865dc2ef7f498bb1c6f402c0b994d7ec8ffdda3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__	0.9999671656907029
d37b0c9344646f71dee14af84fd98dbb9a5884cc	d__Bacteria;p__Desulfobacterota	0.7005539111394156
75cebb18f407cd1c6cdf5564c6624943e6d89920	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiales;g__Methanomicrobiales;s__	0.840075531860459
6cb8ebe596426ef0e9dbbe7e8b78907eefdf760a	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeales;g__Micrarchaeales;s__	0.9998233636687466
ade1a3becedd38eb73fa9dea2cbeea78bb693a8f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Ferritrophicum;s__	0.7469524294206703
059e22837f2c916c41e9be93281527115cd70ade	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales	0.9999998673208133
61e78da3e2d7d8253c14a2a30e95e3ff40ea4617	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Roizmanbacteria;f__Candidatus_Roizmanbacteria;g__Candidatus_Roizmanbacteria;s__	0.9998428439747507
408b2e6ec5e64fb760da95c9fafb7cd64e61d048	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;s__	0.9984616487281747
6e9e7045d2364c1f3a6541d731337cd3e9509824	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__uncultured;s__	0.8243430983159677
8a3533f87e79ec03485def222c4a53150b5e04e3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__	0.9999657997538035
