Slice,Count,Total Area,Average Size,%Area,Mean
D2-SMPL-DAPI-GP1-10X-3_Box1,33,81.159,2.459,0.131,255
D2-SMPL-DAPI-GP1-10X-3_Box2,7,31.015,4.431,0.049,255
D2-SMPL-DAPI-GP1-10X-3_Box3,5,32.983,6.597,0.052,255
D2-SMPL-DAPI-GP1-10X-3_Box4,4,12.044,3.011,0.019,255
D2-SMPL-DAPI-GP1-10X-3_Box5,2,8.502,4.251,0.014,255
D2-SMPL-DAPI-GP1-10X-3_Box6,22,80.214,3.646,0.132,255
