 ,Area,Mean,Min,Max
1,9.289,255,255,255
2,2.362,255,255,255
3,1.653,255,255,255
4,9.053,255,255,255
5,2.676,255,255,255
6,3.700,255,255,255
7,2.283,255,255,255
