 ,Area,Mean,Min,Max
1,43.846,255,255,255
2,24.324,255,255,255
3,56.126,255,255,255
4,144.920,255,255,255
5,26.449,255,255,255
6,509.465,255,255,255
7,13.776,255,255,255
