Slice,Count,Total Area,Average Size,%Area,Mean
D2-SMPL-DAPI-OW1-10X-3_Box1,12,80.293,6.691,0.130,255
D2-SMPL-DAPI-OW1-10X-3_Box2,13,76.908,5.916,0.122,255
D2-SMPL-DAPI-OW1-10X-3_Box3,9,107.529,11.948,0.168,255
D2-SMPL-DAPI-OW1-10X-3_Box4,2,38.415,19.207,0.061,255
D2-SMPL-DAPI-OW1-10X-3_Box5,4,123.352,30.838,0.201,255
D2-SMPL-DAPI-OW1-10X-3_Box6,6,91.471,15.245,0.150,255
