Slice,Count,Total Area,Average Size,%Area,Mean
D2-SMPL-DAPI-BR1-10X-3_Box1,56,1251.543,22.349,2.023,255
D2-SMPL-DAPI-BR1-10X-3_Box2,54,1142.597,21.159,1.816,255
D2-SMPL-DAPI-BR1-10X-3_Box3,81,1696.537,20.945,2.652,255
D2-SMPL-DAPI-BR1-10X-3_Box4,76,1341.360,17.649,2.118,255
D2-SMPL-DAPI-BR1-10X-3_Box5,90,1278.228,14.203,2.080,255
D2-SMPL-DAPI-BR1-10X-3_Box6,81,1281.771,15.824,2.108,255
