 ,Area,Mean,Min,Max
1,23.537,255,255,255
2,6.061,255,255,255
3,30.779,255,255,255
4,30.543,255,255,255
5,11.257,255,255,255
6,32.275,255,255,255
7,16.924,255,255,255
8,24.639,255,255,255
9,7.557,255,255,255
10,13.540,255,255,255
11,16.295,255,255,255
12,69.744,255,255,255
13,3.857,255,255,255
14,11.965,255,255,255
15,11.572,255,255,255
16,1.259,255,255,255
17,37.234,255,255,255
18,2.362,255,255,255
19,2.440,255,255,255
20,2.676,255,255,255
21,18.892,255,255,255
22,14.956,255,255,255
23,44.397,255,255,255
24,13.225,255,255,255
25,15.980,255,255,255
26,8.816,255,255,255
27,5.432,255,255,255
28,12.359,255,255,255
29,18.026,255,255,255
30,1.889,255,255,255
31,7.793,255,255,255
32,29.283,255,255,255
33,25.898,255,255,255
34,25.426,255,255,255
35,17.161,255,255,255
36,13.303,255,255,255
37,35.896,255,255,255
38,40.855,255,255,255
39,13.854,255,255,255
40,1.181,255,255,255
41,1.102,255,255,255
42,8.029,255,255,255
43,37.627,255,255,255
44,10.155,255,255,255
45,17.790,255,255,255
46,1.181,255,255,255
47,18.735,255,255,255
48,25.820,255,255,255
49,33.849,255,255,255
50,7.636,255,255,255
