Slice,Count,Total Area,Average Size,%Area,Mean
D2-SMPL-DAPI-OP1-10X-1_Box1,6,217.026,36.171,0.351,255
D2-SMPL-DAPI-OP1-10X-1_Box2,3,104.617,34.872,0.166,255
D2-SMPL-DAPI-OP1-10X-1_Box3,9,117.526,13.058,0.184,255
D2-SMPL-DAPI-OP1-10X-1_Box4,9,65.336,7.260,0.103,255
D2-SMPL-DAPI-OP1-10X-1_Box5,2,200.338,100.169,0.326,255
D2-SMPL-DAPI-OP1-10X-1_Box6,3,104.774,34.925,0.172,255
