Slice,Count,Total Area,Average Size,%Area,Mean
D2-SMPL-DAPI-GP1-10X-1_Box1,30,66.281,2.209,0.107,255
D2-SMPL-DAPI-GP1-10X-1_Box2,10,145.786,14.579,0.232,255
D2-SMPL-DAPI-GP1-10X-1_Box3,23,77.144,3.354,0.121,255
D2-SMPL-DAPI-GP1-10X-1_Box4,2,31.251,15.626,0.049,255
D2-SMPL-DAPI-GP1-10X-1_Box5,4,10.312,2.578,0.017,255
D2-SMPL-DAPI-GP1-10X-1_Box6,4,15.508,3.877,0.026,255
