 ,Area,Mean,Min,Max
1,29.047,255,255,255
2,25.426,255,255,255
3,49.356,255,255,255
4,2.991,255,255,255
5,7.872,255,255,255
6,24.954,255,255,255
7,8.187,255,255,255
8,16.373,255,255,255
9,23.773,255,255,255
10,3.542,255,255,255
11,17.082,255,255,255
12,4.172,255,255,255
13,20.073,255,255,255
14,29.205,255,255,255
15,2.834,255,255,255
16,5.904,255,255,255
17,3.070,255,255,255
18,7.242,255,255,255
19,14.878,255,255,255
20,8.108,255,255,255
21,33.849,255,255,255
22,19.365,255,255,255
23,6.612,255,255,255
24,5.746,255,255,255
25,40.619,255,255,255
26,22.435,255,255,255
27,4.015,255,255,255
28,24.718,255,255,255
29,8.816,255,255,255
30,31.723,255,255,255
31,25.820,255,255,255
32,4.487,255,255,255
33,22.750,255,255,255
34,41.248,255,255,255
35,27.866,255,255,255
36,22.907,255,255,255
37,2.519,255,255,255
38,6.376,255,255,255
39,9.525,255,255,255
40,26.528,255,255,255
41,21.333,255,255,255
42,33.691,255,255,255
43,7.006,255,255,255
44,21.648,255,255,255
45,8.895,255,255,255
46,4.723,255,255,255
47,22.750,255,255,255
48,2.755,255,255,255
49,1.968,255,255,255
50,1.181,255,255,255
51,30.858,255,255,255
52,55.024,255,255,255
53,39.674,255,255,255
54,12.752,255,255,255
55,35.581,255,255,255
56,1.338,255,255,255
57,31.487,255,255,255
58,2.125,255,255,255
59,22.592,255,255,255
60,4.093,255,255,255
61,3.306,255,255,255
62,19.837,255,255,255
63,27.158,255,255,255
64,3.621,255,255,255
65,68.485,255,255,255
66,25.426,255,255,255
67,7.163,255,255,255
68,27.158,255,255,255
69,2.440,255,255,255
70,9.997,255,255,255
71,16.137,255,255,255
72,5.746,255,255,255
73,11.572,255,255,255
74,45.263,255,255,255
75,3.700,255,255,255
76,10.863,255,255,255
