 ,Area,Mean,Min,Max
1,2.204,255,255,255
2,2.047,255,255,255
3,2.362,255,255,255
4,3.621,255,255,255
5,2.283,255,255,255
6,3.070,255,255,255
7,3.227,255,255,255
8,278.899,255,255,255
9,43.138,255,255,255
10,2.598,255,255,255
11,5.668,255,255,255
12,4.644,255,255,255
13,10.233,255,255,255
14,22.671,255,255,255
15,1.259,255,255,255
16,16.846,255,255,255
17,1.496,255,255,255
18,2.283,255,255,255
19,2.440,255,255,255
20,4.093,255,255,255
21,8.423,255,255,255
22,1.417,255,255,255
23,1.732,255,255,255
24,2.283,255,255,255
25,2.362,255,255,255
