 ,Area,Mean,Min,Max
1,5.117,255,255,255
2,4.723,255,255,255
3,1.732,255,255,255
4,6.927,255,255,255
5,1.181,255,255,255
6,2.519,255,255,255
7,1.968,255,255,255
8,2.440,255,255,255
9,4.172,255,255,255
10,4.330,255,255,255
11,4.566,255,255,255
12,2.283,255,255,255
13,1.811,255,255,255
14,1.574,255,255,255
15,1.968,255,255,255
16,7.478,255,255,255
17,2.125,255,255,255
18,5.432,255,255,255
19,1.811,255,255,255
20,3.070,255,255,255
21,1.811,255,255,255
22,3.857,255,255,255
23,1.732,255,255,255
24,4.802,255,255,255
25,2.362,255,255,255
26,8.344,255,255,255
27,30.070,255,255,255
28,3.542,255,255,255
29,1.574,255,255,255
30,9.289,255,255,255
31,4.881,255,255,255
32,6.455,255,255,255
33,3.149,255,255,255
34,12.359,255,255,255
35,2.440,255,255,255
36,5.825,255,255,255
37,9.761,255,255,255
38,1.496,255,255,255
39,1.259,255,255,255
40,3.227,255,255,255
41,4.330,255,255,255
42,2.283,255,255,255
43,5.274,255,255,255
44,2.676,255,255,255
45,1.496,255,255,255
46,1.496,255,255,255
47,1.968,255,255,255
48,1.574,255,255,255
49,4.802,255,255,255
50,1.732,255,255,255
51,3.385,255,255,255
52,1.968,255,255,255
53,2.362,255,255,255
54,3.857,255,255,255
55,1.417,255,255,255
56,1.259,255,255,255
57,1.496,255,255,255
58,8.974,255,255,255
59,2.204,255,255,255
60,1.417,255,255,255
61,4.330,255,255,255
62,5.746,255,255,255
63,6.612,255,255,255
64,2.913,255,255,255
65,2.991,255,255,255
66,4.251,255,255,255
67,6.455,255,255,255
68,2.125,255,255,255
69,2.913,255,255,255
70,3.542,255,255,255
71,7.478,255,255,255
72,2.204,255,255,255
73,2.913,255,255,255
74,2.598,255,255,255
75,5.274,255,255,255
76,5.274,255,255,255
77,2.519,255,255,255
78,3.778,255,255,255
79,1.181,255,255,255
80,2.519,255,255,255
81,3.070,255,255,255
82,1.259,255,255,255
83,2.519,255,255,255
84,1.653,255,255,255
85,1.417,255,255,255
86,4.408,255,255,255
87,3.306,255,255,255
88,2.204,255,255,255
89,2.047,255,255,255
90,2.125,255,255,255
91,3.306,255,255,255
92,15.350,255,255,255
93,2.204,255,255,255
94,4.644,255,255,255
95,1.181,255,255,255
96,2.440,255,255,255
97,3.621,255,255,255
98,33.613,255,255,255
99,3.542,255,255,255
100,1.259,255,255,255
101,1.811,255,255,255
102,4.566,255,255,255
103,1.889,255,255,255
104,14.799,255,255,255
105,1.811,255,255,255
106,4.644,255,255,255
107,15.350,255,255,255
108,2.519,255,255,255
109,4.959,255,255,255
110,2.755,255,255,255
111,10.548,255,255,255
112,2.755,255,255,255
113,3.778,255,255,255
114,3.464,255,255,255
115,1.968,255,255,255
116,3.857,255,255,255
117,1.496,255,255,255
118,2.834,255,255,255
119,4.172,255,255,255
120,5.825,255,255,255
121,2.125,255,255,255
122,8.108,255,255,255
123,1.259,255,255,255
124,2.125,255,255,255
125,3.700,255,255,255
126,2.125,255,255,255
127,2.676,255,255,255
128,1.417,255,255,255
129,2.204,255,255,255
130,1.181,255,255,255
131,2.598,255,255,255
132,3.542,255,255,255
133,1.574,255,255,255
134,2.913,255,255,255
135,3.149,255,255,255
136,2.204,255,255,255
