 ,Area,Mean,Min,Max
1,28.102,255,255,255
2,50.931,255,255,255
3,9.997,255,255,255
4,3.306,255,255,255
5,1.181,255,255,255
6,1.259,255,255,255
7,5.038,255,255,255
8,40.776,255,255,255
9,8.738,255,255,255
10,1.181,255,255,255
11,40.776,255,255,255
12,22.199,255,255,255
13,4.487,255,255,255
14,1.102,255,255,255
15,29.519,255,255,255
16,8.895,255,255,255
17,2.440,255,255,255
18,3.700,255,255,255
19,1.653,255,255,255
20,46.286,255,255,255
21,2.755,255,255,255
22,3.621,255,255,255
23,2.676,255,255,255
24,3.542,255,255,255
25,23.379,255,255,255
26,14.248,255,255,255
27,168.930,255,255,255
28,45.814,255,255,255
29,23.773,255,255,255
30,4.251,255,255,255
31,2.598,255,255,255
32,24.639,255,255,255
33,31.802,255,255,255
34,1.417,255,255,255
35,21.962,255,255,255
36,83.835,255,255,255
37,25.426,255,255,255
38,44.397,255,255,255
39,33.613,255,255,255
40,19.050,255,255,255
41,6.455,255,255,255
42,2.676,255,255,255
43,41.799,255,255,255
44,34.636,255,255,255
45,1.653,255,255,255
46,1.338,255,255,255
47,1.653,255,255,255
48,1.417,255,255,255
49,1.653,255,255,255
50,1.811,255,255,255
51,18.814,255,255,255
52,15.508,255,255,255
53,1.102,255,255,255
54,19.207,255,255,255
55,31.645,255,255,255
56,31.645,255,255,255
57,19.129,255,255,255
58,1.417,255,255,255
59,22.199,255,255,255
60,41.012,255,255,255
61,2.362,255,255,255
62,3.227,255,255,255
63,1.259,255,255,255
64,3.070,255,255,255
65,24.245,255,255,255
66,5.904,255,255,255
67,43.138,255,255,255
68,2.047,255,255,255
69,28.496,255,255,255
70,19.758,255,255,255
71,24.245,255,255,255
72,6.061,255,255,255
73,31.251,255,255,255
74,6.534,255,255,255
75,1.259,255,255,255
76,1.417,255,255,255
77,42.272,255,255,255
78,15.980,255,255,255
