 ,Area,Mean,Min,Max
1,18.026,255,255,255
2,11.572,255,255,255
3,55.024,255,255,255
4,2.283,255,255,255
5,31.172,255,255,255
6,6.219,255,255,255
7,5.589,255,255,255
8,18.656,255,255,255
9,14.484,255,255,255
10,48.176,255,255,255
11,7.951,255,255,255
