Slice,Count,Total Area,Average Size,%Area,Mean
D2-SMPL-DAPI-YW1-10X-1_Box1,10,254.654,25.465,0.412,255
D2-SMPL-DAPI-YW1-10X-1_Box2,4,118.077,29.519,0.188,255
D2-SMPL-DAPI-YW1-10X-1_Box3,21,115.637,5.507,0.181,255
D2-SMPL-DAPI-YW1-10X-1_Box4,19,251.111,13.216,0.396,255
D2-SMPL-DAPI-YW1-10X-1_Box5,25,101.547,4.062,0.165,255
D2-SMPL-DAPI-YW1-10X-1_Box6,29,97.375,3.358,0.160,255
