 ,Area,Mean,Min,Max
1,23.773,255,255,255
2,9.446,255,255,255
3,7.242,255,255,255
4,20.782,255,255,255
5,5.668,255,255,255
6,12.752,255,255,255
7,22.277,255,255,255
8,21.097,255,255,255
9,2.519,255,255,255
10,11.886,255,255,255
11,13.382,255,255,255
12,6.061,255,255,255
13,11.965,255,255,255
14,2.991,255,255,255
15,40.776,255,255,255
16,1.889,255,255,255
17,2.519,255,255,255
18,18.578,255,255,255
19,2.598,255,255,255
20,1.732,255,255,255
21,2.598,255,255,255
22,18.656,255,255,255
23,58.881,255,255,255
24,10.233,255,255,255
25,16.452,255,255,255
26,9.367,255,255,255
27,11.493,255,255,255
28,254.890,255,255,255
29,3.149,255,255,255
30,8.580,255,255,255
31,6.455,255,255,255
32,1.259,255,255,255
33,23.930,255,255,255
34,1.496,255,255,255
35,33.849,255,255,255
36,2.362,255,255,255
37,17.790,255,255,255
38,20.860,255,255,255
39,25.820,255,255,255
40,1.811,255,255,255
