 ,Area,Mean,Min,Max
1,4.015,255,255,255
2,39.674,255,255,255
3,26.371,255,255,255
4,25.111,255,255,255
5,69.272,255,255,255
6,1.811,255,255,255
7,1.417,255,255,255
8,49.514,255,255,255
9,28.102,255,255,255
10,45.814,255,255,255
11,22.277,255,255,255
12,46.995,255,255,255
13,1.102,255,255,255
14,41.563,255,255,255
15,31.645,255,255,255
16,33.062,255,255,255
17,1.889,255,255,255
18,5.825,255,255,255
19,64.313,255,255,255
20,29.677,255,255,255
21,1.968,255,255,255
22,26.764,255,255,255
23,58.881,255,255,255
24,19.837,255,255,255
25,4.015,255,255,255
26,77.065,255,255,255
27,34.872,255,255,255
28,31.802,255,255,255
29,69.666,255,255,255
30,1.811,255,255,255
31,1.968,255,255,255
32,22.199,255,255,255
33,35.030,255,255,255
34,1.181,255,255,255
35,6.219,255,255,255
36,70.610,255,255,255
37,36.998,255,255,255
38,109.418,255,255,255
39,43.846,255,255,255
40,38.808,255,255,255
41,5.432,255,255,255
42,26.922,255,255,255
43,1.417,255,255,255
44,13.854,255,255,255
45,27.000,255,255,255
46,47.782,255,255,255
47,35.423,255,255,255
48,61.794,255,255,255
49,75.884,255,255,255
50,37.234,255,255,255
51,1.496,255,255,255
52,21.254,255,255,255
53,3.542,255,255,255
54,1.732,255,255,255
55,1.811,255,255,255
56,6.061,255,255,255
57,2.125,255,255,255
58,2.440,255,255,255
59,6.219,255,255,255
60,1.496,255,255,255
61,40.304,255,255,255
62,6.140,255,255,255
