 ,Area,Mean,Min,Max
1,45.657,255,255,255
2,4.093,255,255,255
3,18.263,255,255,255
4,22.907,255,255,255
5,3.778,255,255,255
6,24.875,255,255,255
7,27.079,255,255,255
8,25.347,255,255,255
9,3.936,255,255,255
10,17.161,255,255,255
11,1.181,255,255,255
12,13.854,255,255,255
13,28.496,255,255,255
14,1.417,255,255,255
15,17.633,255,255,255
16,1.968,255,255,255
17,1.417,255,255,255
18,25.505,255,255,255
19,1.181,255,255,255
20,1.102,255,255,255
21,4.802,255,255,255
22,14.169,255,255,255
23,107.451,255,255,255
24,15.429,255,255,255
25,10.784,255,255,255
26,32.668,255,255,255
27,7.006,255,255,255
28,1.417,255,255,255
29,7.872,255,255,255
30,5.195,255,255,255
31,31.487,255,255,255
32,4.802,255,255,255
33,34.006,255,255,255
34,7.714,255,255,255
35,47.782,255,255,255
36,1.732,255,255,255
37,2.834,255,255,255
38,1.968,255,255,255
39,2.676,255,255,255
40,31.802,255,255,255
41,8.108,255,255,255
42,2.125,255,255,255
43,7.793,255,255,255
44,12.595,255,255,255
45,3.070,255,255,255
46,20.782,255,255,255
47,5.589,255,255,255
48,9.919,255,255,255
49,5.038,255,255,255
50,1.102,255,255,255
51,1.102,255,255,255
52,1.102,255,255,255
53,12.831,255,255,255
54,5.983,255,255,255
55,4.408,255,255,255
56,15.901,255,255,255
57,10.706,255,255,255
58,20.703,255,255,255
59,9.053,255,255,255
60,7.163,255,255,255
61,3.857,255,255,255
62,15.665,255,255,255
63,15.665,255,255,255
64,4.802,255,255,255
65,10.233,255,255,255
66,8.974,255,255,255
67,12.123,255,255,255
68,67.462,255,255,255
69,39.674,255,255,255
70,1.181,255,255,255
71,2.283,255,255,255
72,46.129,255,255,255
73,20.545,255,255,255
74,31.094,255,255,255
75,9.289,255,255,255
76,20.231,255,255,255
77,6.691,255,255,255
78,11.650,255,255,255
79,19.601,255,255,255
80,3.621,255,255,255
81,11.414,255,255,255
82,21.569,255,255,255
83,8.029,255,255,255
84,1.181,255,255,255
85,2.204,255,255,255
86,5.117,255,255,255
87,7.636,255,255,255
88,2.283,255,255,255
89,40.146,255,255,255
90,2.362,255,255,255
