Slice,Count,Total Area,Average Size,%Area,Mean
D2-SMPL-DAPI-BR1-10X-2_Box1,62,1689.768,27.254,2.732,255
D2-SMPL-DAPI-BR1-10X-2_Box2,59,1689.925,28.643,2.686,255
D2-SMPL-DAPI-BR1-10X-2_Box3,73,1429.367,19.580,2.235,255
D2-SMPL-DAPI-BR1-10X-2_Box4,72,1925.765,26.747,3.041,255
D2-SMPL-DAPI-BR1-10X-2_Box5,78,1452.589,18.623,2.364,255
D2-SMPL-DAPI-BR1-10X-2_Box6,86,1465.657,17.043,2.410,255
