"","ASVs","Domain","Phylum","Class","Order","Family","Genus","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"1369","ASV1581"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__GWA2-38-27"," g__JAHCRG01",0,4,11,3,1,2,0,4,1,9,0,4,0,56,0,7,1,0,0,0,4,0,2,2,1
"1370","ASV1582"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA11713"," f__UBA11713"," g__JAHFOJ01",0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1371","ASV1583"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__VGLX01"," g__JAHIPG01",0,4,13,0,0,0,0,2,1,0,0,1,0,76,4,2,0,0,1,0,0,0,0,0,0
"1372","ASV1584"," d__Archaea"," p__Iainarchaeota"," c__Iainarchaeia"," o__Iainarchaeales"," f__JAGVWC01"," g__JAHJAQ01",0,3,3,0,1,0,1,1,0,1,0,0,0,9,2,1,0,0,0,0,1,23,0,0,0
"1373","ASV1585"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__DG-74-3"," g__JAHJCL01",0,1,1,10,0,1,0,1,0,0,0,0,0,10,3,10,2,0,0,0,0,1,1,1,3
"1374","ASV1586"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__Magasanikbacterales"," f__GWA2-37-8"," g__JAHJCN01",0,1,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0
"1375","ASV1588"," d__Bacteria"," p__Actinomycetota"," c__Humimicrobiia"," o__JAHJRV01"," f__JAHJRV01"," g__JAHJRV01",0,1,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
"1376","ASV1589"," d__Bacteria"," p__SAR324"," c__SAR324"," o__XYD2-FULL-50-16"," f__JAHJRI01"," g__JAHJTV01",0,14,0,0,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"1377","ASV1590"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__Aenigmatarchaeales"," f__JAHLMS01"," g__JAHLMS01",0,1,29,2,0,0,1,4,0,9,0,1,1,7,8,13,0,2,1,0,1,23,4,8,3
"1378","ASV1591"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__JAHWHD01"," g__JAHWHG01",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,5,0,0,0
"1379","ASV1593"," d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Treponematales"," f__Breznakiellaceae"," g__JAIRMY01",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1380","ASV1596"," d__Bacteria"," p__Bacteroidota"," c__Kapaibacteriia"," o__Kapaibacteriales"," f__UBA2268"," g__JAJRTW01",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1381","ASV1597"," d__Bacteria"," p__JAJVIF01"," c__JAJVIF01"," o__JAJVIF01"," f__JAJVIF01"," g__JAJVIF01",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"1382","ASV1598"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Limisphaerales"," f__JAJXZI01"," g__JAJXZI01",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
"1383","ASV1599"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Parvarchaeales"," f__Parvarchaeaceae"," g__JAJYZA01",0,3,0,0,1,0,0,165,7,1,0,54,0,4,2,0,0,0,15,0,1,0,3,0,1
"1384","ASV1600"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Micrarchaeales"," f__Micrarchaeaceae"," g__JAJZMY01",0,1,0,0,0,0,1,0,0,0,0,0,4,2,0,2,0,0,0,0,1,9,0,0,0
"1385","ASV1601"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Micrarchaeales"," f__Micrarchaeaceae"," g__JAJZYD01",0,1,1,0,0,0,0,0,1,5,1,0,0,5,0,0,0,0,2,0,1,1,0,0,0
"1386","ASV1603"," d__Bacteria"," p__UBP6"," c__UBA1177"," o__UBA1177"," f__JAKLFG01"," g__JAKLFG01",0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1387","ASV1604"," d__Archaea"," p__Iainarchaeota"," c__Iainarchaeia"," o__CSSED10-239"," f__CSSED10-239"," g__JAKQTP01",0,1,3,15,11,0,0,3,2,5,0,1,0,1,2,4,1,5,0,0,12,13,2,5,1
"1388","ASV1606"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__FEN-979"," g__JALNWG01",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1389","ASV1607"," d__Bacteria"," p__Spirochaetota"," c__UBA4802"," o__UBA4802"," f__UBA5550"," g__JALOTL01",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1390","ASV1609"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__GWB1-50-10"," g__JAMCRC01",0,1,1,0,0,2,0,1,4,4,0,0,0,4,0,13,0,0,0,0,0,20,0,0,2
"1391","ASV1610"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA12405"," f__UBA12405"," g__JAMCSD01",0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,14,0,0
"1392","ASV1611"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Micrarchaeales"," f__Micrarchaeaceae"," g__JAMCYB01",0,1,0,4,0,1,2,0,0,0,2,2,0,1,0,0,0,0,0,0,7,1,0,0,0
"1393","ASV1612"," d__Bacteria"," p__Verrucomicrobiota"," c__Kiritimatiellia"," o__CAIVKH01"," f__CAIVKH01"," g__JAMLJG01",0,1,0,0,0,0,0,0,4,0,0,0,0,4,0,2,0,0,0,0,0,1,0,1,0
"1394","ASV1613"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__GWB1-50-10"," g__JANBVK01",0,1,3,0,0,3,0,1,6,0,0,1,0,4,0,10,0,0,0,0,0,24,0,0,0
"1395","ASV1614"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__JANBVM01"," g__JANBVL01",0,1,2,1,0,3,0,3,0,0,0,2,0,10,0,2,0,0,0,0,0,1,0,0,0
"1396","ASV1616"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Chthoniobacterales"," f__DYNR01"," g__JAOAAX01",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1397","ASV1617"," d__Bacteria"," p__Bacteroidota"," c__Kapaibacteriia"," o__Kapaibacteriales"," f__UBA2268"," g__JAPLFL01",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1398","ASV1618"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__Vermiphilaceae"," g__JAPLIR01",0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
"1399","ASV1619"," d__Bacteria"," p__Desulfobacterota"," c__Syntrophia"," o__Syntrophales"," f__UBA2185"," g__JAPLJS01",0,1,0,0,0,1,1,2,0,1,0,0,0,2,0,2,0,1,1,0,0,4,3,0,0
"1400","ASV1620"," d__Bacteria"," p__Desulfobacterota"," c__Syntrophia"," o__Syntrophales"," f__UBA2192"," g__JAPLJU01",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
"1401","ASV1621"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__JAPLZO01"," g__JAPLZO01",0,1,8,0,0,2,0,0,2,0,0,0,0,11,2,6,0,0,0,0,1,21,0,0,0
"1402","ASV1622"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__UBA9933"," g__JAPLZW01",0,2,2,1,0,0,0,3,1,1,0,1,0,0,0,23,0,0,0,0,1,2,0,0,0
"1403","ASV1623"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Rhodocyclaceae"," g__JAQTNA01",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
"1404","ASV1624"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__PEYH01"," g__JAQTNP01",0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,0,0
"1405","ASV1625"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__JAQTPW01"," g__JAQTPW01",0,4,11,1,0,3,0,4,2,5,0,0,0,4,4,112,0,0,1,0,7,22,0,0,0
"1406","ASV1626"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__BM507"," f__JAQTRU01"," g__JAQTRU01",0,1,38,3,0,0,0,0,15,2,0,1,0,2,4,8,0,0,0,0,3,6,1,0,2
"1407","ASV1629"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__JAQUAH01",0,1,1,0,0,0,0,0,1,0,0,0,0,38,8,0,1,0,0,0,0,1,0,0,0
"1408","ASV1630"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__JAQULD01",0,1,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,3,1,0,0
"1409","ASV1631"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__GIF9"," f__UBA5629"," g__JAQUQM01",0,1,0,0,0,1,0,0,0,1,0,2,1,5,0,0,0,0,1,0,0,1,0,0,0
"1410","ASV1632"," d__Archaea"," p__Halobacteriota"," c__Methanosarcinia"," o__Methanosarcinales"," f__Methanosarcinaceae"," g__JAQVBP01",0,1,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,6,1,0,0
"1411","ASV1633"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__UBA3071"," f__UBA3071"," g__JARYMM01",0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
"1412","ASV1635"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__JASGCK01",0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0
"1413","ASV1637"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__02-FULL-45-10c"," g__JAUSKT01",0,2,48,0,0,0,0,0,12,0,0,2,0,0,3,10,0,0,0,0,0,220,0,2,1
"1414","ASV1638"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__TTA-H9"," g__JAUSOY01",0,33,0,7,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,568,0
"1415","ASV1640"," d__Bacteria"," p__Desulfobacterota"," c__GWC2-55-46"," o__GWC2-55-46"," f__JAUVFY01"," g__JAUVFY01",0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1416","ASV1641"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__RBG-16-60-22"," g__JAUVXN01",0,2,0,1,0,0,0,1,1,0,0,4,0,67,0,11,0,0,8,0,16,34,3,0,3
"1417","ASV1642"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__RBG-13-40-8-A"," f__JAUWHN01"," g__JAUWHN01",0,1,3,0,0,0,0,1,0,3,0,0,0,21,7,5,0,0,0,0,13,2,0,1,6
"1418","ASV1643"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__CG1-02-41-26"," g__JAUWWY01",0,1,2,0,0,0,0,1,5,5,0,0,0,2,0,5,0,0,0,0,1,1,0,0,0
"1419","ASV1644"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__JAUWXI01"," g__JAUWXI01",0,1,53,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0
"1420","ASV1645"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__CG10238-14"," f__SCSR01"," g__JAUWXZ01",0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
"1421","ASV1646"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__JAUXAP01"," g__JAUXAP01",0,1,0,0,0,0,0,6,0,0,0,0,0,8,0,1,0,1,1,0,1,93,2,1,1
"1422","ASV1647"," d__Bacteria"," p__JdFR-76"," c__JdFR-76"," o__JdFR-76"," f__DREG01"," g__JAUXJX01",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1423","ASV1648"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Moranbacterales"," f__UBA2206"," g__JAUXSK01",0,1,0,0,0,0,0,2869,1,102,0,4,0,3,0,2,0,0,0,0,0,0,2,0,2
"1424","ASV1649"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JAUXTS01",0,1,26,0,0,0,0,1,305,0,0,0,0,7,2,42,0,0,0,0,2,72,4,0,0
"1425","ASV1650"," d__Archaea"," p__Methanobacteriota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__JAUXXK01",0,12,0,2,1,0,1,0,0,0,233,0,70,0,3,0,0,8,23,1,0,0,0,1,0
"1426","ASV1651"," d__Bacteria"," p__Bacillota_I"," c__Bacilli_A"," o__Izemoplasmatales"," f__UBA5603"," g__JAUXXX01",0,30,0,0,12,1,13,0,0,0,295,14,0,2,0,0,0,24,0,2,1,0,0,5,0
"1427","ASV1652"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__JAUYDJ01"," g__JAUYDJ01",0,3,0,1,0,0,0,2,1,0,0,8,1,664,0,5,0,0,33,0,27,16,5,0,3
"1428","ASV1653"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__MHMH01"," g__JAUYKD01",0,2,11,0,1,1,0,1,0,4,0,0,0,7,1,558,0,0,0,0,0,8,1,1,0
"1429","ASV1654"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__UBA2162"," g__JAUYMF01",0,1,0,0,0,0,0,3,1,1,0,1,0,46,0,318,0,0,3,0,2,75,6,0,0
"1430","ASV1655"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Rhodocyclaceae"," g__JAVBXY01",0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1431","ASV1656"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Micrococcaceae"," g__Kocuria",0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
"1432","ASV1659"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Lampropedia",0,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,3,0,1,0,2,1,1,0,0
"1433","ASV1660"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Lautropia",0,3,2,0,0,0,0,2,0,0,0,3,0,0,1,2,0,0,6,0,0,0,0,0,0
"1434","ASV1661"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__Anaerolineaceae"," g__Leptolinea",0,3,0,26,17,0,0,8,0,2,0,0,0,1,0,0,0,1,29,0,13,10,4,0,4
"1435","ASV1662"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Limnobacter",0,1,0,0,7,11,2,4,0,77,3,521,0,0,0,1,0,0,1,0,33,2,0,0,1
"1436","ASV1663"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Litorivicinaceae"," g__Litorivicinus",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1437","ASV1664"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__J102"," f__J102"," g__M2005",0,2,0,3,0,0,0,0,2,1,0,0,0,1,0,5,0,0,4,0,1,12,6,0,0
"1438","ASV1667"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UBA2591"," f__MWDC01"," g__MWDC01",0,1,4,0,0,0,0,0,3,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0
"1439","ASV1668"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Limisphaerales"," f__MWDV01"," g__MWDV01",0,2,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,1,0,0,0,0,2,0,0
"1440","ASV1669"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodospirillales"," f__Magnetospirillaceae"," g__Magnetospirillum",0,3,0,0,1,0,0,1,0,0,1,0,0,0,4,1,13,0,0,0,0,1,0,0,1
"1441","ASV1670"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhizobiaceae"," g__Mesorhizobium_A",0,150,7,18,8,7,2,7,33,1,0,29,0,0,16,1,1,0,37,0,81,0,1,1,0
"1442","ASV1671"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhizobiaceae"," g__Mesorhizobium_D",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,9,0,1,0,1,0,0
"1443","ASV1672"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhizobiaceae"," g__Mesorhizobium_I",0,1,2,3,3,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,2
"1444","ASV1673"," d__Archaea"," p__Halobacteriota"," c__Methanomicrobia"," o__Methanomicrobiales"," f__Methanospirillaceae"," g__Methanolinea_A",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0
"1445","ASV1674"," d__Archaea"," p__Halobacteriota"," c__Methanosarcinia"," o__Methanosarcinales"," f__Methanoperedenaceae"," g__Methanoperedens_A",0,1,1,1,0,0,0,1,0,2,0,0,2,0,2,0,1,1,22,0,0,1,3,0,1
"1446","ASV1675"," d__Archaea"," p__Halobacteriota"," c__Methanomicrobia"," o__Methanomicrobiales"," f__Methanospirillaceae"," g__Methanoregula",0,18,4,180,562,1,0,2,3,1,0,51,9,6,349,8,0,0,264,822,568,15,2,6956,109
"1447","ASV1676"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Methylococcales"," f__Methylomonadaceae"," g__Methylobacter_C",0,3,0,1,0,0,10,3,8,12,6,0,10,0,2,0,0,7,0,3,198,0,0,0,0
"1448","ASV1677"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Beijerinckiaceae"," g__Methylocystis",0,1,1,780,0,2,14,23,10,103,0,161,1,0,1,37,9,0,0,0,23,24,1,1,2
"1449","ASV1678"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Methylophilaceae"," g__Methylopumilus",0,2,2,3,0,1,0,0,0,0,1,1,5,0,0,0,0,2,1,0,0,0,0,0,1
"1450","ASV1680"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__NK4A144",0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0
"1451","ASV1681"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__JANBVM01"," g__Nealson33H",0,1,3,0,0,2,0,2,2,2,0,1,0,3,5,1,0,0,0,0,1,9,1,0,0
"1452","ASV1682"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Neisseriaceae"," g__Neisseria",0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
"1453","ASV1684"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Propionibacteriales"," f__Nocardioidaceae"," g__Nocardioides_A",0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,1,0
"1454","ASV1685"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Novosphingobium",0,2020,252,356,0,13,0,13,59,0,1,62,1,1,89,6,7,2,1,0,3,16,17,48,14
"1455","ASV1686"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__Colwellbacteraceae"," g__O2-12-FULL-44-13",0,1,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,17,0,0,0
"1456","ASV1687"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__O2-12-FULL-51-8",0,1,1,2,0,1,0,1,1,0,0,2,0,55,6,0,0,0,0,0,0,2,1,0,0
"1457","ASV1688"," d__Bacteria"," p__Margulisbacteria"," c__WOR-1"," o__O2-12-FULL-45-9"," f__XYB2-FULL-48-7"," g__OXYB2-FULL-48-7-A",0,1,0,0,0,0,0,0,7,0,0,1,0,1,2,0,0,0,1,0,1,5,3,0,0
"1458","ASV1689"," d__Bacteria"," p__Bacillota_I"," c__Bacilli_A"," o__RF39"," f__UBA660"," g__Onthousia",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1459","ASV1690"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Oxalobacter",0,8,1,1,2,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,2,8,0,0,1
"1460","ASV1691"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Casimicrobiaceae"," g__PALSA-1003",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1461","ASV1692"," d__Bacteria"," p__Actinomycetota"," c__Thermoleophilia"," o__Gaiellales"," f__Gaiellaceae"," g__PALSA-612",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
"1462","ASV1693"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Portnoybacterales"," f__GWB1-42-6"," g__PEUE01",0,1,0,0,0,1,0,22,15,0,0,1,0,7,0,6,1,0,0,0,1,4,1,0,1
"1463","ASV1694"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__PEYH01"," g__PEYH01",0,3,4,0,0,0,0,3,4,5,0,7,0,1,1,4,0,0,0,0,5,2,0,0,0
"1464","ASV1695"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Portnoybacterales"," f__PFDW01"," g__PFDW01",0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"1465","ASV1696"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__PHCI01",0,6,0,4,5,0,380,8,0,13,4,10,0,0,1,0,0,0,16,0,0,0,4,0,0
"1466","ASV1697"," d__Bacteria"," p__Desulfobacterota_G"," c__Syntrophorhabdia"," o__Syntrophorhabdales"," f__Syntrophorhabdaceae"," g__PNOF01",0,1,0,4,0,0,0,0,0,0,1,0,0,1,2,0,0,0,11,0,1,0,0,0,0
"1467","ASV1698"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__UBA7960"," g__PUPG01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
"1468","ASV1699"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__PWMZ01"," g__PWMZ01",0,1,2,0,0,0,0,0,2,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1
"1469","ASV1700"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Palsa-1439"," f__Palsa-1439"," g__Palsa-1439",0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0
"1470","ASV1701"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Pandoraea",0,1,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,6,2,0,0
"1471","ASV1702"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Paucibacter_A",0,1,0,0,0,0,0,10,0,1,0,1,0,0,1,0,1,0,0,0,2,10,17,0,0
"1472","ASV1704"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Phaeovulum",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0
"1473","ASV1705"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Flavobacteriaceae"," g__Polaribacter",0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1474","ASV1706"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Polynucleobacter",0,1,2,263,1,0,0,3,4,0,0,412,1,19,1,0,0,39,371,0,39,767,0,2,109
"1475","ASV1707"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Verrucomicrobiales"," f__Verrucomicrobiaceae"," g__Prosthecobacter",0,1,0,3,0,63,0,12,0,204,0,6,0,0,1,3,0,0,4,1,10,15,24,0,0
"1476","ASV1709"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__QMZP01"," f__QMZP01"," g__QMZY01",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"1477","ASV1710"," d__Bacteria"," p__Desulfobacterota"," c__QYQD01"," o__QYQD01"," f__QYQD01"," g__QYQD01",0,7,0,0,0,9,11,7,6,6,1,0,1740,120,192,0,0,8,1,0,1,0,0,0,231
"1478","ASV1711"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__RBG-13-33-26",0,1,42,4,0,1,1,1,33,0,1,1,0,28,15,50,0,1,2,0,42,138,4,6,1
