"","ASVs","Domain","Phylum","Class","Order","Family","Genus","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"3825","ASV4661"," d__Bacteria"," p__Patescibacteria"," c__UBA1384"," o__XYA2-FULL-43-10"," f__JAKAMI01"," g__JAKAMI01",0,0,1,0,0,0,0,1,6,0,0,1,0,0,0,5,0,0,0,0,0,21,0,0,0
"3826","ASV4662"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__UBA12409"," g__JAKANL01",0,0,1,0,0,0,0,1,0,0,0,7,0,2,1,14,0,0,0,0,0,0,0,0,0
"3827","ASV4663"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__Magasanikbacterales"," f__GWA2-37-8"," g__JAKANM01",0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0
"3828","ASV4664"," d__Bacteria"," p__Myxococcota"," c__Myxococcia"," o__Myxococcales"," f__JAKAPL01"," g__JAKAPL01",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3829","ASV4666"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__Vermiphilaceae"," g__JAKASV01",0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0
"3830","ASV4667"," d__Archaea"," p__Thermoplasmatota"," c__Thermoplasmata"," o__UBA184"," f__UBA184"," g__JAKATE01",0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
"3831","ASV4668"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Micrarchaeales"," f__Micrarchaeaceae"," g__JAKATY01",0,0,3,0,0,0,0,0,1,2,0,1,0,3,0,1,0,0,0,0,5,1,0,0,0
"3832","ASV4669"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__Vermiphilaceae"," g__JAKAUA01",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"3833","ASV4670"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__2-01-FULL-56-20"," g__JAKAUM01",0,0,14,0,0,0,0,0,3,0,0,0,0,1,0,17,0,0,0,0,0,41,0,0,0
"3834","ASV4671"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Micrarchaeales"," f__CABMGC01"," g__JAKAVK01",0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,0
"3835","ASV4672"," d__Archaea"," p__Thermoplasmatota"," c__Thermoplasmata"," o__Thermoplasmatales"," f__Thermoplasmataceae"," g__JAKAYB01",0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0
"3836","ASV4673"," d__Bacteria"," p__Chlamydiota"," c__Chlamydiia"," o__Chlamydiales"," f__SM23-39"," g__JAKBAE01",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"3837","ASV4674"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__Vermiphilaceae"," g__JAKBEL01",0,0,7,0,1,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,2,0,1,0
"3838","ASV4675"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__JAGOQP01"," g__JAKBUF01",0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,1,0,1,1,1,0,0
"3839","ASV4677"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Limisphaerales"," f__JAKEEH01"," g__JAKEEH01",0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"3840","ASV4680"," d__Bacteria"," p__Planctomycetota"," c__Planctomycetia"," o__Pirellulales"," f__Lacipirellulaceae"," g__JAKEGR01",0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,1,0,0
"3841","ASV4682"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__JAKFVA01",0,0,2,2,3,0,0,2,4,4,0,3,0,0,1,1,1,0,2,1,2,6,2,0,5
"3842","ASV4683"," d__Bacteria"," p__Planctomycetota"," c__Planctomycetia"," o__Planctomycetales"," f__Planctomycetaceae"," g__JAKFVC01",0,0,1,0,0,0,0,31,0,0,0,2,0,0,2,0,0,0,0,0,8,0,3,0,0
"3843","ASV4684"," d__Archaea"," p__Altiarchaeota"," c__Altiarchaeia"," o__IMC4"," f__QMZM01"," g__JAKFXM01",0,0,1,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"3844","ASV4685"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__JAKFXT01"," g__JAKFXT01",0,0,39,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,540,12,0,0
"3845","ASV4688"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__Magasanikbacterales"," f__UBA922"," g__JAKITS01",0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
"3846","ASV4689"," d__Archaea"," p__Thermoplasmatota"," c__Thermoplasmata"," o__UBA184"," f__UBA184"," g__JAKIVR01",0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,3,0
"3847","ASV4690"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__XYD1-FULL-46-19"," g__JAKJEI01",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
"3848","ASV4691"," d__Bacteria"," p__Patescibacteria"," c__UBA1384"," o__XYA2-FULL-43-10"," f__1-14-0-10-43-13"," g__JAKJEK01",0,0,5,0,0,0,0,1,30,0,0,0,0,1,0,40,0,0,0,0,1,44,0,0,0
"3849","ASV4693"," d__Bacteria"," p__Patescibacteria"," c__Kazan-3B-28"," o__Kazan-3B-28"," f__Kazan-3B-28"," g__JAKLDB01",0,0,1,0,0,0,0,0,13,0,0,0,0,0,1,9,0,0,0,0,0,0,4,0,0
"3850","ASV4694"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Zapsychrales"," f__JAKLDJ01"," g__JAKLDJ01",0,0,14,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,6,1,0,0
"3851","ASV4695"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__Staskawiczbacteraceae"," g__JAKLDQ01",0,0,4,0,0,0,0,2,3,0,0,4,0,10,0,13,0,0,1,0,0,11,3,0,0
"3852","ASV4696"," d__Bacteria"," p__Elusimicrobiota"," c__Elusimicrobia"," o__FEN-1173"," f__FEN-1173"," g__JAKLDV01",0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"3853","ASV4697"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__2-01-FULL-45-10"," f__2-01-FULL-45-10"," g__JAKLDX01",0,0,27,0,0,0,0,0,1,0,0,0,0,61,1,0,0,0,1,0,1,11,0,0,0
"3854","ASV4698"," d__Bacteria"," p__JAKLEM01"," c__Ancaeobacteria"," o__Ancaeobacterales"," f__Ancaeobacteraceae"," g__JAKLEM01",0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,9,0,0,0
"3855","ASV4699"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Moranbacterales"," f__UBA2206"," g__JAKLFF01",0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
"3856","ASV4701"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__JAGOPM01"," g__JAKLGF01",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"3857","ASV4702"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__Magasanikbacterales"," f__GWA2-37-8"," g__JAKLGL01",0,0,2,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,1,0,0,32,0,107,0
"3858","ASV4703"," d__Bacteria"," p__Bdellovibrionota"," c__JAFGOL01"," o__JAFGOL01"," f__JAFGOL01"," g__JAKLHL01",0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,6,0,0,0
"3859","ASV4704"," d__Bacteria"," p__Elusimicrobiota"," c__Elusimicrobia"," o__FEN-1173"," f__JAKLIF01"," g__JAKLIF01",0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"3860","ASV4705"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Moranbacterales"," f__GWC2-37-73"," g__JAKLIP01",0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,1,0,0
"3861","ASV4706"," d__Bacteria"," p__Elusimicrobiota"," c__Elusimicrobia"," o__F11"," f__F11"," g__JAKLIS01",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"3862","ASV4707"," d__Bacteria"," p__Planctomycetota"," c__SZUA-567"," o__H5-PLA8"," f__H5-PLA8"," g__JAKLKQ01",0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
"3863","ASV4708"," d__Bacteria"," p__Planctomycetota"," c__JAJSAM01"," o__JAKLKS01"," f__JAKLKS01"," g__JAKLKS01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,1,3,0,0
"3864","ASV4710"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__JAKOND01",0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3865","ASV4712"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__DTGW01"," g__JAKPGM01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"3866","ASV4713"," d__Bacteria"," p__Armatimonadota"," c__UBA5377"," o__UBA1398"," f__JAKPQA01"," g__JAKPQA01",0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0
"3867","ASV4714"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__2-01-FULL-39-33"," f__2-01-FULL-39-33"," g__JAKQDP01",0,0,12,0,0,2,0,1,20,1,0,0,0,4,0,3,0,0,0,0,0,7,0,0,0
"3868","ASV4715"," d__Bacteria"," p__Patescibacteria"," c__Gracilibacteria"," o__Peribacterales"," f__Peribacteraceae"," g__JAKQEM01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"3869","ASV4717"," d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__JAKQTR01"," g__JAKQTR01",0,0,4,16,0,0,0,6,0,1,0,1,0,51,1,4,0,0,74,0,4,1,85,0,0
"3870","ASV4718"," d__Bacteria"," p__Omnitrophota"," c__Omnitrophia"," o__Omnitrophales"," f__Omnitrophaceae"," g__JAKQXH01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"3871","ASV4721"," d__Bacteria"," p__Myxococcota"," c__Polyangia"," o__Haliangiales"," f__Haliangiaceae"," g__JAKSDA01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"3872","ASV4726"," d__Bacteria"," p__Armatimonadota"," c__UBA5377"," o__UBA5377"," f__JAAYIR01"," g__JALGTV01",0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"3873","ASV4727"," d__Archaea"," p__Asgardarchaeota"," c__Lokiarchaeia"," o__Helarchaeales"," f__RDOG01"," g__JALGVI01",0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0
"3874","ASV4728"," d__Bacteria"," p__VGIX01"," c__VGIX01"," o__VGIX01"," f__VGIX01"," g__JALGZD01",0,0,8,0,3,0,0,2,1,1,1,1,0,0,0,10,0,0,1,0,4,18,4,1,0
"3875","ASV4730"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__UBA5272"," g__JALHNF01",0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"3876","ASV4731"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__2-01-FULL-56-20"," g__JALHNY01",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"3877","ASV4732"," d__Bacteria"," p__Bdellovibrionota"," c__Bdellovibrionia"," o__Bdellovibrionales"," f__UBA1609"," g__JALHOQ01",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0
"3878","ASV4734"," d__Bacteria"," p__Patescibacteria"," c__UBA1384"," o__CAILIB01"," f__CAILIB01"," g__JALHQF01",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"3879","ASV4735"," d__Archaea"," p__Halobacteriota"," c__Methanosarcinia"," o__Methanotrichales"," f__Methanotrichaceae"," g__JALHSR01",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"3880","ASV4736"," d__Bacteria"," p__Nitrospirota"," c__Thermodesulfovibrionia"," o__Thermodesulfovibrionales"," f__SM23-35"," g__JALHSV01",0,0,1,0,0,2,0,1,0,1,0,0,1,0,9,0,0,0,5,0,0,4,0,0,2
"3881","ASV4737"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__IMCC26256"," f__PALSA-555"," g__JALHSW01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,6,0,0,0
"3882","ASV4738"," d__Bacteria"," p__Acidobacteriota"," c__Aminicenantia"," o__Aminicenantales"," f__RBG-16-66-30"," g__JALHVH01",0,0,1,1,0,0,0,1,0,0,0,1,0,23,0,0,0,0,8,0,4,0,0,0,5
"3883","ASV4739"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__2-02-FULL-39-11"," f__2-02-FULL-39-11"," g__JALHWS01",0,0,3,0,0,0,0,3,4,0,0,0,0,7,0,12,0,0,1,0,0,2,0,0,0
"3884","ASV4740"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__GWA2-44-7"," f__UBA8517"," g__JALHYA01",0,0,2,5,0,4,0,7,4,2,0,15,5,19,3,85,0,0,0,0,16,39,7,0,0
"3885","ASV4742"," d__Archaea"," p__Nanohaloarchaeota"," c__Nanosalinia"," o__Nanosalinales"," f__Nanohalalkaliarchaeacea"," g__JALIDP01",0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,12,0,1,0
"3886","ASV4743"," d__Bacteria"," p__Desulfobacterota_D"," c__UBA1144"," o__UBA2774"," f__CSP1-2"," g__JALLOG01",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3887","ASV4744"," d__Bacteria"," p__Patescibacteria"," c__JAEDAM01"," o__Absconditabacterales"," f__Absconditicoccaceae"," g__JALOAF01",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"3888","ASV4746"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__JALOCE01",0,0,2,0,0,0,1,0,2,0,0,0,1,131,5,0,1,0,0,0,2,3,0,0,0
"3889","ASV4747"," d__Bacteria"," p__Actinomycetota"," c__Thermoleophilia"," o__Miltoncostaeales"," f__Miltoncostaeaceae"," g__JALOLS01",0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,4,1,0,1
"3890","ASV4748"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__CG2-30-64-16"," f__CG2-30-64-16"," g__JALOOE01",0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"3891","ASV4749"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__JALOQJ01",0,0,5,0,0,2,0,0,0,0,0,0,0,42,7,0,0,0,1,0,2,1,0,0,0
"3892","ASV4750"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__UBA9973"," g__JALOQM01",0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0
"3893","ASV4752"," d__Bacteria"," p__Patescibacteria"," c__Gracilibacteria"," o__Peribacterales"," f__Peribacteraceae"," g__JALQTW01",0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"3894","ASV4756"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__BM507"," f__JALSMD01"," g__JALSMD01",0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,3,1,5,0,0
"3895","ASV4758"," d__Archaea"," p__Thermoproteota"," c__Thermoprotei_A"," o__Sulfolobales"," f__Acidilobaceae"," g__JALSQL01",0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3896","ASV4763"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__GWC2-36-17"," f__M10-OD1-4"," g__JALTWS01",0,0,77,0,0,0,0,0,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"3897","ASV4764"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JALUUW01",0,0,3,0,0,0,0,0,3,1,1,0,0,3,1,26,0,0,0,0,0,8,0,1,0
"3898","ASV4765"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA12405"," f__JAHJSD01"," g__JALUUX01",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3899","ASV4767"," d__Bacteria"," p__Atribacterota"," c__JALVIU01"," o__JALVIU01"," f__JALVIU01"," g__JALVIU01",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"3900","ASV4772"," d__Archaea"," p__Thermoproteota"," c__Thermoprotei_A"," o__Sulfolobales"," f__Acidilobaceae"," g__JALWTO01",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"3901","ASV4774"," d__Bacteria"," p__Planctomycetota"," c__Planctomycetia"," o__JALXBF01"," f__JALXBF01"," g__JALXBF01",0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3902","ASV4775"," d__Bacteria"," p__Chloroflexota"," c__Limnocylindria"," o__Limnocylindrales"," f__CSP1-4"," g__JALYGJ01",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,62,0,0,0,0,0,33,0,0,0
"3903","ASV4777"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Nevskiales"," f__Nevskiaceae"," g__JALYJV01",0,0,11,0,0,1,1,11,0,1,0,31,0,0,0,0,15,1,1,0,2,7,10,0,9
"3904","ASV4778"," d__Bacteria"," p__Chloroflexota"," c__Limnocylindria"," o__P2-11E"," f__P2-11E"," g__JALYKU01",0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,23,1,0,0
"3905","ASV4779"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__DSTF01"," f__JACRBR01"," g__JALYKW01",0,0,3,0,0,0,0,1,0,0,0,1,0,0,6,1,0,0,0,0,0,22,16,0,0
"3906","ASV4780"," d__Bacteria"," p__Chloroflexota"," c__Limnocylindria"," o__QHBO01"," f__QHBO01"," g__JALYLE01",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,0,0
"3907","ASV4782"," d__Bacteria"," p__Actinomycetota"," c__UBA4738"," o__UBA4738"," f__HRBIN12"," g__JALYMB01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,1
"3908","ASV4783"," d__Bacteria"," p__Actinomycetota"," c__Thermoleophilia"," o__Solirubrobacterales"," f__Solirubrobacteraceae"," g__JALYMR01",0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3909","ASV4784"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__Zambryskibacteraceae"," g__JALYQT01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"3910","ASV4785"," d__Bacteria"," p__Patescibacteria"," c__Saccharimonadia"," o__Saccharimonadales"," f__JACDBH01"," g__JALYQY01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0
"3911","ASV4786"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__JAKAEA01"," g__JALYQZ01",0,0,3,0,0,0,0,0,1,0,0,0,0,2,3,6,0,0,0,0,0,0,0,0,0
"3912","ASV4791"," d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__2-12-FULL-66-21"," g__JALZOC01",0,0,2,1,0,0,0,1,0,0,0,0,0,7,0,14,0,0,0,0,0,0,2,0,0
"3913","ASV4792"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__Colwellbacteraceae"," g__JAMCQZ01",0,0,7,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0
"3914","ASV4793"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Parvarchaeales"," f__Parvarchaeaceae"," g__JAMCRB01",0,0,1,1,2,0,0,74,2,1,0,16,0,1,2,1,0,0,9,0,5,2,1,0,0
"3915","ASV4794"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Parvarchaeales"," f__Parvarchaeaceae"," g__JAMCRN01",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10,0,5,1,0,0,0
"3916","ASV4795"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__JAMCZE01"," f__JAMCZE01"," g__JAMCRP01",0,0,6,0,0,0,0,3,14,2,0,0,0,6,0,0,0,0,0,0,0,79,3,0,0
"3917","ASV4797"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JAMCSY01",0,0,5,0,0,0,0,0,1,2,0,0,0,2,2,4,0,0,0,0,0,33,1,0,0
"3918","ASV4798"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__Babeliaceae"," g__JAMCTG01",0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,5,0,0,0,0,0,0,1,0,0
"3919","ASV4799"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA10105"," f__UBA927"," g__JAMCTH01",0,0,1,0,0,0,0,3,11,0,0,0,0,1,2,3,0,0,0,0,3,26,1,0,0
"3920","ASV4800"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JAMCTM01",0,0,6,0,0,0,0,0,2,0,0,0,0,1,0,32,0,0,0,0,0,110,1,0,0
"3921","ASV4801"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__2-02-FULL-39-11"," f__2-02-FULL-39-11"," g__JAMCUI01",0,0,2,0,0,0,1,0,3,0,0,1,0,0,1,3,0,0,0,0,0,5,1,0,0
"3922","ASV4802"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__CG1-02-41-26"," g__JAMCXQ01",0,0,1,0,0,1,0,0,0,0,0,1,0,6,0,2,1,0,0,0,0,0,0,0,0
"3923","ASV4803"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JAMCYD01",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0
"3924","ASV4804"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Micrarchaeales"," f__Micrarchaeaceae"," g__JAMCYM01",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"3925","ASV4805"," d__Bacteria"," p__Armatimonadota"," c__UBA5829"," o__UBA5829"," f__UBA5829"," g__JAMCYN01",0,0,3,2,0,0,0,1,3,0,0,1,0,6,0,1,0,0,0,0,0,15,1,12,2
"3926","ASV4806"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__JAMCYU01"," f__JAMCYU01"," g__JAMCYU01",0,0,3,1,0,0,0,5,9,1,0,1,1,48,2,64,0,0,1,1,1,28,4,0,0
"3927","ASV4807"," d__Bacteria"," p__Patescibacteria"," c__CPR2"," o__UBA1875"," f__JAMCYV01"," g__JAMCYV01",0,0,1,0,0,0,0,6,0,3,0,1,0,3,0,1,0,0,0,0,0,2,0,0,0
"3928","ASV4808"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Micrarchaeales"," f__Micrarchaeaceae"," g__JAMCYW01",0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3929","ASV4809"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JAMCZC01",0,0,3,0,0,0,0,1,0,0,0,2,0,4,1,36,0,0,0,0,1,25,0,0,0
"3930","ASV4810"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__JAMCZE01"," f__JAMCZE01"," g__JAMCZE01",0,0,3,2,0,0,0,0,12,0,0,0,0,6,0,4,0,0,0,0,0,122,2,0,0
"3931","ASV4811"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JAMCZG01",0,0,11,1,0,0,0,3,4,1,0,0,0,4,1,183,0,0,0,0,3,101,2,0,0
"3932","ASV4812"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__UBA11579"," g__JAMCZK01",0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,78,0,0,9,0,3,44,76,0,0
"3933","ASV4813"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Woykebacterales"," f__2-01-FULL-43-14"," g__JAMCZT01",0,0,7,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,6,0,0,0
"3934","ASV4814"," d__Bacteria"," p__Patescibacteria"," c__UBA1384"," o__UBA12157"," f__JAENIV01"," g__JAMCZU01",0,0,11,1,0,3,0,4,3,0,0,1,0,31,0,144,1,0,0,0,6,44,1,3,0
"3935","ASV4815"," d__Bacteria"," p__Patescibacteria"," c__UBA1384"," o__XYA2-FULL-43-10"," f__1-14-0-10-43-13"," g__JAMCZZ01",0,0,5,0,0,0,0,0,34,0,0,0,0,1,1,35,0,0,0,0,0,43,0,1,0
