"","ASVs","Kingdom","Phylum","Class","Order","Family","Genus","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C24","C3","C4","C5","C8","C9","E1","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19","E2","E20","E21","E22","E23","E24","E6","E9"
"190","ASV183","Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","Methylomirabilaceae","Candidatus Methylomirabilis",0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","ASV184","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Candidatus Methylopumilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","ASV185","Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria","Candidatus Moranbacteria","Candidatus Moranbacteria",0,0,0,121,45,0,0,0,0,8,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0
"193","ASV186","Bacteria","Patescibacteria","Parcubacteria","Candidatus Nealsonbacteria","Candidatus Nealsonbacteria","Candidatus Nealsonbacteria",0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","ASV187","Bacteria","SAR324 clade(Marine group B)","Incertae Sedis","Incertae Sedis","Incertae Sedis","Candidatus Nitrosoarchaeum",0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","ASV190","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Candidatus Nitrotoga",0,0,0,277,433,658,1639,0,0,1736,0,1510,0,294,0,0,1134,0,0,0,0,0,648,0,23,0,0,0,0,116,0,0,0,40,1002,22,2411,0
"196","ASV191","Bacteria","Patescibacteria","Parcubacteria","Candidatus Nomurabacteria","Candidatus Nomurabacteria","Candidatus Nomurabacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","ASV192","Bacteria","Pseudomonadota","Alphaproteobacteria","Caedibacterales","Caedibacteraceae","Candidatus Nucleicultrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"198","ASV193","Bacteria","Cyanobacteriota","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Candidatus Obscuribacter",0,0,0,9,17,0,0,0,0,0,0,0,0,0,0,28,811,0,0,0,0,0,283,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0
"199","ASV194","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus",0,0,0,50,24,12,0,0,0,10,6,258,21,45,0,67,0,0,0,0,0,20,0,5,87,265,11,0,0,0,0,0,20,206,0,17,0,0
"200","ASV195","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Ovatusbacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,67,0,0,0,0,0
"201","ASV197","Bacteria","Patescibacteria","Parcubacteria","Paceibacterales","Paceibacteraceae","Candidatus Paceibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0
"202","ASV198","Bacteria","Pseudomonadota","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Paracaedibacter",0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","ASV199","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria","Candidatus Peregrinibacteria","Candidatus Peregrinibacteria",0,0,0,16,51,6,7,0,0,0,0,0,22,538,0,14,0,0,0,0,0,2,0,151,96,97,0,0,0,0,0,0,0,0,0,0,0,0
"204","ASV200","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria","Candidatus Peribacteria","Candidatus Peribacteria",0,0,0,3,0,27,0,0,0,0,0,0,0,62,0,68,0,0,0,0,0,0,0,162,86,33,0,0,0,0,0,0,0,0,0,0,0,0
"205","ASV201","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","Candidatus Planktophila",44,0,0,1024,221,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,223,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","ASV202","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Candidatus Protochlamydia",0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","ASV203","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae","Candidatus Renichlamydia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","ASV204","Bacteria","Patescibacteria","Microgenomatia","Candidatus Roizmanbacteria","Candidatus Roizmanbacteria","Candidatus Roizmanbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","ASV205","Bacteria","Patescibacteria","Microgenomatia","Candidatus Shapirobacteria","Candidatus Shapirobacteria","Candidatus Shapirobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","ASV207","Bacteria","Patescibacteria","Parcubacteria","Candidatus Spechtbacteria","Candidatus Spechtbacteria","Candidatus Spechtbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","ASV208","Bacteria","Patescibacteria","Parcubacteria","Candidatus Staskawiczbacteria","Candidatus Staskawiczbacteria","Candidatus Staskawiczbacteria",0,0,0,8,8,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","ASV210","Bacteria","Pseudomonadota","Gammaproteobacteria","Tenderiales","Tenderiaceae","Candidatus Tenderia",0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","ASV211","Bacteria","Patescibacteria","Parcubacteria","Candidatus Terrybacteria","Candidatus Terrybacteria","Candidatus Terrybacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","ASV212","Bacteria","Patescibacteria","ABY1","Candidatus Uhrbacteria","Candidatus Uhrbacteria","Candidatus Uhrbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","ASV213","Bacteria","Patescibacteria","Parcubacteria","Candidatus Vogelbacteria","Candidatus Vogelbacteria","Candidatus Vogelbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","ASV214","Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria","Candidatus Woesebacteria","Candidatus Woesebacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","ASV215","Bacteria","Patescibacteria","Parcubacteria","Candidatus Wolfebacteria","Candidatus Wolfebacteria","Candidatus Wolfebacteria",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","ASV216","Bacteria","Patescibacteria","Microgenomatia","Candidatus Woykebacteria","Candidatus Woykebacteria","Candidatus Woykebacteria",0,0,0,0,0,0,0,0,0,0,0,5,0,240,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","ASV217","Bacteria","Patescibacteria","Parcubacteria","Candidatus Yanofskybacteria","Candidatus Yanofskybacteria","Candidatus Yanofskybacteria",0,0,0,0,0,0,0,0,0,0,0,17,0,167,0,15,0,0,0,0,0,6,0,16,46,219,0,0,0,0,0,0,0,5,0,0,0,0
"220","ASV218","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",0,0,0,22,48,0,69,0,0,0,0,0,0,0,0,67,46,0,0,77,0,89,0,64,0,0,0,0,57,26,0,0,0,0,119,0,0,0
"221","ASV219","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae",0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,49,0,0,0,0,86,8,116,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"222","ASV220","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Cavicella",61,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"223","ASV221","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Cellulosilyticum",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","ASV222","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio",0,0,66,10,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,120,0,0,0,0,0,0,0,0
"225","ASV223","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Cephaloticoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"226","ASV224","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Chelativorans",21,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","ASV225","Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionia","Chitinivibrionia","Chitinivibrionia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","ASV226","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","ASV229","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiales","Chlamydiales",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","ASV231","Bacteria","Chloroflexota","Chloroflexota","Chloroflexota","Chloroflexota","Chloroflexota",0,0,0,8,0,50,0,0,0,0,0,48,0,423,0,0,0,0,0,0,0,0,0,0,120,16,0,0,0,0,0,0,0,43,0,0,0,0
"231","ASV232","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","Chloroplast","Chloroplast",0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,23,30,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","ASV233","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae",13,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,23,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13,0
"233","ASV234","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,29,0
"234","ASV237","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseotalea",0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","ASV239","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Citreitalea",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","ASV240","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","Cloacimonadaceae","Cloacimonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"237","ASV241","Bacteria","Bacillota","Clostridia","Clostridia","Clostridia","Clostridia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
"238","ASV242","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","ASV243","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",0,0,0,30,0,0,0,0,0,61,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,72,0,11,0,0
"240","ASV245","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0
"241","ASV246","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae",0,24,234,0,0,1,0,0,0,0,0,167,0,0,0,43,1,0,0,0,35,160,61,54,43,19,34,30,19,24,0,0,0,6,0,180,35,0
"242","ASV248","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriia","Coriobacteriia","Coriobacteriia",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"243","ASV249","Bacteria","Pseudomonadota","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella",0,0,0,0,8,0,5381,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","ASV250","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Crenothrix",0,0,0,0,0,0,152,0,3651,0,2658,0,0,0,3726,0,0,0,5182,0,12,343,206,35,0,0,0,25,16,0,112,0,0,0,0,0,0,0
"245","ASV252","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Cryomorphaceae",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","ASV253","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",0,0,0,907,0,0,53,0,0,0,0,175,0,0,0,0,3615,0,0,0,0,0,38,13,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"247","ASV255","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cypionkella",0,91,247,503,54,0,30,73,12,12,0,34,0,3923,0,32,0,0,66,0,14,0,355,28,18,29,96,21,17,142,0,0,4007,105,81,0,300,78
"248","ASV256","Bacteria","Bacillota","D8A-2","D8A-2","D8A-2","D8A-2",0,0,6,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"249","ASV257","Bacteria","Planctomycetota","Phycisphaerae","DG-20","DG-20","DG-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"250","ASV258","Bacteria","Armatimonadota","DG-56","DG-56","DG-56","DG-56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"251","ASV259","Bacteria","DTB120","DTB120","DTB120","DTB120","DTB120",0,0,0,0,0,23,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","ASV261","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Daejeonella",124,0,0,98,141,0,0,0,0,634,0,9,0,16,0,115,56,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
"253","ASV262","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas",0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,58,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0
"254","ASV265","Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidales","Dehalococcoidales","Dehalococcoidales",0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,24,0,12,17,0
"255","ASV266","Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidia","Dehalococcoidia","Dehalococcoidia",0,0,0,12,0,26,0,0,0,0,0,151,0,138,0,0,2,0,0,0,0,54,55,0,144,145,28,0,6,0,0,0,0,650,0,304,34,0
"256","ASV267","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Demequinaceae","Demequina",0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257","ASV268","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Denitratisoma",0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","ASV272","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfatirhabdiaceae","Desulfatirhabdiaceae",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","ASV273","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfatirhabdiaceae","Desulfatirhabdium",0,0,81,29,0,0,0,34,0,13,0,40,18,0,0,0,0,0,0,0,0,0,0,0,11,0,52,0,3,0,0,0,0,22,10,64,94,0
"260","ASV274","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfatitalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
"261","ASV275","Bacteria","Bacillota","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","ASV276","Bacteria","Bacillota","Clostridia","Peptococcales","Peptococcaceae","Desulfitispora",0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","ASV278","Bacteria","Thermodesulfobacteriota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca",0,0,0,60,51,0,0,0,0,110,5,13,0,0,0,0,0,0,0,0,0,6,0,0,0,105,0,0,0,0,0,0,40,7,0,68,35,0
"264","ASV279","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,9,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
"265","ASV280","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacterales","Desulfobacterales",0,0,0,9,9,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,14,0,11,44,48,0,0,8,0,0,0,21,0,21,0,0
"266","ASV281","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"267","ASV282","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbaceae",0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"268","ASV283","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbales","Desulfobulbales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,8,0,0,0,0,0,0,16,0
"269","ASV284","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"270","ASV285","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsa",30,0,5,64,0,0,0,164,0,0,0,60,19,0,0,0,39,0,0,0,15,0,0,0,0,0,49,0,29,0,0,14,0,7,7,0,1504,0
"271","ASV286","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,31,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,0,0,51,0,0
"272","ASV287","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocastanea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
"273","ASV290","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium",29,0,55,0,0,0,0,24,6,0,5,10,0,0,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,11,0,121,0,0,67,27,0
"274","ASV291","Bacteria","Thermodesulfobacteriota","Desulfomonilia","Desulfomonilales","Desulfomonilaceae","Desulfomonile",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","ASV295","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulforegulaceae","Desulforegula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"276","ASV296","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"277","ASV297","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfosarcinaceae",14,0,25,0,0,0,16,0,0,62,0,0,0,0,0,0,14,0,0,0,0,15,16,0,0,103,212,28,45,0,0,0,0,0,0,18,0,0
"278","ASV298","Bacteria","Bacillota","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",0,0,0,118,0,0,5,0,0,0,0,0,30,18,0,0,59,0,0,0,0,11,34,87,0,25,38,0,0,11,0,0,10,0,0,77,14,0
"279","ASV299","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","Desulfurivibrio",34,20,21,0,0,0,7,0,0,0,0,10,85,0,0,0,0,0,0,0,5,0,45,0,0,0,125,0,4,0,0,75,0,38,0,0,29,0
"280","ASV301","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonadaceae",21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","ASV302","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas",6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,79,0
"282","ASV303","Bacteria","Bacillota","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,12,0,7
"283","ASV304","Bacteria","Bacillota","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacteraceae",0,0,6,0,0,0,8,15,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,58,0,0
"284","ASV305","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Dethiosulfatibacteraceae","Dethiosulfatibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0
"285","ASV306","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia",0,0,0,0,0,7,0,0,0,0,0,0,10,266,0,0,0,17,0,0,0,0,77,0,0,0,10,0,0,0,0,0,9,0,0,0,28,0
"286","ASV307","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosiaceae",6,0,0,31,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","ASV308","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Dietziaceae","Dietzia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,19,0,0,0,0,0
"288","ASV309","Bacteria","Patescibacteria","Dojkabacteria","Dojkabacteria","Dojkabacteria","Dojkabacteria",0,0,9,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
"289","ASV312","Bacteria","Chloroflexota","Dehalococcoidia","DscP2","DscP2","DscP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
