 ,Area,Mean,Min,Max
1,11.335,255,255,255
2,4.959,255,255,255
3,5.825,255,255,255
4,4.487,255,255,255
5,4.408,255,255,255
6,2.125,255,255,255
7,7.714,255,255,255
8,2.125,255,255,255
9,3.227,255,255,255
10,28.811,255,255,255
11,5.825,255,255,255
12,1.181,255,255,255
13,1.811,255,255,255
14,4.251,255,255,255
15,4.093,255,255,255
16,4.644,255,255,255
17,2.676,255,255,255
18,2.676,255,255,255
19,7.793,255,255,255
20,9.682,255,255,255
21,1.181,255,255,255
22,3.936,255,255,255
23,3.778,255,255,255
24,12.516,255,255,255
25,2.991,255,255,255
26,2.598,255,255,255
27,1.496,255,255,255
28,1.181,255,255,255
29,3.542,255,255,255
30,5.432,255,255,255
31,11.099,255,255,255
32,2.362,255,255,255
33,9.840,255,255,255
34,1.811,255,255,255
35,1.732,255,255,255
36,2.204,255,255,255
37,7.242,255,255,255
38,1.259,255,255,255
39,8.502,255,255,255
40,3.621,255,255,255
41,3.542,255,255,255
42,2.676,255,255,255
43,9.761,255,255,255
44,6.219,255,255,255
45,2.913,255,255,255
46,3.936,255,255,255
47,1.181,255,255,255
48,5.432,255,255,255
49,1.181,255,255,255
50,2.125,255,255,255
51,1.811,255,255,255
52,20.860,255,255,255
53,1.889,255,255,255
54,2.204,255,255,255
55,9.525,255,255,255
56,10.391,255,255,255
57,1.496,255,255,255
58,4.015,255,255,255
59,6.612,255,255,255
60,5.195,255,255,255
61,21.490,255,255,255
62,1.889,255,255,255
63,8.108,255,255,255
64,7.793,255,255,255
65,2.755,255,255,255
66,9.446,255,255,255
67,1.259,255,255,255
68,3.070,255,255,255
69,18.892,255,255,255
70,3.385,255,255,255
71,1.811,255,255,255
72,1.574,255,255,255
73,5.510,255,255,255
74,9.761,255,255,255
75,2.598,255,255,255
76,4.487,255,255,255
77,4.093,255,255,255
78,2.283,255,255,255
79,5.195,255,255,255
80,2.440,255,255,255
81,1.181,255,255,255
82,8.187,255,255,255
83,2.519,255,255,255
84,1.259,255,255,255
85,1.259,255,255,255
86,7.006,255,255,255
87,14.248,255,255,255
88,2.519,255,255,255
89,3.936,255,255,255
90,1.653,255,255,255
91,4.644,255,255,255
92,1.181,255,255,255
93,1.968,255,255,255
94,2.913,255,255,255
95,4.015,255,255,255
96,3.227,255,255,255
97,8.659,255,255,255
98,3.542,255,255,255
99,9.289,255,255,255
100,12.044,255,255,255
101,7.400,255,255,255
102,1.968,255,255,255
103,12.280,255,255,255
104,2.755,255,255,255
105,5.195,255,255,255
106,10.863,255,255,255
107,1.574,255,255,255
108,10.470,255,255,255
109,1.968,255,255,255
110,3.227,255,255,255
111,14.642,255,255,255
112,22.435,255,255,255
113,21.097,255,255,255
114,16.295,255,255,255
115,5.353,255,255,255
116,3.542,255,255,255
117,4.487,255,255,255
118,5.274,255,255,255
119,3.070,255,255,255
120,35.581,255,255,255
121,6.376,255,255,255
122,2.913,255,255,255
123,11.886,255,255,255
124,2.047,255,255,255
125,9.682,255,255,255
126,2.283,255,255,255
127,9.604,255,255,255
128,6.691,255,255,255
129,2.598,255,255,255
130,3.621,255,255,255
131,1.496,255,255,255
132,2.047,255,255,255
133,5.589,255,255,255
134,2.755,255,255,255
135,3.149,255,255,255
