 ,Area,Mean,Min,Max
1,31.645,255,255,255
2,1.968,255,255,255
3,1.181,255,255,255
4,2.125,255,255,255
5,21.726,255,255,255
6,17.869,255,255,255
7,24.481,255,255,255
8,31.802,255,255,255
9,19.994,255,255,255
10,3.385,255,255,255
11,20.152,255,255,255
12,10.076,255,255,255
13,36.919,255,255,255
14,26.607,255,255,255
15,1.181,255,255,255
16,5.983,255,255,255
17,37.076,255,255,255
18,2.440,255,255,255
19,3.936,255,255,255
20,18.420,255,255,255
21,21.097,255,255,255
22,3.306,255,255,255
23,1.417,255,255,255
24,19.758,255,255,255
25,2.047,255,255,255
26,37.470,255,255,255
27,11.099,255,255,255
28,25.662,255,255,255
29,32.117,255,255,255
30,6.376,255,255,255
31,6.376,255,255,255
32,33.534,255,255,255
33,13.618,255,255,255
34,21.097,255,255,255
35,6.770,255,255,255
36,4.723,255,255,255
37,9.367,255,255,255
38,48.648,255,255,255
39,17.869,255,255,255
40,32.668,255,255,255
41,23.143,255,255,255
42,5.432,255,255,255
43,23.222,255,255,255
44,6.061,255,255,255
45,49.120,255,255,255
46,22.199,255,255,255
47,17.790,255,255,255
48,18.656,255,255,255
49,3.149,255,255,255
50,32.747,255,255,255
51,2.991,255,255,255
52,1.889,255,255,255
53,1.653,255,255,255
54,1.259,255,255,255
55,1.181,255,255,255
56,14.169,255,255,255
57,22.907,255,255,255
58,1.574,255,255,255
59,25.977,255,255,255
60,87.062,255,255,255
61,18.184,255,255,255
62,7.557,255,255,255
63,20.073,255,255,255
64,1.181,255,255,255
65,4.802,255,255,255
66,1.653,255,255,255
67,2.283,255,255,255
68,25.111,255,255,255
69,2.047,255,255,255
70,1.811,255,255,255
71,5.746,255,255,255
72,1.102,255,255,255
73,17.003,255,255,255
74,3.306,255,255,255
75,5.353,255,255,255
76,22.199,255,255,255
77,41.563,255,255,255
78,62.896,255,255,255
79,19.129,255,255,255
80,18.341,255,255,255
81,2.440,255,255,255
82,34.242,255,255,255
83,4.723,255,255,255
84,34.872,255,255,255
85,26.922,255,255,255
86,44.948,255,255,255
