 ,Area,Mean,Min,Max
1,46.365,255,255,255
2,28.181,255,255,255
3,21.097,255,255,255
4,7.321,255,255,255
5,2.362,255,255,255
6,26.764,255,255,255
7,32.511,255,255,255
8,39.674,255,255,255
9,38.808,255,255,255
10,25.269,255,255,255
11,38.100,255,255,255
12,33.062,255,255,255
13,6.061,255,255,255
14,8.895,255,255,255
15,34.636,255,255,255
16,11.493,255,255,255
17,2.204,255,255,255
18,8.108,255,255,255
19,108.553,255,255,255
20,127.681,255,255,255
21,28.024,255,255,255
22,3.936,255,255,255
23,57.464,255,255,255
24,13.776,255,255,255
25,15.429,255,255,255
26,5.274,255,255,255
27,19.916,255,255,255
28,41.406,255,255,255
29,5.195,255,255,255
30,13.854,255,255,255
31,4.015,255,255,255
32,26.449,255,255,255
33,6.455,255,255,255
34,65.100,255,255,255
35,26.056,255,255,255
36,32.038,255,255,255
37,35.187,255,255,255
38,3.306,255,255,255
39,19.443,255,255,255
40,46.995,255,255,255
41,66.438,255,255,255
42,15.980,255,255,255
43,39.044,255,255,255
44,39.517,255,255,255
45,30.700,255,255,255
46,15.429,255,255,255
47,14.484,255,255,255
48,11.099,255,255,255
49,22.513,255,255,255
50,23.222,255,255,255
51,19.837,255,255,255
52,9.367,255,255,255
53,21.805,255,255,255
54,22.120,255,255,255
55,2.204,255,255,255
56,8.895,255,255,255
57,14.799,255,255,255
58,55.969,255,255,255
59,1.181,255,255,255
60,2.440,255,255,255
61,47.467,255,255,255
62,2.204,255,255,255
63,1.259,255,255,255
64,43.453,255,255,255
65,3.227,255,255,255
66,50.695,255,255,255
67,49.986,255,255,255
68,54.394,255,255,255
69,31.172,255,255,255
70,7.714,255,255,255
71,39.674,255,255,255
72,41.012,255,255,255
