 ,Area,Mean,Min,Max
1,2.834,255,255,255
2,1.889,255,255,255
3,2.047,255,255,255
4,1.496,255,255,255
5,1.889,255,255,255
6,1.732,255,255,255
7,1.732,255,255,255
8,1.417,255,255,255
9,2.204,255,255,255
10,1.102,255,255,255
11,1.653,255,255,255
12,1.732,255,255,255
13,1.417,255,255,255
14,1.181,255,255,255
15,1.181,255,255,255
16,2.125,255,255,255
17,1.889,255,255,255
18,1.102,255,255,255
19,3.542,255,255,255
20,1.811,255,255,255
21,2.913,255,255,255
22,3.778,255,255,255
23,1.732,255,255,255
24,1.811,255,255,255
25,4.959,255,255,255
26,3.149,255,255,255
27,1.732,255,255,255
28,1.181,255,255,255
29,6.927,255,255,255
30,2.125,255,255,255
