 ,Area,Mean,Min,Max
1,7.321,255,255,255
2,42.036,255,255,255
3,26.449,255,255,255
4,21.018,255,255,255
5,34.321,255,255,255
6,14.169,255,255,255
7,8.659,255,255,255
8,2.204,255,255,255
9,13.618,255,255,255
10,7.321,255,255,255
11,55.890,255,255,255
12,51.875,255,255,255
13,21.569,255,255,255
14,20.860,255,255,255
15,115.873,255,255,255
16,17.318,255,255,255
17,9.131,255,255,255
18,43.295,255,255,255
19,13.461,255,255,255
20,9.525,255,255,255
21,8.265,255,255,255
22,21.648,255,255,255
23,14.563,255,255,255
24,10.706,255,255,255
25,41.878,255,255,255
26,3.700,255,255,255
27,12.359,255,255,255
28,6.534,255,255,255
29,38.966,255,255,255
30,4.408,255,255,255
