 ,Area,Mean,Min,Max
1,3.542,255,255,255
2,2.440,255,255,255
3,1.574,255,255,255
4,1.417,255,255,255
5,4.723,255,255,255
6,7.006,255,255,255
7,2.598,255,255,255
8,1.496,255,255,255
9,1.811,255,255,255
10,1.417,255,255,255
11,5.353,255,255,255
12,2.204,255,255,255
13,7.951,255,255,255
14,2.440,255,255,255
15,2.283,255,255,255
16,4.015,255,255,255
17,3.149,255,255,255
18,5.746,255,255,255
19,1.732,255,255,255
20,1.811,255,255,255
21,5.274,255,255,255
22,2.519,255,255,255
23,8.816,255,255,255
24,6.140,255,255,255
25,5.983,255,255,255
26,13.461,255,255,255
27,4.408,255,255,255
28,7.951,255,255,255
29,2.125,255,255,255
30,2.598,255,255,255
31,4.330,255,255,255
32,2.519,255,255,255
33,3.385,255,255,255
34,11.808,255,255,255
35,4.093,255,255,255
36,19.758,255,255,255
37,2.047,255,255,255
38,1.496,255,255,255
39,63.211,255,255,255
40,5.589,255,255,255
41,1.889,255,255,255
42,1.259,255,255,255
43,2.834,255,255,255
44,7.006,255,255,255
45,1.811,255,255,255
46,1.574,255,255,255
47,4.881,255,255,255
48,17.397,255,255,255
49,15.508,255,255,255
50,4.881,255,255,255
51,4.487,255,255,255
52,1.574,255,255,255
53,2.755,255,255,255
54,11.021,255,255,255
55,4.330,255,255,255
56,2.598,255,255,255
57,2.125,255,255,255
58,6.848,255,255,255
59,4.802,255,255,255
60,8.108,255,255,255
61,3.385,255,255,255
62,14.878,255,255,255
63,8.895,255,255,255
64,4.881,255,255,255
65,9.367,255,255,255
66,4.330,255,255,255
67,1.259,255,255,255
68,4.881,255,255,255
69,1.574,255,255,255
70,1.732,255,255,255
71,1.181,255,255,255
72,3.936,255,255,255
73,1.102,255,255,255
74,3.778,255,255,255
75,4.644,255,255,255
76,4.408,255,255,255
77,5.825,255,255,255
78,2.991,255,255,255
79,5.195,255,255,255
80,3.542,255,255,255
81,3.070,255,255,255
82,9.525,255,255,255
83,1.574,255,255,255
84,9.210,255,255,255
85,2.204,255,255,255
86,2.440,255,255,255
87,7.242,255,255,255
88,8.502,255,255,255
89,2.834,255,255,255
90,3.070,255,255,255
91,1.574,255,255,255
92,2.204,255,255,255
93,3.621,255,255,255
94,3.227,255,255,255
95,9.840,255,255,255
96,3.070,255,255,255
97,3.857,255,255,255
98,3.778,255,255,255
99,2.676,255,255,255
100,6.376,255,255,255
101,5.510,255,255,255
102,1.417,255,255,255
103,1.811,255,255,255
104,14.720,255,255,255
105,8.265,255,255,255
106,1.653,255,255,255
107,3.227,255,255,255
108,7.085,255,255,255
109,19.916,255,255,255
110,4.408,255,255,255
111,1.181,255,255,255
112,9.053,255,255,255
113,5.904,255,255,255
114,4.251,255,255,255
115,3.778,255,255,255
116,4.172,255,255,255
117,4.251,255,255,255
118,14.878,255,255,255
119,1.574,255,255,255
120,7.085,255,255,255
121,1.496,255,255,255
122,5.195,255,255,255
123,12.595,255,255,255
124,8.816,255,255,255
125,4.408,255,255,255
126,4.251,255,255,255
127,16.767,255,255,255
128,2.440,255,255,255
129,7.714,255,255,255
130,4.408,255,255,255
131,1.968,255,255,255
132,2.913,255,255,255
133,1.102,255,255,255
