 ,Area,Mean,Min,Max
1,9.997,255,255,255
2,1.259,255,255,255
3,32.353,255,255,255
4,22.277,255,255,255
5,17.948,255,255,255
6,1.732,255,255,255
7,59.590,255,255,255
8,1.968,255,255,255
9,17.869,255,255,255
10,1.417,255,255,255
11,6.219,255,255,255
12,4.251,255,255,255
13,22.671,255,255,255
14,11.965,255,255,255
15,1.811,255,255,255
16,16.373,255,255,255
17,1.889,255,255,255
18,12.752,255,255,255
19,2.362,255,255,255
20,49.199,255,255,255
21,22.120,255,255,255
22,3.227,255,255,255
23,6.927,255,255,255
24,3.149,255,255,255
25,2.047,255,255,255
26,1.889,255,255,255
