 ,Area,Mean,Min,Max
1,4.251,255,255,255
2,17.869,255,255,255
3,8.738,255,255,255
4,1.259,255,255,255
5,1.259,255,255,255
6,2.598,255,255,255
7,4.959,255,255,255
8,6.219,255,255,255
9,4.093,255,255,255
10,1.181,255,255,255
11,1.811,255,255,255
12,5.668,255,255,255
13,3.542,255,255,255
14,2.598,255,255,255
15,3.070,255,255,255
16,5.117,255,255,255
17,3.936,255,255,255
18,3.227,255,255,255
19,5.117,255,255,255
20,1.811,255,255,255
21,1.732,255,255,255
22,2.047,255,255,255
23,4.644,255,255,255
24,1.496,255,255,255
25,8.344,255,255,255
26,14.878,255,255,255
27,1.496,255,255,255
28,10.233,255,255,255
29,3.227,255,255,255
30,13.146,255,255,255
31,5.983,255,255,255
32,2.204,255,255,255
33,2.519,255,255,255
34,2.834,255,255,255
