 ,Area,Mean,Min,Max
1,5.038,255,255,255
2,1.811,255,255,255
3,1.811,255,255,255
4,1.496,255,255,255
5,2.598,255,255,255
6,2.047,255,255,255
7,1.968,255,255,255
8,3.227,255,255,255
9,1.259,255,255,255
10,3.857,255,255,255
11,1.259,255,255,255
12,2.125,255,255,255
13,2.283,255,255,255
14,1.496,255,255,255
15,1.732,255,255,255
16,2.283,255,255,255
17,1.889,255,255,255
18,3.700,255,255,255
19,1.181,255,255,255
20,4.408,255,255,255
21,1.653,255,255,255
22,21.962,255,255,255
23,2.598,255,255,255
24,1.338,255,255,255
25,1.811,255,255,255
26,13.461,255,255,255
27,2.519,255,255,255
28,3.385,255,255,255
29,1.181,255,255,255
