 ,Area,Mean,Min,Max
1,4.566,255,255,255
2,2.125,255,255,255
3,2.519,255,255,255
4,12.437,255,255,255
5,5.274,255,255,255
6,2.204,255,255,255
7,3.227,255,255,255
8,4.959,255,255,255
9,3.070,255,255,255
10,6.927,255,255,255
11,21.411,255,255,255
12,4.015,255,255,255
13,2.991,255,255,255
14,6.848,255,255,255
15,17.554,255,255,255
16,2.834,255,255,255
17,3.857,255,255,255
18,1.496,255,255,255
19,3.385,255,255,255
20,2.440,255,255,255
21,3.936,255,255,255
22,2.519,255,255,255
23,1.496,255,255,255
24,1.574,255,255,255
25,5.746,255,255,255
26,9.210,255,255,255
27,2.598,255,255,255
28,5.353,255,255,255
29,2.362,255,255,255
30,7.872,255,255,255
31,2.991,255,255,255
32,14.248,255,255,255
33,2.598,255,255,255
34,1.181,255,255,255
35,1.496,255,255,255
36,2.834,255,255,255
37,5.432,255,255,255
38,7.636,255,255,255
39,4.172,255,255,255
40,3.936,255,255,255
41,5.510,255,255,255
42,1.811,255,255,255
43,1.496,255,255,255
44,1.811,255,255,255
45,1.968,255,255,255
46,16.295,255,255,255
47,1.811,255,255,255
48,1.811,255,255,255
49,9.053,255,255,255
50,2.755,255,255,255
51,2.362,255,255,255
52,7.085,255,255,255
53,4.172,255,255,255
54,2.440,255,255,255
55,1.259,255,255,255
56,9.446,255,255,255
57,10.863,255,255,255
58,2.991,255,255,255
59,3.778,255,255,255
60,7.321,255,255,255
61,1.181,255,255,255
62,1.259,255,255,255
63,11.729,255,255,255
64,4.487,255,255,255
65,2.991,255,255,255
66,2.440,255,255,255
67,1.811,255,255,255
68,2.913,255,255,255
69,8.816,255,255,255
70,3.149,255,255,255
71,3.700,255,255,255
72,1.496,255,255,255
73,2.440,255,255,255
74,3.306,255,255,255
75,3.936,255,255,255
76,8.265,255,255,255
77,5.746,255,255,255
78,11.021,255,255,255
79,1.259,255,255,255
80,4.802,255,255,255
81,13.540,255,255,255
82,15.822,255,255,255
83,5.983,255,255,255
84,2.913,255,255,255
85,4.566,255,255,255
86,2.913,255,255,255
87,3.778,255,255,255
88,2.598,255,255,255
89,1.181,255,255,255
90,1.811,255,255,255
91,3.070,255,255,255
92,1.811,255,255,255
93,1.811,255,255,255
