 ,Area,Mean,Min,Max
1,2.204,255,255,255
2,14.484,255,255,255
3,5.983,255,255,255
4,5.510,255,255,255
5,14.012,255,255,255
6,15.035,255,255,255
7,2.755,255,255,255
8,12.201,255,255,255
9,33.849,255,255,255
10,21.805,255,255,255
11,7.006,255,255,255
12,29.677,255,255,255
13,65.730,255,255,255
14,3.464,255,255,255
15,6.140,255,255,255
16,19.758,255,255,255
17,15.980,255,255,255
18,20.388,255,255,255
19,8.816,255,255,255
20,7.793,255,255,255
21,3.621,255,255,255
22,59.511,255,255,255
23,1.574,255,255,255
24,15.035,255,255,255
