 ,Area,Mean,Min,Max
1,1.181,255,255,255
2,1.259,255,255,255
3,6.455,255,255,255
4,35.423,255,255,255
5,39.674,255,255,255
6,38.021,255,255,255
7,7.636,255,255,255
8,61.400,255,255,255
9,7.557,255,255,255
10,1.417,255,255,255
11,2.519,255,255,255
12,41.485,255,255,255
13,26.134,255,255,255
14,17.948,255,255,255
15,21.254,255,255,255
16,35.738,255,255,255
17,3.621,255,255,255
18,85.095,255,255,255
19,5.589,255,255,255
20,10.863,255,255,255
21,7.006,255,255,255
22,4.172,255,255,255
23,2.283,255,255,255
24,4.959,255,255,255
25,43.138,255,255,255
26,1.102,255,255,255
27,22.435,255,255,255
28,30.779,255,255,255
29,17.003,255,255,255
30,23.143,255,255,255
31,35.030,255,255,255
32,1.417,255,255,255
33,97.375,255,255,255
34,1.338,255,255,255
35,44.948,255,255,255
36,12.437,255,255,255
37,34.715,255,255,255
38,3.306,255,255,255
39,7.321,255,255,255
40,25.505,255,255,255
41,15.035,255,255,255
42,38.493,255,255,255
43,31.015,255,255,255
44,3.149,255,255,255
45,2.283,255,255,255
46,7.557,255,255,255
47,9.367,255,255,255
48,33.849,255,255,255
49,32.117,255,255,255
50,50.144,255,255,255
51,8.816,255,255,255
52,1.102,255,255,255
53,19.916,255,255,255
54,48.648,255,255,255
55,1.653,255,255,255
56,45.027,255,255,255
57,35.345,255,255,255
58,1.496,255,255,255
59,4.566,255,255,255
60,1.811,255,255,255
61,26.449,255,255,255
62,4.566,255,255,255
63,1.732,255,255,255
64,1.417,255,255,255
65,64.313,255,255,255
66,17.397,255,255,255
67,2.047,255,255,255
68,1.732,255,255,255
69,9.682,255,255,255
70,11.414,255,255,255
71,11.335,255,255,255
72,12.359,255,255,255
73,3.857,255,255,255
