 ,Area,Mean,Min,Max
1,2.598,255,255,255
2,6.061,255,255,255
3,2.204,255,255,255
4,7.085,255,255,255
5,1.259,255,255,255
6,3.857,255,255,255
7,6.848,255,255,255
8,1.811,255,255,255
9,4.881,255,255,255
10,5.038,255,255,255
11,10.155,255,255,255
12,1.574,255,255,255
13,2.519,255,255,255
14,8.580,255,255,255
15,2.834,255,255,255
16,3.227,255,255,255
17,2.440,255,255,255
18,4.093,255,255,255
19,1.181,255,255,255
20,2.047,255,255,255
21,3.936,255,255,255
22,1.496,255,255,255
23,1.889,255,255,255
24,14.799,255,255,255
25,4.881,255,255,255
26,3.227,255,255,255
27,2.598,255,255,255
28,3.621,255,255,255
29,1.811,255,255,255
30,31.015,255,255,255
31,5.038,255,255,255
32,3.464,255,255,255
33,3.227,255,255,255
34,6.455,255,255,255
35,3.542,255,255,255
36,3.700,255,255,255
37,2.283,255,255,255
38,2.755,255,255,255
39,2.676,255,255,255
40,2.440,255,255,255
41,3.149,255,255,255
42,6.140,255,255,255
43,1.417,255,255,255
44,8.974,255,255,255
45,4.487,255,255,255
46,4.251,255,255,255
47,5.432,255,255,255
48,5.353,255,255,255
49,1.811,255,255,255
50,4.172,255,255,255
51,3.149,255,255,255
52,20.231,255,255,255
53,7.714,255,255,255
54,1.496,255,255,255
55,4.172,255,255,255
56,17.712,255,255,255
57,9.289,255,255,255
58,1.653,255,255,255
59,3.778,255,255,255
60,2.676,255,255,255
61,2.676,255,255,255
62,12.910,255,255,255
63,1.811,255,255,255
64,4.251,255,255,255
65,6.612,255,255,255
66,6.061,255,255,255
67,5.825,255,255,255
68,4.723,255,255,255
69,6.455,255,255,255
70,6.770,255,255,255
71,1.732,255,255,255
72,11.257,255,255,255
73,1.181,255,255,255
74,3.227,255,255,255
75,3.857,255,255,255
76,2.991,255,255,255
77,8.029,255,255,255
78,3.070,255,255,255
79,7.557,255,255,255
80,22.435,255,255,255
81,1.496,255,255,255
82,2.362,255,255,255
83,7.557,255,255,255
84,2.519,255,255,255
85,3.700,255,255,255
86,3.306,255,255,255
87,1.496,255,255,255
88,5.510,255,255,255
89,6.927,255,255,255
90,7.478,255,255,255
91,5.038,255,255,255
92,1.811,255,255,255
93,3.700,255,255,255
94,2.991,255,255,255
95,4.487,255,255,255
96,1.259,255,255,255
97,1.259,255,255,255
98,30.779,255,255,255
99,4.644,255,255,255
100,1.889,255,255,255
101,20.624,255,255,255
102,1.968,255,255,255
103,3.306,255,255,255
104,1.496,255,255,255
105,2.362,255,255,255
106,2.204,255,255,255
107,26.134,255,255,255
108,4.644,255,255,255
109,24.639,255,255,255
110,3.857,255,255,255
111,37.470,255,255,255
112,4.093,255,255,255
113,10.076,255,255,255
114,1.102,255,255,255
115,3.700,255,255,255
116,4.881,255,255,255
117,3.070,255,255,255
118,10.548,255,255,255
119,13.618,255,255,255
120,2.125,255,255,255
121,4.330,255,255,255
122,2.519,255,255,255
123,10.076,255,255,255
124,7.714,255,255,255
125,4.330,255,255,255
126,9.210,255,255,255
127,1.811,255,255,255
128,21.648,255,255,255
129,9.682,255,255,255
130,1.259,255,255,255
131,9.053,255,255,255
132,16.452,255,255,255
133,8.659,255,255,255
134,2.283,255,255,255
135,1.181,255,255,255
136,2.125,255,255,255
137,6.061,255,255,255
138,3.936,255,255,255
139,3.385,255,255,255
140,1.811,255,255,255
141,3.385,255,255,255
142,3.227,255,255,255
143,4.251,255,255,255
144,15.114,255,255,255
145,4.093,255,255,255
