 ,Area,Mean,Min,Max
1,13.618,255,255,255
2,12.359,255,255,255
3,10.942,255,255,255
4,4.644,255,255,255
5,53.843,255,255,255
6,35.502,255,255,255
7,54.001,255,255,255
8,20.545,255,255,255
9,14.169,255,255,255
10,7.872,255,255,255
11,1.417,255,255,255
12,7.163,255,255,255
13,16.531,255,255,255
14,27.945,255,255,255
15,3.857,255,255,255
16,16.216,255,255,255
17,27.630,255,255,255
18,17.633,255,255,255
19,27.394,255,255,255
20,2.598,255,255,255
21,45.420,255,255,255
22,37.549,255,255,255
23,54.237,255,255,255
24,23.773,255,255,255
25,9.289,255,255,255
26,45.814,255,255,255
27,3.149,255,255,255
28,38.572,255,255,255
29,1.181,255,255,255
30,12.280,255,255,255
31,17.790,255,255,255
32,37.942,255,255,255
33,21.569,255,255,255
34,61.322,255,255,255
35,1.417,255,255,255
36,25.190,255,255,255
37,9.210,255,255,255
38,44.791,255,255,255
39,4.802,255,255,255
40,10.627,255,255,255
41,15.665,255,255,255
42,9.053,255,255,255
43,24.796,255,255,255
44,2.125,255,255,255
45,98.083,255,255,255
46,16.137,255,255,255
47,20.939,255,255,255
48,38.100,255,255,255
49,3.149,255,255,255
50,2.598,255,255,255
51,9.446,255,255,255
52,5.274,255,255,255
53,4.959,255,255,255
54,10.470,255,255,255
