 ,Area,Mean,Min,Max
1,1.653,255,255,255
2,23.694,255,255,255
3,44.476,255,255,255
4,29.362,255,255,255
5,25.426,255,255,255
6,36.761,255,255,255
7,44.712,255,255,255
8,11.965,255,255,255
9,18.026,255,255,255
10,24.245,255,255,255
11,1.889,255,255,255
12,44.791,255,255,255
13,16.846,255,255,255
14,33.613,255,255,255
15,34.479,255,255,255
16,28.260,255,255,255
17,7.006,255,255,255
18,25.505,255,255,255
19,2.519,255,255,255
20,53.922,255,255,255
21,32.589,255,255,255
22,7.478,255,255,255
23,1.496,255,255,255
24,22.277,255,255,255
25,51.324,255,255,255
26,51.246,255,255,255
27,15.665,255,255,255
28,22.041,255,255,255
29,1.811,255,255,255
30,21.726,255,255,255
31,24.167,255,255,255
32,85.724,255,255,255
33,36.604,255,255,255
34,39.280,255,255,255
35,3.227,255,255,255
36,33.770,255,255,255
37,59.432,255,255,255
38,10.863,255,255,255
39,50.616,255,255,255
40,6.848,255,255,255
41,26.607,255,255,255
42,44.633,255,255,255
43,71.791,255,255,255
44,1.889,255,255,255
45,2.755,255,255,255
46,42.429,255,255,255
47,30.936,255,255,255
48,41.563,255,255,255
49,2.991,255,255,255
50,60.771,255,255,255
51,38.021,255,255,255
52,19.365,255,255,255
53,38.021,255,255,255
54,53.135,255,255,255
55,1.732,255,255,255
56,6.455,255,255,255
57,35.502,255,255,255
58,56.284,255,255,255
59,27.709,255,255,255
