 ,Area,Mean,Min,Max
1,30.307,255,255,255
2,1.653,255,255,255
3,17.554,255,255,255
4,26.922,255,255,255
5,23.694,255,255,255
6,9.053,255,255,255
7,25.583,255,255,255
8,25.977,255,255,255
9,10.470,255,255,255
10,5.983,255,255,255
11,12.437,255,255,255
12,19.207,255,255,255
13,56.205,255,255,255
14,1.732,255,255,255
15,9.210,255,255,255
16,7.714,255,255,255
17,8.738,255,255,255
18,5.274,255,255,255
19,102.885,255,255,255
20,54.237,255,255,255
21,31.960,255,255,255
22,4.330,255,255,255
23,1.259,255,255,255
24,25.505,255,255,255
25,1.181,255,255,255
26,1.732,255,255,255
27,17.161,255,255,255
28,1.181,255,255,255
29,7.321,255,255,255
30,17.869,255,255,255
31,44.476,255,255,255
32,1.417,255,255,255
33,18.499,255,255,255
34,42.823,255,255,255
35,9.446,255,255,255
36,19.994,255,255,255
37,9.604,255,255,255
38,16.059,255,255,255
39,27.315,255,255,255
40,2.125,255,255,255
41,7.085,255,255,255
42,46.995,255,255,255
43,15.980,255,255,255
44,8.502,255,255,255
