 ,Area,Mean,Min,Max
1,7.242,255,255,255
2,2.598,255,255,255
3,5.353,255,255,255
4,4.015,255,255,255
5,1.889,255,255,255
6,10.076,255,255,255
7,1.259,255,255,255
8,1.259,255,255,255
9,3.778,255,255,255
10,4.487,255,255,255
11,1.417,255,255,255
12,1.496,255,255,255
13,3.306,255,255,255
14,1.181,255,255,255
15,2.598,255,255,255
16,1.574,255,255,255
17,5.746,255,255,255
18,1.496,255,255,255
19,2.913,255,255,255
20,3.778,255,255,255
21,1.811,255,255,255
22,3.936,255,255,255
23,3.936,255,255,255
24,8.029,255,255,255
25,4.172,255,255,255
26,5.746,255,255,255
27,1.259,255,255,255
28,3.149,255,255,255
29,2.125,255,255,255
30,4.172,255,255,255
31,5.983,255,255,255
32,3.306,255,255,255
33,4.015,255,255,255
34,2.440,255,255,255
35,2.283,255,255,255
36,5.038,255,255,255
37,2.204,255,255,255
38,1.417,255,255,255
39,2.519,255,255,255
40,1.574,255,255,255
41,2.913,255,255,255
42,2.519,255,255,255
43,4.093,255,255,255
44,8.895,255,255,255
45,1.811,255,255,255
46,68.091,255,255,255
47,1.811,255,255,255
48,3.464,255,255,255
49,1.496,255,255,255
50,4.251,255,255,255
51,4.172,255,255,255
52,1.811,255,255,255
53,1.811,255,255,255
54,1.259,255,255,255
55,3.385,255,255,255
56,7.636,255,255,255
57,2.519,255,255,255
58,1.811,255,255,255
59,3.306,255,255,255
60,1.968,255,255,255
61,5.510,255,255,255
62,2.519,255,255,255
63,3.857,255,255,255
64,1.574,255,255,255
65,12.280,255,255,255
66,5.195,255,255,255
67,2.755,255,255,255
68,12.437,255,255,255
69,12.044,255,255,255
70,3.306,255,255,255
71,10.391,255,255,255
72,2.125,255,255,255
73,2.125,255,255,255
74,9.053,255,255,255
75,1.496,255,255,255
76,3.464,255,255,255
77,2.440,255,255,255
78,4.723,255,255,255
79,4.881,255,255,255
80,2.834,255,255,255
81,2.519,255,255,255
82,4.408,255,255,255
83,4.881,255,255,255
84,1.181,255,255,255
85,2.598,255,255,255
86,1.574,255,255,255
87,3.464,255,255,255
88,2.204,255,255,255
89,6.219,255,255,255
90,3.070,255,255,255
91,3.857,255,255,255
92,3.464,255,255,255
93,4.172,255,255,255
94,1.259,255,255,255
95,4.723,255,255,255
96,4.330,255,255,255
97,4.723,255,255,255
98,13.697,255,255,255
99,4.723,255,255,255
100,3.621,255,255,255
101,1.889,255,255,255
102,16.688,255,255,255
103,3.857,255,255,255
104,1.889,255,255,255
105,1.259,255,255,255
106,6.770,255,255,255
107,2.125,255,255,255
108,5.746,255,255,255
109,1.181,255,255,255
110,3.464,255,255,255
111,17.475,255,255,255
112,9.053,255,255,255
113,13.067,255,255,255
114,2.913,255,255,255
115,1.259,255,255,255
116,9.210,255,255,255
117,5.589,255,255,255
118,4.566,255,255,255
119,1.653,255,255,255
120,5.983,255,255,255
121,8.502,255,255,255
122,4.093,255,255,255
123,1.811,255,255,255
124,4.723,255,255,255
125,7.321,255,255,255
126,3.306,255,255,255
127,2.362,255,255,255
128,2.913,255,255,255
129,14.169,255,255,255
130,1.259,255,255,255
131,3.070,255,255,255
132,1.889,255,255,255
133,6.534,255,255,255
134,1.417,255,255,255
135,10.233,255,255,255
136,5.274,255,255,255
137,3.149,255,255,255
138,1.811,255,255,255
139,2.047,255,255,255
140,6.297,255,255,255
141,1.889,255,255,255
142,2.991,255,255,255
143,3.778,255,255,255
144,15.508,255,255,255
145,2.047,255,255,255
146,2.440,255,255,255
147,4.644,255,255,255
148,5.117,255,255,255
149,5.353,255,255,255
150,9.053,255,255,255
151,1.732,255,255,255
