 ,Area,Mean,Min,Max
1,6.219,255,255,255
2,2.834,255,255,255
3,4.330,255,255,255
4,2.440,255,255,255
5,5.353,255,255,255
6,1.889,255,255,255
7,11.099,255,255,255
8,1.732,255,255,255
9,1.968,255,255,255
10,3.857,255,255,255
11,5.510,255,255,255
12,2.834,255,255,255
13,4.487,255,255,255
14,1.259,255,255,255
15,6.140,255,255,255
16,3.464,255,255,255
17,1.259,255,255,255
18,1.732,255,255,255
19,3.070,255,255,255
20,1.496,255,255,255
21,1.889,255,255,255
22,1.417,255,255,255
23,9.053,255,255,255
24,2.204,255,255,255
25,1.417,255,255,255
26,1.181,255,255,255
27,8.580,255,255,255
28,3.542,255,255,255
29,6.927,255,255,255
30,7.163,255,255,255
31,2.047,255,255,255
32,4.093,255,255,255
33,2.834,255,255,255
34,1.259,255,255,255
35,2.991,255,255,255
36,2.834,255,255,255
37,5.825,255,255,255
38,2.519,255,255,255
39,2.755,255,255,255
40,2.362,255,255,255
41,9.446,255,255,255
42,1.496,255,255,255
43,2.598,255,255,255
44,2.283,255,255,255
45,5.274,255,255,255
46,4.408,255,255,255
47,3.621,255,255,255
48,1.496,255,255,255
49,5.589,255,255,255
50,2.598,255,255,255
51,1.968,255,255,255
52,23.773,255,255,255
53,3.936,255,255,255
54,9.682,255,255,255
55,3.700,255,255,255
56,3.857,255,255,255
57,2.598,255,255,255
58,1.181,255,255,255
59,5.668,255,255,255
60,8.659,255,255,255
61,1.181,255,255,255
62,2.440,255,255,255
63,2.834,255,255,255
64,2.598,255,255,255
65,4.487,255,255,255
66,1.811,255,255,255
67,2.519,255,255,255
68,2.991,255,255,255
69,2.125,255,255,255
70,4.566,255,255,255
71,4.330,255,255,255
72,3.778,255,255,255
73,2.598,255,255,255
74,4.408,255,255,255
75,1.574,255,255,255
76,2.598,255,255,255
77,1.259,255,255,255
78,19.916,255,255,255
79,1.259,255,255,255
80,2.204,255,255,255
81,2.755,255,255,255
82,3.857,255,255,255
83,1.574,255,255,255
84,23.301,255,255,255
85,7.872,255,255,255
86,1.496,255,255,255
87,1.417,255,255,255
88,2.283,255,255,255
89,4.408,255,255,255
90,4.251,255,255,255
91,1.811,255,255,255
92,3.464,255,255,255
93,1.496,255,255,255
94,1.889,255,255,255
95,3.149,255,255,255
96,6.376,255,255,255
97,3.936,255,255,255
98,24.560,255,255,255
99,2.047,255,255,255
100,3.306,255,255,255
101,2.913,255,255,255
102,2.047,255,255,255
103,6.061,255,255,255
104,3.778,255,255,255
105,2.283,255,255,255
106,2.991,255,255,255
107,1.574,255,255,255
108,4.172,255,255,255
109,10.706,255,255,255
110,14.642,255,255,255
111,57.150,255,255,255
112,1.496,255,255,255
113,2.204,255,255,255
114,1.811,255,255,255
115,1.811,255,255,255
116,2.204,255,255,255
117,2.834,255,255,255
118,1.732,255,255,255
119,8.423,255,255,255
120,3.070,255,255,255
121,4.172,255,255,255
122,1.653,255,255,255
123,1.574,255,255,255
124,2.283,255,255,255
125,3.700,255,255,255
126,1.811,255,255,255
127,2.913,255,255,255
128,2.204,255,255,255
