 ,Area,Mean,Min,Max
1,1.181,255,255,255
2,1.181,255,255,255
3,2.362,255,255,255
4,1.181,255,255,255
5,2.519,255,255,255
6,12.516,255,255,255
7,3.621,255,255,255
8,44.082,255,255,255
9,26.764,255,255,255
10,11.808,255,255,255
11,13.146,255,255,255
12,20.388,255,255,255
13,4.723,255,255,255
14,6.455,255,255,255
15,2.204,255,255,255
16,9.840,255,255,255
17,16.846,255,255,255
18,62.187,255,255,255
19,5.983,255,255,255
20,4.015,255,255,255
21,24.009,255,255,255
22,2.362,255,255,255
23,6.927,255,255,255
24,2.125,255,255,255
25,9.761,255,255,255
26,16.767,255,255,255
27,5.432,255,255,255
28,8.738,255,255,255
