Slice,Count,Total Area,Average Size,%Area,Mean
D2-SMPL-DAPI-BP1-10X-2_Box1,5,209.548,41.910,0.339,255
D2-SMPL-DAPI-BP1-10X-2_Box2,3,111.544,37.181,0.177,255
D2-SMPL-DAPI-BP1-10X-2_Box3,5,132.089,26.418,0.206,255
D2-SMPL-DAPI-BP1-10X-2_Box4,3,85.803,28.601,0.135,255
D2-SMPL-DAPI-BP1-10X-2_Box5,6,130.987,21.831,0.213,255
D2-SMPL-DAPI-BP1-10X-2_Box6,7,209.155,29.879,0.344,255
