 ,Area,Mean,Min,Max
1,2.204,255,255,255
2,19.522,255,255,255
3,19.286,255,255,255
4,11.965,255,255,255
5,21.805,255,255,255
6,2.519,255,255,255
7,7.557,255,255,255
8,16.688,255,255,255
9,2.755,255,255,255
10,1.102,255,255,255
11,2.204,255,255,255
12,5.746,255,255,255
13,19.286,255,255,255
14,4.802,255,255,255
15,2.440,255,255,255
16,14.169,255,255,255
17,8.816,255,255,255
18,39.831,255,255,255
19,1.574,255,255,255
20,29.126,255,255,255
21,92.888,255,255,255
22,4.015,255,255,255
23,20.073,255,255,255
24,12.201,255,255,255
25,18.026,255,255,255
26,5.117,255,255,255
27,2.440,255,255,255
28,6.770,255,255,255
29,68.328,255,255,255
30,1.417,255,255,255
31,3.778,255,255,255
32,21.569,255,255,255
33,11.572,255,255,255
34,4.566,255,255,255
35,3.306,255,255,255
36,34.006,255,255,255
37,4.015,255,255,255
38,14.248,255,255,255
39,7.951,255,255,255
40,2.913,255,255,255
41,40.225,255,255,255
42,1.732,255,255,255
43,4.644,255,255,255
44,40.697,255,255,255
45,9.053,255,255,255
46,4.330,255,255,255
47,57.071,255,255,255
48,6.612,255,255,255
49,37.234,255,255,255
50,22.435,255,255,255
51,9.604,255,255,255
52,4.487,255,255,255
53,13.618,255,255,255
54,1.417,255,255,255
55,61.951,255,255,255
56,11.965,255,255,255
57,1.181,255,255,255
58,23.379,255,255,255
59,6.770,255,255,255
60,39.753,255,255,255
61,18.656,255,255,255
62,2.834,255,255,255
63,5.353,255,255,255
64,29.362,255,255,255
65,2.755,255,255,255
66,3.621,255,255,255
67,3.778,255,255,255
68,56.913,255,255,255
69,28.653,255,255,255
70,7.714,255,255,255
71,21.726,255,255,255
72,7.636,255,255,255
73,21.018,255,255,255
74,29.598,255,255,255
75,9.446,255,255,255
76,13.146,255,255,255
77,11.729,255,255,255
78,1.811,255,255,255
79,2.283,255,255,255
80,13.461,255,255,255
81,19.522,255,255,255
