 ,Area,Mean,Min,Max
1,19.286,255,255,255
2,27.394,255,255,255
3,195.615,255,255,255
4,18.892,255,255,255
5,12.674,255,255,255
6,3.542,255,255,255
7,19.286,255,255,255
8,6.848,255,255,255
9,23.458,255,255,255
10,21.175,255,255,255
11,95.800,255,255,255
12,34.951,255,255,255
13,19.365,255,255,255
14,8.344,255,255,255
15,61.322,255,255,255
16,5.668,255,255,255
17,64.549,255,255,255
18,28.890,255,255,255
19,21.569,255,255,255
20,7.951,255,255,255
21,12.516,255,255,255
22,4.881,255,255,255
23,5.195,255,255,255
24,23.773,255,255,255
25,2.991,255,255,255
26,35.423,255,255,255
27,6.534,255,255,255
28,38.808,255,255,255
29,91.156,255,255,255
30,24.954,255,255,255
31,12.910,255,255,255
