 ,Area,Mean,Min,Max
1,2.362,255,255,255
2,2.913,255,255,255
3,29.913,255,255,255
4,3.149,255,255,255
5,1.181,255,255,255
6,5.117,255,255,255
7,2.047,255,255,255
8,1.811,255,255,255
9,1.968,255,255,255
10,2.440,255,255,255
11,1.653,255,255,255
12,1.811,255,255,255
13,1.181,255,255,255
14,2.125,255,255,255
15,2.834,255,255,255
16,1.653,255,255,255
17,1.653,255,255,255
18,2.598,255,255,255
19,8.187,255,255,255
20,35.502,255,255,255
21,5.825,255,255,255
22,71.319,255,255,255
23,5.117,255,255,255
24,27.551,255,255,255
25,16.767,255,255,255
