RetTime,Area,Amt/Area,Amount,Filename,ImageName
1.437,5628.62451,1.42279E-06,0.00800837,N20_20250125_325PM_SALNWO3-20250121-1100AM-SMPL,IMG_20250125_172131
1.436,3891.45166,1.42279E-06,0.00553678, N20_20250125_325PM_SHLNNO1-20250121-1100AM-SMPL,IMG_20250125_172445
1.436,3651.50635,1.42279E-06,0.00519534,N20_20250125_325PM_SHLNNO2-20250121-1100AM-SMPL,IMG_20250125_172733
1.435,3069.80005,1.42279E-06,0.00436769,N20_20250125_325PM_SHLNNO3-20250121-1100AM-SMPL,IMG_20250125_173025
1.435,3260.6626,1.42279E-06,0.00463925,N20_20250125_325PM_SHNNNO1-20250121-1100AM-SMPL,IMG_20250125_173324
1.434,3337.76709,1.42279E-06,0.00474895,N20_20250125_325PM_SHNNNO2-20250121-1100AM-SMPL,IMG_20250125_173617
1.434,2596.06689,1.42279E-06,0.00369367,N20_20250125_325PM_SHNNNO3-20250121-1100AM-SMPL,IMG_20250125_173908
1.434,1045.81372,1.42279E-06,0.00148798,N20_20250125_325PM_SHLNWO1-20250121-1100AM-SMPL,IMG_20250125_174811
1.434,2210.50684,1.42279E-06,0.0031451,N20_20250125_325PM_SHLNWO2-20250121-1100AM-SMPL,IMG_20250125_174846
1.434,1395.30701,1.42279E-06,0.00198523,N20_20250125_325PM_SHLNWO3-20250121-1100AM-SMPL,IMG_20250125_174900
1.433,3103.29346,1.42279E-06,0.00441535,N2O_20250125_325PM_SSLNNO1-20250121-1100AM-SMPL,IMG_20250125_175229
1.432,4393.47559,1.42279E-06,0.00625101,N2O_20250125_325PM_SSLNNO2-20250121-1100AM-SMPL,IMG_20250125_175535
1.432,6575.67432,1.42279E-06,0.00935583,N20_20250125_325PM_SSLNNO3-20250121-1100AM-SMPL,IMG_20250125_175821
1.431,3255.44946,1.42279E-06,0.00463183,N20_20250125_325PM_SSNNNO1-20250121-1100AM-SMPL,IMG_20250125_180122
1.431,4531.95557,1.42279E-06,0.00644804,N20_20250125_325PM_SSNNNO2-20250121-1100AM-SMPL,IMG_20250125_180417
1.431,4601.88088,1.42279E-06,0.00654639,N20_20250125_325PM_SSNNNO3-20250121-1100AM-SAMPL,IMG_20250125_180708
1.43,4316.60693,1.42279E-06,0.00614164,N2O_20250125_325PM_SSLNWO1-20250121-1100AM-SMPL,IMG_20250125_181543
1.429,4455.90674,1.42279E-06,0.00633984,N2O_20250125_325PM_SSLNWO2-20250121-1100AM-SMPL,IMG_20250125_181607
1.429,5585.74756,1.42279E-06,0.00794737,N20_20250125_325PM_SSLNWO3-20250121-1100AM-SMPL,IMG_20250125_181647
RetTime,Area,Amt/Area,Amount,Filename,ImageName
1.438,67126.9,1.48889E-06,0.0999446,N2O_20250123_1045AM_100N200AR-CALCURVE,20250123_180624584_iOS
1.437,26805.2,1.48889E-06,0.0399101,N2O_20250123_1045AM_40N2060AR-CALCURVE,20250123_181125964_iOS
1.435,15717.2,1.48889E-06,0.0234011,N2O_20250123_1045AM_25N2075AR-CALCURVE,20250123_181509512_iOS
1.434,5508.7085,1.48889E-06,0.00820187,N20_20250123_1045AM_10N2O90AR-CALCURVE,20250123_181820948_iOS
1.434,3929.55737,0.00148889,0.00585068,N20_20250123_1045AM_5N2095AR-CALCURVE,20250123_182120922_iOS
1.443, -, -,,N2O_20250123_1045AM_0N20100AR-CALCURVE,20250123_182437938_iOS
1.443,--,--,,N2O_20250123_1045AM_C1-20250121-1100AM-CTRL,20250123_182805532_iOS
1.443, -, -,,N20_20250123_1045AM_COLNNO1-20250121-1100AM-SMPL,20250123_183358147_iOS
1.443,-,-,,N20_20250123_1045AM_COLNNO2-20250121-1100AM-SMPL,20250123_183649881_iOS
1.443,-,-,,N20_20250123_1045AM_COLNNO3-20250121-1100AM-SMPL,20250123_183952660_iOS
1.443,-,-,,N2O_20250123_1045AM_CONNNO1-20250121-1100AM-SMPL,20250123_184259250_iOS
1.443,-,-,,N20_20250123_1045AM_CONNNO2-20250121-1100AM-SMPL,20250123_184543141_iOS
1.443,-,-,,N20_20250123_1045AM_CONNNO3-20250121-1100AM-SMPL,20250123_184919650_iOS
1.443,,,,N2O_20250123_1045AM_COLNWO1-20250121-1100AM-SMPL,
1.443,-,-,0,N2O_20250123_1045AM_COLNWO2-20250121-1100AM-SMPL,20250123_185451973_iOS
1.424, -, -,,N2O_20250123_1045AM_COLNW03-20250121-1100AM-SMPL,20250123_185732901_iOS
1.424,624540,1.48889E-06,0.929872,N20_20250123_1045AM_S1GWMIX-20250109-1100PM-SMPL,20250123_190149897_iOS
1.443,397935,1.48889E-06,0.592482,N20_20250123_1045AM_S2GWMIX-20250109-1100PM-SMPL,20250123_190628716_iOS
1.443,-,-,0,N2O_20250123_1045AM_SALNNO1-20250121-1100AM-SMPL,20250123_190924479_iOS
1.422,,"""-""",0,N2O_20250123_1045AM_SALNNO2-20250121-1100AM-SMPL,20250123_191203571_iOS
1.443,1241.84717,1.48889E-06,0.00184898,N2O_20250123_1045AM_SALNNO3-20250121-1100AM-SMPL,20250123_191506569_iOS
1.443,--,--,0,N2O_20250123_1045AM_SANNO1-20250121-1100AM-SMPL,20250123_191827204_iOS
1.443,-,-,-,N2O_20250123_1045AM_SANNO2-20250121-1100AM-SMPL,20250123_192108575_iOS
1.443,-,-,,N20_20250123_1045AM_SANNNO3-20250121-1100AM-SMPL,20250123_192359794_iOS
1.443,-,-,,N2_20250123_1045AM_SALNWO1-20250121-1100AM-SMPL,20250123_192649573_iOS
1.42,-,-,0,N2O_20250123_1045AM_SALNWO2-20250121-1100AM-SMPL,20250123_192935772_iOS
1.443,262.44208,1.48889E-06,0.000390748,N2O_20250123_1045AM_SALNWO3-20250121-1100AM-SMPL,20250123_193221825_iOS
1.443,-,-,0,N2O_20250123_1045AM_SHLNNO1-20250121-1100AM-SMPL,20250123_193547609_iOS
1.443,-,-,,N2O_20250123_1045AM_SHLNNO2-20250121-1100AM-SMPL,20250123_193826579_iOS
1.443, , ,,N2O_20250123_1045AM_SHLNNO3-20250121-1100AM-SMPL,20250123_194111504_iOS
1.443,--,--,,N20_20250123_1045AM_SHNNNO1-20250121-1100AM-SMPL,20250123_194402088_iOS
1.443,-,-,,N2O_20250123_1045AM_SHNNNO2-20250121-1100AM-SMPL,20250123_194644806_iOS
1.443,-,-,,N20_20250123_1045AM_SHNNNO3-20250121-1100AM-SMPL,20250123_194929318_iOS
1.443,-,--,0,N2O_20250123_1045AM_SHLNWO1-20250121-1100AM-SMPL,20250123_195216786_iOS
1.443,-,-,-,N2O_20250123_1045AM_SHLNWO2-20250121-1100AM-SMPL,20250123_195457870_iOS
1.443, - , - , - ,N2O_20250123_1045AM_SHLNWO3-20250121-1100AM-SMPL,20250123_195739699_iOS
1.443, --, --, --, N20_20250123_1045AM_SSLNNO1-20250121-1100AM-SMPL,20250123_200047296_iOS
1.418,-,-,0, N20_20250123_1045AM_SSLNNO2-20250121-1100AM-SMPL,20250123_200339625_iOS
1.443,230.38358,1.48889E-06,0.000343016, N20_20250123_1045AM_SSLNNO3-20250121-1100AM-SMPL,20250123_200615987_iOS
,,,, N20_20250123_1045AM_SSNNNO1-20250121-1100AM-SMPL,
,,,, N20_20250123_1045AM_SSNNNO2-20250121-1100AM-SMPL,
1.413, -, -, -, N20_20250123_1045AM_SSNNNO3-20250121-1100AM-SMPL,20250123_201419943_iOS
1.417,161.42232,1.48889E-06,0.00024034,N20_20250123_1045AM_SSLNWO1-20250121-1100AM-SMPL,20250123_201706610_iOS
1.416,253.43155,1.48889E-06,0.000377332,N20_20250123_1045AM_SSLNWO2-20250121-1100AM-SMPL,20250123_201950932_iOS
