#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	74.97986
d__Bacteria	24.342078860914246
d__Archaea	0.6780784502991628
d__Bacteria;p__Pseudomonadota	20.438808669197766
d__Bacteria;p__Bacteroidota	1.8605079754707656
d__Bacteria;p__Patescibacteria	1.6533061483145963
d__Archaea;p__Thermoproteota	0.6737424592051251
d__Bacteria;p__Desulfobacterota_B	0.12883372961003528
d__Bacteria;p__Methylomirabilota	0.0737794029896046
d__Bacteria;p__CSP1-3	0.04289203423259603
d__Bacteria;p__Acidobacteriota	0.042544254219860175
d__Bacteria;p__Nitrospirota	0.0661282427094157
d__Bacteria;p__Omnitrophota	0.0276447579907807
d__Bacteria;p__Planctomycetota	0.006295068431967078
d__Archaea;p__Nanoarchaeota	0.004335991094037737
d__Bacteria;p__Cyanobacteriota	0.0007230821847529752
d__Bacteria;p__Actinomycetota	0.000595479446267156
d__Bacteria;p__Chloroflexota	2.001611584091281e-05
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	17.112673153580243
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria	3.326135515617523
d__Bacteria;p__Bacteroidota;c__Bacteroidia	1.8605079754707656
d__Bacteria;p__Patescibacteria;c__Paceibacteria	1.6051323615144795
d__Archaea;p__Thermoproteota;c__Nitrososphaeria	0.6737424592051251
d__Bacteria;p__Desulfobacterota_B;c__Binatia	0.12883372961003528
d__Bacteria;p__Methylomirabilota;c__Methylomirabilia	0.0737794029896046
d__Bacteria;p__CSP1-3;c__CSP1-3	0.04289203423259603
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	0.041678557209740695
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia	0.03963691339396759
d__Bacteria;p__Patescibacteria;c__Microgenomatia	0.048048686076111194
d__Bacteria;p__Omnitrophota;c__Koll11	0.0276447579907807
d__Bacteria;p__Nitrospirota;c__Nitrospiria	0.014834443852596505
d__Bacteria;p__Nitrospirota;c__9FT-COMBO-42-15	0.011656885462851596
d__Bacteria;p__Planctomycetota;c__Brocadiia	0.006295068431967078
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia	0.004335991094037737
d__Bacteria;p__Acidobacteriota;c__Terriglobia	0.0007456003150740021
d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia	0.0007230821847529752
d__Bacteria;p__Actinomycetota;c__Actinomycetes	0.000595479446267156
d__Bacteria;p__Patescibacteria;c__Gracilibacteria	0.00012510072400570506
d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia	0.00012009669504547684
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia	2.001611584091281e-05
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales	17.0332867361407
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales	2.9546964539577045
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales	1.8605079754707656
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Sungbacterales	1.538413643387757
d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales	0.6737424592051251
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales	0.2652535671237765
d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968	0.12883372961003528
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales	0.06594309363788725
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA11713	0.05551219527029156
d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales	0.06276303323366221
d__Bacteria;p__CSP1-3;c__CSP1-3;o__CSP1-3	0.04289203423259603
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales	0.041678557209740695
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902	0.03963691339396759
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales	0.03844095047247305
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Daviesbacterales	0.030747255946122185
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales	0.040880414590584294
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales	0.01730143012998901
d__Bacteria;p__Omnitrophota;c__Koll11;o__Gygaellales	0.019860990943145734
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__	0.014811925722275477
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales	0.014096349580962845
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales	0.012767779892022256
d__Bacteria;p__Nitrospirota;c__9FT-COMBO-42-15;o__HDB-SIOI813	0.011656885462851596
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales	0.009870447124050127
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973	0.009012256157370993
d__Bacteria;p__Omnitrophota;c__Koll11;o__Pluralincolimonadales	0.007783767047634968
d__Bacteria;p__Planctomycetota;c__Brocadiia;o__Brocadiales	0.006295068431967078
d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales	0.011016369755942387
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17	0.004335991094037737
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales	0.002346889582347027
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257	0.0021942666990600666
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales	0.000818158734997311
d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales	0.0007456003150740021
d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__2-02-FULL-35-15	0.0007230821847529752
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales	0.000595479446267156
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales	0.00040782836025859845
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369	0.00012510072400570506
