#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19028-C10-GOWN114_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19028-C10-GOWN114_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWC19028-C10-GOWN114.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWC19028-C10-GOWN114_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#116044966 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 102555286
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	11.62453	-	13489680
k__Bacteria	2	88.37501207291733	24.071872158516335	102537669
k__Archaea	2157	0.0004595524524519228	0.0001241677303523151	17617
k__Bacteria|p__Pseudomonadota	2|1224	84.70661694612552	23.0726622080223	99439561
k__Bacteria|p__Campylobacterota	2|29547	2.149538921249544	0.5854975827324642	1420475
k__Bacteria|p__Bacteroidota	2|976	0.9098254803831819	0.2478209446061318	1035992
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.5954739278117415	0.1621980341734423	596498
k__Bacteria|p__Firmicutes	2|1239	0.008731496596586534	0.002379176339464712	16177
k__Bacteria|p__Chloroflexota	2|200795	0.0019972856587333566	0.0005437387567515602	7125
k__Bacteria|p__Gemmatimonadota	2|142182	0.0014140075460059164	0.00038445285822000903	7474
k__Bacteria|p__Nitrospirota	2|40117	0.0007865416974657909	0.00021365988497329882	7001
k__Bacteria|p__Myxococcota	2|2818505	0.0006363033957026624	0.00017236114258516744	7366
k__Archaea|p__Thermoplasmatota	2157|2283796	0.00032698924501386816	8.918343317148108e-05	4482
k__Archaea|p__Methanobacteriota	2157|28890	0.00013256320743805465	3.4984297180834014e-05	13135
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	58.23663429866815	15.86268361461339	75808088
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	24.55896028657753	6.689448349850554	21754425
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria	2|29547|3031852	2.149538921249544	0.5854975827324642	1420475
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	1.9107307218234695	0.5204502846407942	1871527
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.5614935589717869	0.15294177381884438	555408
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia	2|200940|3031451	0.3973626330691501	0.10823462359836722	348554
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	0.33470442368676295	0.09116861244149493	458733
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB26517	2|200940|	0.18545592720583848	0.050514798261471226	218063
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.009111511124575623	0.002480999560498055	14964
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB8790	2|200940|	0.008970110369975031	0.0024428427682555245	13485
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	0.0086519586721237	0.002355778062498039	11054
k__Bacteria|p__Bacteroidota|c__CFGB43210	2|976|	0.004515986600056396	0.0012295587852944215	6887
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977	2|200940|	0.003658744525290308	0.000996978443165513	11975
k__Bacteria|p__Chloroflexota|c__Chloroflexota_unclassified	2|200795|	0.0019972856587333566	0.0005437387567515602	7125
k__Bacteria|p__Gemmatimonadota|c__CFGB81127	2|142182|	0.0014140075460059164	0.00038445285822000903	7474
k__Bacteria|p__Nitrospirota|c__Nitrospiria	2|40117|203693	0.0007865416974657909	0.00021365988497329882	7001
k__Bacteria|p__Myxococcota|c__Myxococcia	2|2818505|32015	0.0006363033957026624	0.00017236114258516744	7366
k__Archaea|p__Thermoplasmatota|c__CFGB14502	2157|2283796|	0.00032698924501386816	8.918343317148108e-05	4482
k__Bacteria|p__Pseudomonadota|c__CFGB33292	2|1224|	0.00029163905636372023	7.995891756431694e-05	5521
k__Archaea|p__Methanobacteriota|c__Methanomicrobia	2157|28890|224756	0.00013256320743805465	3.4984297180834014e-05	13135
k__Bacteria|p__Firmicutes|c__CFGB5125	2|1239|	8.837547162536977e-05	2.339827696667309e-05	5123
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia	2|200940|3031651	3.535018865014791e-05	8.791102182806734e-06	4421
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales	2|1224|1236|135618	57.4513121827108	15.648774708079943	74821997
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales	2|1224|28216|32003	20.393974547175617	5.554977410125098	16535274
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	4.099729291153741	1.1166979884168153	5034304
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales	2|29547|3031852|213849	2.149538921249544	0.5854975827324642	1420475
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales	2|1224|28211|204455	1.160007603007441	0.3159668448656696	1217143
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.7458978180652834	0.20316947921702766	619308
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales	2|1224|1236|135614	0.6434352962628297	0.17525995676348533	694033
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0.5614935589717869	0.15294177381884438	555408
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales	2|200940|3031451|3024411	0.3973626330691501	0.10823462359836722	348554
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales	2|976|768503|768507	0.33470442368676295	0.09116861244149493	458733
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB26517|o__OFGB26517	2|200940||	0.18545592720583848	0.050514798261471226	218063
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0.14161285573249252	0.0385720274350606	270059
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales	2|1224|28216|206389	0.06524761070101051	0.01777295130864109	184847
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	0.009111511124575623	0.002480999560498055	14964
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB8790|o__OFGB8790	2|200940||	0.008970110369975031	0.0024428427682555245	13485
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	0.0086519586721237	0.002355778062498039	11054
k__Bacteria|p__Bacteroidota|c__CFGB43210|o__OFGB43210	2|976||	0.004515986600056396	0.0012295587852944215	6887
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	0.004498311505731321	0.0012248619291130866	32528
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977|o__OFGB40977	2|200940||	0.003658744525290308	0.000996978443165513	11975
k__Bacteria|p__Chloroflexota|c__Chloroflexota_unclassified|o__Chloroflexota_unclassified	2|200795||	0.0019972856587333566	0.0005437387567515602	7125
k__Bacteria|p__Gemmatimonadota|c__CFGB81127|o__OFGB81127	2|142182||	0.0014140075460059164	0.00038445285822000903	7474
k__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales	2|40117|203693|189778	0.0007865416974657909	0.00021365988497329882	7001
k__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales	2|2818505|32015|29	0.0006363033957026624	0.00017236114258516744	7366
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Holosporales	2|1224|28211|1921002	0.00032698924501386816	8.909862898393002e-05	2548
k__Archaea|p__Thermoplasmatota|c__CFGB14502|o__OFGB14502	2157|2283796||	0.00032698924501386816	8.918343317148108e-05	4482
k__Bacteria|p__Pseudomonadota|c__CFGB33292|o__OFGB33292	2|1224||	0.00029163905636372023	7.995891756431694e-05	5521
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified	2|1224|1236|	0.0002828015092011833	7.692233490252893e-05	21999
k__Archaea|p__Methanobacteriota|c__Methanomicrobia|o__Methanosarcinales	2157|28890|224756|94695	0.00013256320743805465	3.4984297180834014e-05	13135
k__Bacteria|p__Firmicutes|c__CFGB5125|o__OFGB5125	2|1239||	8.837547162536977e-05	2.339827696667309e-05	5123
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Desulfuromonadales	2|200940|3031651|69541	3.535018865014791e-05	8.791102182806734e-06	4421
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	2|1224|1236|135618|403	57.4513121827108	15.648774708079943	74821997
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae	2|1224|28216|32003|32011	19.72501641470738	5.372763339283377	15072473
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	2|1224|28216|80840|80864	4.099729291153741	1.1166979884168153	5034304
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurimonadaceae	2|29547|3031852|213849|2771471	2.149538921249544	0.5854975827324642	1420475
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae	2|1224|28211|204455|31989	1.160007603007441	0.3159668448656696	1217143
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	2|1224|28211|204457|41297	0.7458978180652834	0.20316947921702766	619308
