#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19024-C8-GOWN980_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19024-C8-GOWN980_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWC19024-C8-GOWN980.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWC19024-C8-GOWN980_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#58460146 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 39808080
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	31.90561	-	18652066
k__Bacteria	2	64.11602323342812	8.423415520003184	38220924
k__Archaea	2157	3.978367088484521	0.5226690569315671	1587156
k__Bacteria|p__Pseudomonadota	2|1224	56.22549042273005	7.386775930729693	33092328
k__Bacteria|p__Bacteroidota	2|976	4.2813394593438066	0.5624723130654624	2607553
k__Archaea|p__Methanobacteriota	2157|28890	3.978367088484521	0.5226690569315671	1587156
k__Bacteria|p__Firmicutes	2|1239	1.3524294956225393	0.1776787511332869	486998
k__Bacteria|p__Myxococcota	2|2818505	1.2508530935793423	0.16433379264188347	1401901
k__Bacteria|p__Chloroflexota	2|200795	0.4019203294360572	0.05280322159377167	195204
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.3538252615516903	0.04648453724376992	253340
k__Bacteria|p__Actinomycetota	2|201174	0.2320588727780461	0.030487479417758256	129955
k__Bacteria|p__Campylobacterota	2|29547	0.010329919011834148	0.0013575099943825366	29566
k__Bacteria|p__Gemmatimonadota	2|142182	0.004521467517375	0.0005938733339688718	8565
k__Bacteria|p__Spirochaetota	2|203691	0.0031391513938401733	0.0004124396818507883	6323
k__Bacteria|p__Ignavibacteriota	2|1134404	0.00012256990257944277	1.5671167353603123e-05	9191
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	56.07260489757929	7.366690047111763	32353295
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	3.9512110456241425	0.5191012082860914	1534334
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	2.0172486472134366	0.26502159743039067	1273861
k__Bacteria|p__Bacteroidota|c__Chitinophagia	2|976|1853228	1.350141524107723	0.1773786910180483	566195
k__Bacteria|p__Myxococcota|c__Myxococcia	2|2818505|32015	1.2508530935793423	0.16433379264188347	1401901
k__Bacteria|p__Firmicutes|c__CFGB8920	2|1239|	1.1702633826333586	0.1537466683998137	359418
k__Bacteria|p__Bacteroidota|c__CFGB24197	2|976|	0.5841272990594311	0.07674099697699202	323029
k__Bacteria|p__Chloroflexota|c__CFGB91799	2|200795|	0.4019203294360572	0.05280322159377167	195204
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.3467162072020826	0.045550824771618745	198264
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	0.21573664741788365	0.02834269745658739	69241
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.20483473552734544	0.026910816128823713	339123
k__Bacteria|p__Bacteroidota|c__CFGB4833	2|976|	0.10103164692062179	0.013273114815973024	70753
k__Bacteria|p__Firmicutes|c__CFGB40289	2|1239|	0.09133500573878144	0.011998995702498096	71153
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	0.0860713093668976	0.011307918410774314	627963
k__Bacteria|p__Firmicutes|c__CFGB89099	2|1239|	0.07115863788639872	0.009348260400998345	19978
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.04988595034983321	0.00655370318444533	99982
k__Archaea|p__Methanobacteriota|c__Methanomicrobia	2157|28890|224756	0.027156042860378763	0.0035678486454756857	52822
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.02311123607525715	0.0030358974142560887	27788
k__Bacteria|p__Pseudomonadota|c__CFGB33292	2|1224|	0.016928265434027485	0.00222426202271087	11088
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	0.01581832687178031	0.0020779073306707156	13185
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.014994384748885165	0.0019701885709027802	52781
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria	2|29547|3031852	0.010329919011834148	0.0013575099943825366	29566
k__Bacteria|p__Gemmatimonadota|c__CFGB81127	2|142182|	0.004521467517375	0.0005938733339688718	8565
k__Bacteria|p__Firmicutes|c__CFGB94245	2|1239|	0.003527289418675075	0.00046323152242565095	15598
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB8790	2|200940|	0.003166389149968938	0.0004158599454488913	30135
k__Bacteria|p__Spirochaetota|c__CFGB72944	2|203691|	0.0031391513938401733	0.0004124396818507883	6323
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB49832	2|200940|	0.002029212831592997	0.0002666590558316346	4780
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia	2|200940|3031451	0.0015865992945005647	0.00020807017010888976	8687
k__Bacteria|p__Actinomycetota|c__Nitriliruptoria	2|201174|908620	0.0013278406112772966	0.00017459339026808476	7933
k__Bacteria|p__Bacteroidota|c__CFGB87139	2|976|	0.0008443704399917168	0.00011119928097854547	6804
k__Bacteria|p__Firmicutes|c__CFGB5517	2|1239|	0.00033366251257737196	4.3687776880376867e-05	7666
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobaccia	2|200940|3031647	0.0003268530735451807	4.312330076176395e-05	11474
k__Bacteria|p__Ignavibacteriota|c__CFGB2452	2|1134404|	0.00012256990257944277	1.5671167353603123e-05	9191
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	55.194875015768865	7.251375949781645	31735285
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	3.9512110456241425	0.5191012082860914	1534334
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales	2|976|768503|768507	2.0172486472134366	0.26502159743039067	1273861
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales	2|976|1853228|1853229	1.350141524107723	0.1773786910180483	566195
k__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales	2|2818505|32015|29	1.2508530935793423	0.16433379264188347	1401901
k__Bacteria|p__Firmicutes|c__CFGB8920|o__OFGB8920	2|1239||	1.1702633826333586	0.1537466683998137	359418
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales	2|1224|28216|32003	0.8708591578269408	0.11441188402193093	582665
k__Bacteria|p__Bacteroidota|c__CFGB24197|o__OFGB24197	2|976||	0.5841272990594311	0.07674099697699202	323029
k__Bacteria|p__Chloroflexota|c__CFGB91799|o__OFGB91799	2|200795||	0.4019203294360572	0.05280322159377167	195204
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales	2|200940|3031449|213115	0.3467162072020826	0.045550824771618745	198264
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Anaerosomatales	2|201174|84998|2997383	0.21573664741788365	0.02834269745658739	69241
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0.20483473552734544	0.026910816128823713	339123
k__Bacteria|p__Bacteroidota|c__CFGB4833|o__OFGB4833	2|976||	0.10103164692062179	0.013273114815973024	70753
k__Bacteria|p__Firmicutes|c__CFGB40289|o__OFGB40289	2|1239||	0.09133500573878144	0.011998995702498096	71153
k__Bacteria|p__Firmicutes|c__CFGB89099|o__OFGB89099	2|1239||	0.07115863788639872	0.009348260400998345	19978
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales	2|1224|28211|204455	0.05269143923109601	0.006922467179453481	455115
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales	2|1224|1236|135614	0.03081271162066547	0.004048020460113563	24978
k__Archaea|p__Methanobacteriota|c__Methanomicrobia|o__Methanomicrobiales	2157|28890|224756|2191	0.027156042860378763	0.0035678486454756857	52822
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.023608325124607112	0.0031016190219298407	28415
k__Bacteria|p__Pseudomonadota|c__CFGB33292|o__OFGB33292	2|1224||	0.016928265434027485	0.00222426202271087	11088
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	0.01581832687178031	0.0020779073306707156	13185
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	0.014211299260183169	0.0018670325793997999	18199
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales	2|201174|1760|85007	0.01389125562567018	0.0018249764188564958	43619
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales	2|29547|3031852|213849	0.010329919011834148	0.0013575099943825366	29566
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales	2|976|200643|1970189	0.008899936815073983	0.001168864834856289	9589
