#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19036-C12-GOWN137_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19036-C12-GOWN137_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWC19036-C12-GOWN137.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWC19036-C12-GOWN137_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#110255852 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 36441067
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	66.94863	-	73814785
k__Bacteria	2	33.05007534137989	7.116212552512995	36433098
k__Archaea	2157	0.0012923084751093304	0.0002785643140764626	7969
k__Bacteria|p__Pseudomonadota	2|1224	26.295939123439364	5.661938918212709	29250113
k__Bacteria|p__Bacteroidota	2|976	4.838112078774014	1.0417236197313033	4137234
k__Bacteria|p__Nitrospirota	2|40117	0.72939080184406	0.1570492221159935	676047
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.2798855915325021	0.060264087717332396	714456
k__Bacteria|p__Acidobacteriota	2|57723	0.27649452121162693	0.059533764075185944	303486
k__Bacteria|p__Myxococcota	2|2818505	0.2348696287933996	0.05057136321213408	566883
k__Bacteria|p__Thermomicrobiota	2|3027942	0.16471149068305238	0.03546474234252603	119297
k__Bacteria|p__Actinomycetota	2|201174	0.06220597905379208	0.013393599517416909	415383
k__Bacteria|p__Campylobacterota	2|29547	0.0591949994608903	0.012745456909105874	42944
k__Bacteria|p__Candidatus_Omnitrophota	2|67812	0.034674189801462876	0.007466200208242857	26603
k__Bacteria|p__Firmicutes	2|1239	0.02435224768441316	0.005243419563111828	51119
k__Bacteria|p__Chloroflexota	2|200795	0.02129169104003659	0.004584440086352012	34938
k__Bacteria|p__Ignavibacteriota	2|1134404	0.01324037788053191	0.002850915128965795	55369
k__Bacteria|p__Candidatus_Roizmanbacteria	2|1752723	0.009614642849342818	0.0020703346296043717	8341
k__Bacteria|p__Bacteria_unclassified	2|	0.004485070590085323	0.0009659746338911811	19462
k__Archaea|p__Methanobacteriota	2157|28890	0.0012923084751093304	0.0002785643140764626	7969
k__Bacteria|p__Planctomycetota	2|203682	0.0011006105427401713	0.00023729620123418463	4341
k__Bacteria|p__Gemmatimonadota	2|142182	0.0005056859250427814	0.00010919822788616756	7082
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	18.22792180272445	3.924765006609916	21950062
k__Bacteria|p__Bacteroidota|c__Chitinophagia	2|976|1853228	4.271125782151047	0.9196417583272257	3355025
k__Bacteria|p__Pseudomonadota|c__CFGB90334	2|1224|	3.930217450526617	0.8462387625684991	2485478
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	3.5188931801241714	0.7576745427644912	4065978
k__Bacteria|p__Nitrospirota|c__Nitrospiria	2|40117|203693	0.5434206714886208	0.1170069367441339	518992
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	0.5098470922298981	0.10977848646400686	626192
k__Bacteria|p__Pseudomonadota|c__CFGB8809	2|1224|	0.3892195157182224	0.08380548793469035	338753
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria	2|57723|1813735	0.27649452121162693	0.059533764075185944	303486
k__Bacteria|p__Myxococcota|c__Myxococcia	2|2818505|32015	0.21772918953018477	0.0468803583059546	510986
k__Bacteria|p__Thermomicrobiota|c__CFGB2607	2|3027942|	0.16471149068305238	0.03546474234252603	119297
k__Bacteria|p__Nitrospirota|c__CFGB5004	2|40117|	0.15352360273357646	0.03305591089260206	110080
k__Bacteria|p__Pseudomonadota|c__CFGB33292	2|1224|	0.10721863665612962	0.023085584075852376	86794
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.09507886931833787	0.020472153385312497	217855
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB2255	2|200940|	0.09045828812088813	0.019476797946336246	165030
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB5129	2|200940|	0.06207707871995765	0.013366488933678061	165657
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria	2|29547|3031852	0.0591949994608903	0.012745456909105874	42944
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB11088	2|200940|	0.048873057343840585	0.010523444321362117	155197
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobaccia	2|200940|3031647	0.04449044599346981	0.009579408381051884	101722
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.03983020315484026	0.008576091450314145	48336
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB1032	2|67812|	0.034674189801462876	0.007466200208242857	26603
k__Bacteria|p__Nitrospirota|c__CFGB6263	2|40117|	0.02816968064797141	0.006065432353984315	30015
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	0.022240265291587426	0.004788872215327881	44888
k__Bacteria|p__Actinomycetota|c__Acidimicrobiia	2|201174|84992	0.020164639403176532	0.004341431224595109	85259
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.020154723992881575	0.0043396007659893595	234163
k__Bacteria|p__Chloroflexota|c__Chloroflexota_unclassified	2|200795|	0.01921937028839068	0.004138099442315522	27767
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified	2|2818505|	0.017143744399979788	0.0036910049061794825	55897
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB12416	2|200940|	0.015035067143919039	0.003237534998094285	13060
k__Bacteria|p__Ignavibacteriota|c__CFGB2452	2|1134404|	0.01324037788053191	0.002850915128965795	55369
k__Bacteria|p__Actinomycetota|c__Thermoleophilia	2|201174|1497346	0.010239313697925079	0.0022049280213829302	56352
k__Bacteria|p__Candidatus_Roizmanbacteria|c__CFGB41011	2|1752723|	0.009614642849342818	0.0020703346296043717	8341
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.008133941578629315	0.0017512053829047127	68917
k__Bacteria|p__Pseudomonadota|c__CFGB36348	2|1224|	0.007023415625594187	0.0015121473792405477	16516
k__Bacteria|p__Pseudomonadota|c__CFGB5371	2|1224|	0.006838327966754999	0.0014725761422962772	16833
k__Bacteria|p__Bacteroidota|c__CFGB6745	2|976|	0.00674247900057042	0.001451509376091205	17243
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia	2|200940|3031451	0.006150859519638016	0.0013242293075010638	22218
k__Bacteria|p__Pseudomonadota|c__CFGB32956	2|1224|	0.0060583156902184205	0.001304209883197739	8234
k__Bacteria|p__Pseudomonadota|c__CFGB41336	2|1224|	0.005896363988734132	0.0012694919821832629	13174
k__Bacteria|p__Actinomycetota|c__CFGB32794	2|201174|	0.005869922894614248	0.0012642076719228835	18231
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.004485070590085323	0.0009659746338911811	19462
k__Bacteria|p__Actinomycetota|c__CFGB11714	2|201174|	0.003989300075337499	0.0008589090127315572	6493
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB10823	2|200940|	0.003612514484129151	0.000778030977154101	26541
k__Bacteria|p__Nitrospirota|c__CFGB75857	2|40117|	0.003367934363520224	0.0007253919761653949	5778
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB34348	2|200940|	0.002792840566412747	0.0006016939527403616	15761
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB8790	2|200940|	0.002383003607554545	0.0005134041944166816	28942
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB26517	2|200940|	0.0021813902648904295	0.0004697393008869295	9220
k__Bacteria|p__Firmicutes|c__CFGB8996	2|1239|	0.0021119823928257343	0.00045454734778394734	6231
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB82396	2|200940|	0.0018277406310369814	0.00039331540411066234	11108
k__Bacteria|p__Bacteroidota|c__CFGB90425	2|976|	0.0018211303575070103	0.000392443141034952	4750
k__Bacteria|p__Actinomycetota|c__CFGB34497	2|201174|	0.0013914625780588954	0.0002995786266260553	4660
k__Bacteria|p__Chloroflexota|c__CFGB12167	2|200795|	0.0013815471677639387	0.00029745701415087437	3437
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	0.0012923084751093304	0.0002785643140764626	7969
k__Bacteria|p__Pseudomonadota|c__CFGB74353	2|1224|	0.0011072208162701423	0.000238096147149913	1543
