#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19047-C18-GOWN139_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19047-C18-GOWN139_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWC19047-C18-GOWN139.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWC19047-C18-GOWN139_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#158581622 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 103580704
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	34.68303	-	55000918
k__Bacteria	2	65.27143346486997	26.25086210276245	103523152
k__Archaea	2157	0.04553245694409658	0.018312707074250895	57552
k__Bacteria|p__Pseudomonadota	2|1224	54.76636213833958	22.025932534398084	82443993
k__Bacteria|p__Bacteroidota	2|976	6.716099450371872	2.701079502372335	11792681
k__Bacteria|p__Nitrospirota	2|40117	1.8423303407906877	0.7409496168899371	2338661
k__Bacteria|p__Myxococcota	2|2818505	1.3054901978792977	0.5250428939520794	5405774
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.4236850311484391	0.17039704151666193	874198
k__Bacteria|p__Acidobacteriota	2|57723	0.10516684683071281	0.04229481202839058	216744
k__Bacteria|p__Campylobacterota	2|29547	0.06457235251030538	0.025970898750268864	159754
k__Archaea|p__Methanobacteriota	2157|28890	0.04553245694409658	0.018312707074250895	57552
k__Bacteria|p__Verrucomicrobiota	2|74201	0.014330542323246006	0.005762869304757977	148318
k__Bacteria|p__Mycoplasmatota	2|544448	0.009144375229053968	0.0036776145953380463	23881
k__Bacteria|p__Actinomycetota	2|201174	0.00729590509346663	0.0029354005196969807	27453
k__Bacteria|p__Chloroflexota	2|200795	0.006054882740952164	0.0024355976281907024	8600
k__Bacteria|p__Planctomycetota	2|203682	0.005375586295365297	0.00216161130271887	29206
k__Bacteria|p__Firmicutes	2|1239	0.002240371931118222	0.0009003866638815819	22002
