#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19026-C9-GOWN218_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19026-C9-GOWN218_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWC19026-C9-GOWN218.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWC19026-C9-GOWN218_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#59127908 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 52483711
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	11.23699	-	6644197
k__Bacteria	2	88.76217581233654	16.355313672547663	52479294
k__Archaea	2157	0.0008343722957355434	0.0001543190933681406	4417
k__Bacteria|p__Pseudomonadota	2|1224	88.31970108286716	16.273783614165634	51931758
k__Bacteria|p__Bacteroidota	2|976	0.2907876213648553	0.053581209546468965	359230
k__Bacteria|p__Actinomycetota	2|201174	0.051970742463102196	0.009575912280684868	97406
k__Bacteria|p__Nitrospirota	2|40117	0.04255298708251271	0.00784080677009724	18915
k__Bacteria|p__Candidatus_Omnitrophota	2|67812	0.019119552393769793	0.0035227238894907586	8545
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.016234754562769245	0.0029917979972352627	25658
k__Bacteria|p__Campylobacterota	2|29547	0.010518416706878924	0.0019378760858833604	6478
k__Bacteria|p__Acidobacteriota	2|57723	0.006701607268939737	0.0012344334803142663	17380
k__Bacteria|p__Caldisericota	2|67814	0.00308007645340674	0.0005670517765355567	1850
k__Archaea|p__Thermoplasmatota	2157|2283796	0.0008343722957355434	0.0001543190933681406	4417
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.000816619693698617	0.00015097331784388686	3173
k__Bacteria|p__Thermomicrobiota	2|3027942	0.0006923514794401317	0.00012727323747747604	8901
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	73.52394581230813	13.547519381989629	39390239
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	13.030809328649848	2.4010559113816905	10956588
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	1.7604989150989412	0.3243898846805712	1581234
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.18010902396563735	0.03318682964728271	179131
k__Bacteria|p__Bacteroidota|c__Cytophagia	2|976|768503	0.10368407219666896	0.019105096073315078	114579
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.04959189379015405	0.009137678363206335	90322
k__Bacteria|p__Nitrospirota|c__CFGB5004	2|40117|	0.04255298708251271	0.00784080677009724	18915
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB25749	2|67812|	0.019119552393769793	0.0035227238894907586	8545
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977	2|200940|	0.014779041195741275	0.0027226629888392607	13729
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria	2|29547|3031852	0.010518416706878924	0.0019378760858833604	6478
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria	2|57723|1813735	0.006701607268939737	0.0012344334803142663	17380
k__Bacteria|p__Caldisericota|c__CFGB86176	2|67814|	0.00308007645340674	0.0005670517765355567	1850
k__Bacteria|p__Bacteroidota|c__CFGB90425	2|976|	0.0027161481116497474	0.000499749725339833	5278
k__Bacteria|p__Pseudomonadota|c__CFGB42689	2|1224|	0.0027072718106312846	0.0004981483425550983	2196
k__Bacteria|p__Actinomycetota|c__CFGB33775	2|201174|	0.002378848672948145	0.0004382339174785342	7084
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.0021746937495234907	0.00039997440939566357	6242
k__Bacteria|p__Bacteroidota|c__Chitinophagia	2|976|1853228	0.0021125596423942484	0.00038955969113568914	54000
k__Bacteria|p__Pseudomonadota|c__CFGB74353	2|1224|	0.0017397549996187925	0.00032028777118893524	1501
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB34348	2|200940|	0.0014645896680464325	0.0002691350083960019	11929
k__Archaea|p__Thermoplasmatota|c__CFGB14502	2157|2283796|	0.0008343722957355434	0.0001543190933681406	4417
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB86280	2|95818|	0.000816619693698617	0.00015097331784388686	3173
k__Bacteria|p__Thermomicrobiota|c__CFGB2607	2|3027942|	0.0006923514794401317	0.00012727323747747604	8901
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales	2|1224|28216|32003	66.6306193176706	12.277354481987247	33485115
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales	2|1224|1236|135618	12.878420992764871	2.37297667963366	10736681
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	6.8933353709385425	1.2701649000023814	5905124
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	1.3887949336497751	0.255898689786256	1194950
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	0.3414535475782435	0.06291626430357934	330476
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0.18010902396563735	0.03318682964728271	179131
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0.13243441119547136	0.024401832329871472	200181
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales	2|976|768503|768507	0.10368407219666896	0.019105096073315078	114579
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales	2|201174|1760|85006	0.04636092021943344	0.008541932440271757	78284
k__Bacteria|p__Nitrospirota|c__CFGB5004|o__OFGB5004	2|40117||	0.04255298708251271	0.00784080677009724	18915
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.023966012749850715	0.004415849561211765	35613
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB25749|o__OFGB25749	2|67812||	0.019119552393769793	0.0035227238894907586	8545
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977|o__OFGB40977	2|200940||	0.014779041195741275	0.0027226629888392607	13729
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales	2|1224|1236|135619	0.011122005176134424	0.0020488720247869756	11326
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales	2|29547|3031852|213849	0.010518416706878924	0.0019378760858833604	6478
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	0.008840795814389374	0.001628527393371848	8400
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales	2|57723|1813735|2910145	0.006701607268939737	0.0012344334803142663	17380
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales	2|1224|28211|204441	0.004402645305157761	0.0008114528391662764	13018
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales	2|201174|1760|85009	0.0032309735707206147	0.0005957459229345777	12038
k__Bacteria|p__Caldisericota|c__CFGB86176|o__OFGB86176	2|67814||	0.00308007645340674	0.0005670517765355567	1850
k__Bacteria|p__Bacteroidota|c__CFGB90425|o__OFGB90425	2|976||	0.0027161481116497474	0.000499749725339833	5278
k__Bacteria|p__Pseudomonadota|c__CFGB42689|o__OFGB42689	2|1224||	0.0027072718106312846	0.0004981483425550983	2196
k__Bacteria|p__Actinomycetota|c__CFGB33775|o__OFGB33775	2|201174||	0.002378848672948145	0.0004382339174785342	7084
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	0.0021746937495234907	0.00039997440939566357	6242
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales	2|976|1853228|1853229	0.0021125596423942484	0.00038955969113568914	54000
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomonadales	2|1224|28211|2800060	0.0018906521169326674	0.0003476281903578362	7177
k__Bacteria|p__Pseudomonadota|c__CFGB74353|o__OFGB74353	2|1224||	0.0017397549996187925	0.00032028777118893524	1501
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB34348|o__OFGB34348	2|200940||	0.0014645896680464325	0.0002691350083960019	11929
k__Archaea|p__Thermoplasmatota|c__CFGB14502|o__OFGB14502	2157|2283796||	0.0008343722957355434	0.0001543190933681406	4417
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB86280|o__OFGB86280	2|95818||	0.000816619693698617	0.00015097331784388686	3173
k__Bacteria|p__Thermomicrobiota|c__CFGB2607|o__OFGB2607	2|3027942||	0.0006923514794401317	0.00012727323747747604	8901
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae	2|1224|28216|32003|32011	66.61907125004558	12.275226603759004	33463480
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	2|1224|1236|135618|403	12.878420992764871	2.37297667963366	10736681
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	2|1224|28216|80840|80864	6.850116661279645	1.2622018993993571	5856865
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae	2|1224|28211|356|2813035	1.3021356068065184	0.2399310988874323	963227
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	2|1224|28211|204458|76892	0.3414535475782435	0.06291626430357934	330476
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	2|976|117743|200644|49546	0.18010902396563735	0.03318682964728271	179131
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	2|1224|1236|72274|135621	0.12879512777790145	0.023731267431904988	194801
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae	2|976|768503|768507|563798	0.07274128684630614	0.01340404666412245	71760
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae	2|201174|1760|85006|85023	0.04636092021943344	0.008541932440271757	78284
k__Bacteria|p__Nitrospirota|c__CFGB5004|o__OFGB5004|f__FGB5004	2|40117|||	0.04255298708251271	0.00784080677009724	18915
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae	2|1224|28211|356|2831100	0.03957054994030907	0.007291204420799421	76903
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cytophagaceae	2|976|768503|768507|89373	0.030942785350362812	0.005701049409192628	42819
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Reyranellaceae	2|1224|28211|356|2844375	0.02527970530058327	0.004657617550216063	92438
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae	2|1224|28216|80840|2975441	0.025182065989380175	0.00464021927594472	29025
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	2|1224|28211|204457|41297	0.023966012749850715	0.004415849561211765	35613
k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB25749|o__OFGB25749|f__FGB25749	2|67812|||	0.019119552393769793	0.0035227238894907586	8545
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	2|1224|28216|80840|119060	0.01803664366951728	0.0033227813270794606	19234
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977|o__OFGB40977|f__FGB40977	2|200940|||	0.014779041195741275	0.0027226629888392607	13729
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae	2|1224|28216|32003|2008793	0.011548067625020659	0.002127878228243149	21635
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	2|1224|1236|135619|28256	0.011122005176134424	0.0020488720247869756	11326
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurimonadaceae	2|29547|3031852|213849|2771471	0.010518416706878924	0.0019378760858833604	6478
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	2|1224|1236|2887326|468	0.008840795814389374	0.001628527393371848	8400
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae	2|1224|28211|356|335928	0.007269690534121383	0.0013388824084678336	10368
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	2|1224|28211|356|82115	0.00709216451375212	0.0013066224866010768	31021
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__Vicinamibacteraceae	2|57723|1813735|2910145|2211325	0.006701607268939737	0.0012344334803142663	17380
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae	2|1224|28211|356|31993	0.006062513595610384	0.0011166541409174467	11030
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae	2|1224|28211|204441|2829815	0.004402645305157761	0.0008114528391662764	13018
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudohongiellaceae	2|1224|1236|72274|3085095	0.0036392834175699236	0.0006705648979664854	5380
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae	2|201174|1760|85009|85015	0.0032309735707206147	0.0005957459229345777	12038
k__Bacteria|p__Caldisericota|c__CFGB86176|o__OFGB86176|f__FGB86176	2|67814|||	0.00308007645340674	0.0005670517765355567	1850
k__Bacteria|p__Bacteroidota|c__CFGB90425|o__OFGB90425|f__FGB90425	2|976|||	0.0027161481116497474	0.000499749725339833	5278
k__Bacteria|p__Pseudomonadota|c__CFGB42689|o__OFGB42689|f__FGB42689	2|1224|||	0.0027072718106312846	0.0004981483425550983	2196
k__Bacteria|p__Actinomycetota|c__CFGB33775|o__OFGB33775|f__FGB33775	2|201174|||	0.002378848672948145	0.0004382339174785342	7084
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Lentimicrobiaceae	2|976|200643|171549|1840213	0.0021746937495234907	0.00039997440939566357	6242
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae	2|976|1853228|1853229|563835	0.0021125596423942484	0.00038955969113568914	54000
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae	2|1224|28211|2800060|69657	0.0018906521169326674	0.0003476281903578362	7177
k__Bacteria|p__Pseudomonadota|c__CFGB74353|o__OFGB74353|f__FGB74353	2|1224|||	0.0017397549996187925	0.00032028777118893524	1501
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB34348|o__OFGB34348|f__FGB34348	2|200940|||	0.0014645896680464325	0.0002691350083960019	11929
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae	2|1224|28211|356|69277	0.0013935792598987267	0.00025660989182186075	9963
k__Archaea|p__Thermoplasmatota|c__CFGB14502|o__OFGB14502|f__FGB14502	2157|2283796|||	0.0008343722957355434	0.0001543190933681406	4417
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB86280|o__OFGB86280|f__FGB86280	2|95818|||	0.000816619693698617	0.00015097331784388686	3173
k__Bacteria|p__Thermomicrobiota|c__CFGB2607|o__OFGB2607|f__FGB2607	2|3027942|||	0.0006923514794401317	0.00012727323747747604	8901
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB15285	2|1224|28216|32003|32011|	61.86982414271886	11.400131192953316	30927056
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__GGB59409	2|1224|1236|135618|403|	12.149676679149042	2.2386985048372496	10059847
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga	2|1224|28216|80840|80864|47420	5.032986945682908	0.9273777198982532	4081305
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB123072	2|1224|28216|32003|32011|	4.7483861061279224	0.8749371080327443	2526108
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB65385	2|1224|28216|80840|80864|	1.397378316734629	0.25748084632523655	1413915
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae|g__Parvibaculum	2|1224|28211|356|2813035|256616	1.3021356068065184	0.2399310988874323	963227
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__GGB124698	2|1224|1236|135618|403|	0.7279188176211139	0.1341255408874402	642042
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB14851	2|1224|28216|80840|80864|	0.357617291732865	0.06589464268078725	259797
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas	2|1224|28211|204458|76892|41275	0.32576912367861893	0.060026697859101696	244713
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB14257	2|976|117743|200644|49546|	0.1795941985065665	0.03309199835868097	165452
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Stutzerimonas	2|1224|1236|72274|135621|2901164	0.08309993013485273	0.015312709481865324	78497
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus	2|976|768503|768507|563798|246875	0.07274128684630614	0.01340404666412245	71760
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax	2|1224|28216|80840|80864|12916	0.0621341071292426	0.011448690495080288	101848
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Ectopseudomonas	2|1224|1236|72274|135621|3236654	0.04568632134203023	0.008418557950039663	116304
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium	2|201174|1760|85006|85023|33882	0.044665546724906954	0.008229953766383183	70903
k__Bacteria|p__Nitrospirota|c__CFGB5004|o__OFGB5004|f__FGB5004|g__GGB14416	2|40117||||	0.04255298708251271	0.00784080677009724	18915
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea	2|1224|28211|356|2831100|85413	0.03957054994030907	0.007291204420799421	76903
