NewName,OldName,OldSeqNumber,SeqDate,GenomeCode,Primer,Year,User,GOWNWell,GOWN Location,Sample ID
ERU_17GOWN_ARCH-BE067-GW456_20181025_S91_Av4,ERU_GW456_BE067_S91_Av4_20181025,S91_Av4,20181025,BE067,ARCH,17GOWN,ERU,GW456,Aet_C003_Airdrie_replicate,
ERU_17GOWN_BACT-BE068-GW456_20180709_S102,ERU_GW456_BE068_S102_20180709,S102,20180709,BE068,BACT,17GOWN,ERU,GW456,Airdrie,
ERU_17GOWN_ARCH-BE068-GW456_20181025_S102_Av6,ERU_GW456_BE068_S102_Av6_20181025,S102_Av6,20181025,BE068,ARCH,17GOWN,ERU,GW456,Airdrie,
ERU_17GOWN_ARCH-BE068-GW456_20181025_S102_Av4,ERU_GW456_BE068_S102_Av4_20181025,S102_Av4,20181025,BE068,ARCH,17GOWN,ERU,GW456,Airdrie,
ERU_17GOWN_BACT-BE069-GW456_20180709_S83,ERU_GW456_BE069_S83_20180709,S83,20180709,BE069,BACT,17GOWN,ERU,GW456,Aet_C002_Airdrie_replicate,
ERU_17GOWN_ARCH-BE069-GW456_20181025_S83_Av6,ERU_GW456_BE069_S83_Av6_20181025,S83_Av6,20181025,BE069,ARCH,17GOWN,ERU,GW456,Aet_C002_Airdrie_replicate,
ERU_17GOWN_ARCH-BE069-GW456_20181025_S83_Av4,ERU_GW456_BE069_S83_Av4_20181025,S83_Av4,20181025,BE069,ARCH,17GOWN,ERU,GW456,Aet_C002_Airdrie_replicate,
ERU_17GOWN_BACT-BE070-GW228_20180709_S31,ERU_GW228_BE070_S31_20180709,S31,20180709,BE070,BACT,17GOWN,ERU,GW228,Kirkpatrick,
ERU_17GOWN_ARCH-BE070-GW228_20181025_S31_Av6,ERU_GW228_BE070_S31_Av6_20181025,S31_Av6,20181025,BE070,ARCH,17GOWN,ERU,GW228,Kirkpatrick,
ERU_17GOWN_BACT-BE071-GW229_20180709_S136,ERU_GW229_BE071_S136_20180709,S136,20180709,BE071,BACT,17GOWN,ERU,GW229,Kirkpatrick,
ERU_17GOWN_ARCH-BE071-GW229_20181025_S136_Av6,ERU_GW229_BE071_S136_Av6_20181025,S136_Av6,20181025,BE071,ARCH,17GOWN,ERU,GW229,Kirkpatrick,
ERU_17GOWN_ARCH-BE071-GW229_20181025_S136_Av4,ERU_GW229_BE071_S136_Av4_20181025,S136_Av4,20181025,BE071,ARCH,17GOWN,ERU,GW229,Kirkpatrick,
ERU_17GOWN_BACT-BE072-GW230_20180709_S132,ERU_GW230_BE072_S132_20180709,S132,20180709,BE072,BACT,17GOWN,ERU,GW230,Kirkpatrick,
ERU_17GOWN_ARCH-BE072-GW230_20181025_S132_Av6,ERU_GW230_BE072_S132_Av6_20181025,S132_Av6,20181025,BE072,ARCH,17GOWN,ERU,GW230,Kirkpatrick,
ERU_17GOWN_BACT-BE073-GW945_20180709_S74,ERU_GW945_BE073_S74_20180709,S74,20180709,BE073,BACT,17GOWN,ERU,GW945,Moose_Lake,
ERU_17GOWN_ARCH-BE073-GW945_20181025_S74_Av6,ERU_GW945_BE073_S74_Av6_20181025,S74_Av6,20181025,BE073,ARCH,17GOWN,ERU,GW945,Moose_Lake,
ERU_17GOWN_ARCH-BE073-GW945_20181025_S74_Av4,ERU_GW945_BE073_S74_Av4_20181025,S74_Av4,20181025,BE073,ARCH,17GOWN,ERU,GW945,Moose_Lake,
ERU_17GOWN_BACT-BE074-GW312_20180709_S76,ERU_GW312_BE074_S76_20180709,S76,20180709,BE074,BACT,17GOWN,ERU,GW312,Warburg,
ERU_17GOWN_ARCH-BE074-GW312_20181025_S76_Av6,ERU_GW312_BE074_S76_Av6_20181025,S76_Av6,20181025,BE074,ARCH,17GOWN,ERU,GW312,Warburg,
ERU_17GOWN_BACT-BE075-GW991_20180709_S139,ERU_GW991_BE075_S139_20180709,S139,20180709,BE075,BACT,17GOWN,ERU,GW991,Cynthia,
ERU_17GOWN_ARCH-BE075-GW991_20181025_S139_Av6,ERU_GW991_BE075_S139_Av6_20181025,S139_Av6,20181025,BE075,ARCH,17GOWN,ERU,GW991,Cynthia,
ERU_17GOWN_ARCH-BE075-GW991_20181025_S139_Av4,ERU_GW991_BE075_S139_Av4_20181025,S139_Av4,20181025,BE075,ARCH,17GOWN,ERU,GW991,Cynthia,
ERU_17GOWN_BACT-BE076-GW991_20180709_S140,ERU_GW991_BE076_S140_20180709,S140,20180709,BE076,BACT,17GOWN,ERU,GW991,Tomahawk_1968E_Cynthia_replicate,
ERU_17GOWN_ARCH-BE076-GW991_20181025_S140_Av6,ERU_GW991_BE076_S140_Av6_20181025,S140_Av6,20181025,BE076,ARCH,17GOWN,ERU,GW991,Tomahawk_1968E_Cynthia_replicate,
ERU_17GOWN_ARCH-BE076-GW991_20181025_S140_Av4,ERU_GW991_BE076_S140_Av4_20181025,S140_Av4,20181025,BE076,ARCH,17GOWN,ERU,GW991,Tomahawk_1968E_Cynthia_replicate,
ERU_17GOWN_BACT-BE077-GW991_20180709_S141,ERU_GW991_BE077_S141_20180709,S141,20180709,BE077,BACT,17GOWN,ERU,GW991,Lodgepole_1975E_Cynthia_replicate,
ERU_17GOWN_ARCH-BE077-GW991_20181025_S141_Av6,ERU_GW991_BE077_S141_Av6_20181025,S141_Av6,20181025,BE077,ARCH,17GOWN,ERU,GW991,Lodgepole_1975E_Cynthia_replicate,
ERU_17GOWN_ARCH-BE077-GW991_20181025_S141_Av4,ERU_GW991_BE077_S141_Av4_20181025,S141_Av4,20181025,BE077,ARCH,17GOWN,ERU,GW991,Lodgepole_1975E_Cynthia_replicate,
ERU_17GOWN_BACT-BE078-GW947_20180709_S77,ERU_GW947_BE078_S77_20180709,S77,20180709,BE078,BACT,17GOWN,ERU,GW947,Kehiwin_Lake,
ERU_17GOWN_ARCH-BE078-GW947_20181025_S77_Av6,ERU_GW947_BE078_S77_Av6_20181025,S77_Av6,20181025,BE078,ARCH,17GOWN,ERU,GW947,Kehiwin_Lake,
ERU_17GOWN_BACT-BE079-GW3104_20180709_S46,ERU_GW3104_BE079_S46_20180709,S46,20180709,BE079,BACT,17GOWN,ERU,GW3104,Hamilin,
ERU_17GOWN_ARCH-BE079-GW3104_20181025_S46_Av6,ERU_GW3104_BE079_S46_Av6_20181025,S46_Av6,20181025,BE079,ARCH,17GOWN,ERU,GW3104,Hamilin,
ERU_17GOWN_BACT-BE080-GW242_20180709_S82,ERU_GW242_BE080_S82_20180709,S82,20180709,BE080,BACT,17GOWN,ERU,GW242,Cushing_Lake,
ERU_17GOWN_ARCH-BE080-GW242_20181025_S82_Av6,ERU_GW242_BE080_S82_Av6_20181025,S82_Av6,20181025,BE080,ARCH,17GOWN,ERU,GW242,Cushing_Lake,
ERU_17GOWN_BACT-BE081-GW123_20180709_S105,ERU_GW123_BE081_S105_20180709,S105,20180709,BE081,BACT,17GOWN,ERU,GW123,Belle_Prairie_968_Sibbald_replicate,
ERU_17GOWN_ARCH-BE081-GW123_20181025_S105_Av6,ERU_GW123_BE081_S105_Av6_20181025,S105_Av6,20181025,BE081,ARCH,17GOWN,ERU,GW123,Belle_Prairie_968_Sibbald_replicate,
ERU_17GOWN_BACT-BE082-GW239_20180709_S121,ERU_GW239_BE082_S121_20180709,S121,20180709,BE082,BACT,17GOWN,ERU,GW239,Dewberry,
ERU_17GOWN_ARCH-BE082-GW239_20181025_S121_Av6,ERU_GW239_BE082_S121_Av6_20181025,S121_Av6,20181025,BE082,ARCH,17GOWN,ERU,GW239,Dewberry,
ERU_17GOWN_BACT-BE083-GW984_20180709_S101,ERU_GW984_BE083_S101_20180709,S101,20180709,BE083,BACT,17GOWN,ERU,GW984,Sundre_North,
ERU_17GOWN_ARCH-BE083-GW984_20181025_S101_Av6,ERU_GW984_BE083_S101_Av6_20181025,S101_Av6,20181025,BE083,ARCH,17GOWN,ERU,GW984,Sundre_North,
