NewName,OldName,OldSeqNumber,Seq Date,Primer,Year,Genome Code,User,GOWN Code,GOWN Location,Sample ID
GLC_24GOWN_BACT-P16-GW984_20251021_S265,GLC_25GOWN_BACT-16-GW984_20251021_S265_R1_001.fastq.gz,S265,20251021,BACT,24GOWN,P16,GLC,GW984,,
GLC_24GOWN_ARCH-P17-GW3022_20251021_S218,GLC_25GOWN_ARCH-17-GW3022_20251021_S218_R1_001.fastq.gz,S218,20251021,ARCH,24GOWN,P17,GLC,GW3022,,
GLC_24GOWN_BACT-P17-GW3022_20251021_S266,GLC_25GOWN_BACT-17-GW3022_20251021_S266_R1_001.fastq.gz,S266,20251021,BACT,24GOWN,P17,GLC,GW3022,,
GLC_24GOWN_ARCH-P18-GW982_20251021_S219,GLC_25GOWN_ARCH-18-GW982_20251021_S219_R1_001.fastq.gz,S219,20251021,ARCH,24GOWN,P18,GLC,GW982,,
GLC_24GOWN_BACT-P18-GW982_20251021_S267,GLC_25GOWN_BACT-18-GW982_20251021_S267_R1_001.fastq.gz,S267,20251021,BACT,24GOWN,P18,GLC,GW982,,
GLC_24GOWN_ARCH-P19-GW989_20251021_S220,GLC_25GOWN_ARCH-19-GW989_20251021_S220_R1_001.fastq.gz,S220,20251021,ARCH,24GOWN,P19,GLC,GW989,,
GLC_24GOWN_BACT-P19-GW989_20251021_S268,GLC_25GOWN_BACT-19-GW989_20251021_S268_R1_001.fastq.gz,S268,20251021,BACT,24GOWN,P19,GLC,GW989,,
GLC_24GOWN_ARCH-P2-GW250_20251021_S107,GLC_25GOWN_ARCH-2-GW250_20251021_S107_R1_001.fastq.gz,S107,20251021,ARCH,24GOWN,P2,GLC,GW250,,
GLC_24GOWN_BACT-P2-GW250_20251021_S98,GLC_25GOWN_BACT-2-GW250_20251021_S98_R1_001.fastq.gz,S98,20251021,BACT,24GOWN,P2,GLC,GW250,,
GLC_24GOWN_ARCH-P20-GW162_20251021_S221,GLC_25GOWN_ARCH-20-GW162_20251021_S221_R1_001.fastq.gz,S221,20251021,ARCH,24GOWN,P20,GLC,GW162,,
GLC_24GOWN_BACT-P20-GW162_20251021_S269,GLC_25GOWN_BACT-20-GW162_20251021_S269_R1_001.fastq.gz,S269,20251021,BACT,24GOWN,P20,GLC,GW162,,
GLC_24GOWN_ARCH-P21-GW983_20251021_S222,GLC_25GOWN_ARCH-21-GW983_20251021_S222_R1_001.fastq.gz,S222,20251021,ARCH,24GOWN,P21,GLC,GW983,,
GLC_24GOWN_BACT-P21-GW983_20251021_S270,GLC_25GOWN_BACT-21-GW983_20251021_S270_R1_001.fastq.gz,S270,20251021,BACT,24GOWN,P21,GLC,GW983,,
GLC_24GOWN_ARCH-P22-GW200_20251021_S223,GLC_25GOWN_ARCH-22-GW200_20251021_S223_R1_001.fastq.gz,S223,20251021,ARCH,24GOWN,P22,GLC,GW200,,
GLC_24GOWN_BACT-P22-GW200_20251021_S271,GLC_25GOWN_BACT-22-GW200_20251021_S271_R1_001.fastq.gz,S271,20251021,BACT,24GOWN,P22,GLC,GW200,,
GLC_24GOWN_ARCH-P23-GW949_20251021_S224,GLC_25GOWN_ARCH-23-GW949_20251021_S224_R1_001.fastq.gz,S224,20251021,ARCH,24GOWN,P23,GLC,GW949,,
GLC_24GOWN_BACT-P23-GW949_20251021_S272,GLC_25GOWN_BACT-23-GW949_20251021_S272_R1_001.fastq.gz,S272,20251021,BACT,24GOWN,P23,GLC,GW949,,
GLC_24GOWN_ARCH-P24-GW247_20251021_S225,GLC_25GOWN_ARCH-24-GW247_20251021_S225_R1_001.fastq.gz,S225,20251021,ARCH,24GOWN,P24,GLC,GW247,,
GLC_24GOWN_BACT-P24-GW247_20251021_S273,GLC_25GOWN_BACT-24-GW247_20251021_S273_R1_001.fastq.gz,S273,20251021,BACT,24GOWN,P24,GLC,GW247,,
GLC_24GOWN_ARCH-P25-GW242_20251021_S226,GLC_25GOWN_ARCH-25-GW242_20251021_S226_R1_001.fastq.gz,S226,20251021,ARCH,24GOWN,P25,GLC,GW242,,
GLC_24GOWN_BACT-P25-GW242_20251021_S274,GLC_25GOWN_BACT-25-GW242_20251021_S274_R1_001.fastq.gz,S274,20251021,BACT,24GOWN,P25,GLC,GW242,,
GLC_24GOWN_ARCH-P26-GW992_20251021_S227,GLC_25GOWN_ARCH-26-GW992_20251021_S227_R1_001.fastq.gz,S227,20251021,ARCH,24GOWN,P26,GLC,GW992,,
GLC_24GOWN_BACT-P26-GW992_20251021_S275,GLC_25GOWN_BACT-26-GW992_20251021_S275_R1_001.fastq.gz,S275,20251021,BACT,24GOWN,P26,GLC,GW992,,
GLC_24GOWN_ARCH-P27-GW1153_20251021_S228,GLC_25GOWN_ARCH-27-GW1153_20251021_S228_R1_001.fastq.gz,S228,20251021,ARCH,24GOWN,P27,GLC,GW1153,,
GLC_24GOWN_BACT-P27-GW1153_20251021_S276,GLC_25GOWN_BACT-27-GW1153_20251021_S276_R1_001.fastq.gz,S276,20251021,BACT,24GOWN,P27,GLC,GW1153,,
GLC_24GOWN_ARCH-P28-GW1143_20251021_S229,GLC_25GOWN_ARCH-28-GW1143_20251021_S229_R1_001.fastq.gz,S229,20251021,ARCH,24GOWN,P28,GLC,GW1143,,
GLC_24GOWN_BACT-P28-GW1143_20251021_S277,GLC_25GOWN_BACT-28-GW1143_20251021_S277_R1_001.fastq.gz,S277,20251021,BACT,24GOWN,P28,GLC,GW1143,,
GLC_24GOWN_ARCH-P29-GW243_20251021_S230,GLC_25GOWN_ARCH-29-GW243_20251021_S230_R1_001.fastq.gz,S230,20251021,ARCH,24GOWN,P29,GLC,GW243,,
GLC_24GOWN_BACT-P29-GW243_20251021_S278,GLC_25GOWN_BACT-29-GW243_20251021_S278_R1_001.fastq.gz,S278,20251021,BACT,24GOWN,P29,GLC,GW243,,
GLC_24GOWN_ARCH-P3-GW112_20251021_S108,GLC_25GOWN_ARCH-3-GW112_20251021_S108_R1_001.fastq.gz,S108,20251021,ARCH,24GOWN,P3,GLC,GW112,,
GLC_24GOWN_BACT-P3-GW112_20251021_S99,GLC_25GOWN_BACT-3-GW112_20251021_S99_R1_001.fastq.gz,S99,20251021,BACT,24GOWN,P3,GLC,GW112,,
GLC_24GOWN_ARCH-P30-GW945_20251021_S231,GLC_25GOWN_ARCH-30-GW945_20251021_S231_R1_001.fastq.gz,S231,20251021,ARCH,24GOWN,P30,GLC,GW945,,
GLC_24GOWN_BACT-P30-GW945_20251021_S279,GLC_25GOWN_BACT-30-GW945_20251021_S279_R1_001.fastq.gz,S279,20251021,BACT,24GOWN,P30,GLC,GW945,,
GLC_24GOWN_ARCH-P31-GW244_20251021_S232,GLC_25GOWN_ARCH-31-GW244_20251021_S232_R1_001.fastq.gz,S232,20251021,ARCH,24GOWN,P31,GLC,GW244,,
GLC_24GOWN_BACT-P31-GW244_20251021_S280,GLC_25GOWN_BACT-31-GW244_20251021_S280_R1_001.fastq.gz,S280,20251021,BACT,24GOWN,P31,GLC,GW244,,
GLC_24GOWN_ARCH-P32-GW1144_20251021_S233,GLC_25GOWN_ARCH-32-GW1144_20251021_S233_R1_001.fastq.gz,S233,20251021,ARCH,24GOWN,P32,GLC,GW1144,,
GLC_24GOWN_BACT-P32-GW1144_20251021_S281,GLC_25GOWN_BACT-32-GW1144_20251021_S281_R1_001.fastq.gz,S281,20251021,BACT,24GOWN,P32,GLC,GW1144,,
GLC_24GOWN_ARCH-P33-GW246_20251021_S234,GLC_25GOWN_ARCH-33-GW246_20251021_S234_R1_001.fastq.gz,S234,20251021,ARCH,24GOWN,P33,GLC,GW246,,
GLC_24GOWN_BACT-P33-GW246_20251021_S282,GLC_25GOWN_BACT-33-GW246_20251021_S282_R1_001.fastq.gz,S282,20251021,BACT,24GOWN,P33,GLC,GW246,,
GLC_24GOWN_ARCH-P34-GW950_20251021_S235,GLC_25GOWN_ARCH-34-GW950_20251021_S235_R1_001.fastq.gz,S235,20251021,ARCH,24GOWN,P34,GLC,GW950,,
GLC_24GOWN_BACT-P34-GW950_20251021_S283,GLC_25GOWN_BACT-34-GW950_20251021_S283_R1_001.fastq.gz,S283,20251021,BACT,24GOWN,P34,GLC,GW950,,
GLC_24GOWN_ARCH-P35-GW991_20251021_S236,GLC_25GOWN_ARCH-35-GW991_20251021_S236_R1_001.fastq.gz,S236,20251021,ARCH,24GOWN,P35,GLC,GW991,,
GLC_24GOWN_BACT-P35-GW991_20251021_S284,GLC_25GOWN_BACT-35-GW991_20251021_S284_R1_001.fastq.gz,S284,20251021,BACT,24GOWN,P35,GLC,GW991,,
GLC_24GOWN_ARCH-P36-GW1151_20251021_S237,GLC_25GOWN_ARCH-36-GW1151_20251021_S237_R1_001.fastq.gz,S237,20251021,ARCH,24GOWN,P36,GLC,GW1151,,
GLC_24GOWN_BACT-P36-GW1151_20251021_S285,GLC_25GOWN_BACT-36-GW1151_20251021_S285_R1_001.fastq.gz,S285,20251021,BACT,24GOWN,P36,GLC,GW1151,,
GLC_24GOWN_ARCH-P37-GW313_20251021_S238,GLC_25GOWN_ARCH-37-GW313_20251021_S238_R1_001.fastq.gz,S238,20251021,ARCH,24GOWN,P37,GLC,GW313,,
GLC_24GOWN_BACT-P37-GW313_20251021_S286,GLC_25GOWN_BACT-37-GW313_20251021_S286_R1_001.fastq.gz,S286,20251021,BACT,24GOWN,P37,GLC,GW313,,
GLC_24GOWN_ARCH-P38-GW3010_20251021_S239,GLC_25GOWN_ARCH-38-GW3010_20251021_S239_R1_001.fastq.gz,S239,20251021,ARCH,24GOWN,P38,GLC,GW3010,,
GLC_24GOWN_BACT-P38-GW3010_20251021_S287,GLC_25GOWN_BACT-38-GW3010_20251021_S287_R1_001.fastq.gz,S287,20251021,BACT,24GOWN,P38,GLC,GW3010,,
GLC_24GOWN_ARCH-P39-GW1150_20251021_S240,GLC_25GOWN_ARCH-39-GW1150_20251021_S240_R1_001.fastq.gz,S240,20251021,ARCH,24GOWN,P39,GLC,GW1150,,
GLC_24GOWN_BACT-P39-GW1150_20251021_S288,GLC_25GOWN_BACT-39-GW1150_20251021_S288_R1_001.fastq.gz,S288,20251021,BACT,24GOWN,P39,GLC,GW1150,,
GLC_24GOWN_ARCH-P4-GW192_20251021_S109,GLC_25GOWN_ARCH-4-GW192_20251021_S109_R1_001.fastq.gz,S109,20251021,ARCH,24GOWN,P4,GLC,GW192,,
GLC_24GOWN_BACT-P4-GW192_20251021_S100,GLC_25GOWN_BACT-4-GW192_20251021_S100_R1_001.fastq.gz,S100,20251021,BACT,24GOWN,P4,GLC,GW192,,
GLC_24GOWN_ARCH-P40-GW312_20251021_S241,GLC_25GOWN_ARCH-40-GW312_20251021_S241_R1_001.fastq.gz,S241,20251021,ARCH,24GOWN,P40,GLC,GW312,,
GLC_24GOWN_BACT-P40-GW312_20251021_S289,GLC_25GOWN_BACT-40-GW312_20251021_S289_R1_001.fastq.gz,S289,20251021,BACT,24GOWN,P40,GLC,GW312,,
GLC_24GOWN_ARCH-P41-GW248_20251021_S242,GLC_25GOWN_ARCH-41-GW248_20251021_S242_R1_001.fastq.gz,S242,20251021,ARCH,24GOWN,P41,GLC,GW248,,
GLC_24GOWN_BACT-P41-GW248_20251021_S290,GLC_25GOWN_BACT-41-GW248_20251021_S290_R1_001.fastq.gz,S290,20251021,BACT,24GOWN,P41,GLC,GW248,,
GLC_24GOWN_ARCH-P42a-GW50_20251021_S243,GLC_25GOWN_ARCH-42a-GW50_20251021_S243_R1_001.fastq.gz,S243,20251021,ARCH,24GOWN,P42a,GLC,GW50,,
GLC_24GOWN_BACT-P42a-GW50_20251021_S291,GLC_25GOWN_BACT-42a-GW50_20251021_S291_R1_001.fastq.gz,S291,20251021,BACT,24GOWN,P42a,GLC,GW50,,
GLC_24GOWN_ARCH-P42b-GW50_20251021_S244,GLC_25GOWN_ARCH-42b-GW50_20251021_S244_R1_001.fastq.gz,S244,20251021,ARCH,24GOWN,P42b,GLC,GW50,,
GLC_24GOWN_BACT-P42b-GW50_20251021_S292,GLC_25GOWN_BACT-42b-GW50_20251021_S292_R1_001.fastq.gz,S292,20251021,BACT,24GOWN,P42b,GLC,GW50,,
GLC_24GOWN_ARCH-P42c-GW50_20251021_S245,GLC_25GOWN_ARCH-42c-GW50_20251021_S245_R1_001.fastq.gz,S245,20251021,ARCH,24GOWN,P42c,GLC,GW50,,
GLC_24GOWN_BACT-P42c-GW50_20251021_S293,GLC_25GOWN_BACT-42c-GW50_20251021_S293_R1_001.fastq.gz,S293,20251021,BACT,24GOWN,P42c,GLC,GW50,,
GLC_24GOWN_ARCH-P43-GW44_20251021_S246,GLC_25GOWN_ARCH-43-GW44_20251021_S246_R1_001.fastq.gz,S246,20251021,ARCH,24GOWN,P43,GLC,GW44,,
GLC_24GOWN_BACT-P43-GW44_20251021_S294,GLC_25GOWN_BACT-43-GW44_20251021_S294_R1_001.fastq.gz,S294,20251021,BACT,24GOWN,P43,GLC,GW44,,
GLC_24GOWN_ARCH-P44-GW387_20251021_S247,GLC_25GOWN_ARCH-44-GW387_20251021_S247_R1_001.fastq.gz,S247,20251021,ARCH,24GOWN,P44,GLC,GW387,,
GLC_24GOWN_BACT-P44-GW387_20251021_S295,GLC_25GOWN_BACT-44-GW387_20251021_S295_R1_001.fastq.gz,S295,20251021,BACT,24GOWN,P44,GLC,GW387,,
GLC_24GOWN_ARCH-P45-GW3098_20251021_S248,GLC_25GOWN_ARCH-45-GW3098_20251021_S248_R1_001.fastq.gz,S248,20251021,ARCH,24GOWN,P45,GLC,GW3098,,
GLC_24GOWN_BACT-P45-GW3098_20251021_S296,GLC_25GOWN_BACT-45-GW3098_20251021_S296_R1_001.fastq.gz,S296,20251021,BACT,24GOWN,P45,GLC,GW3098,,
GLC_24GOWN_ARCH-P46-GW281_20251021_S249,GLC_25GOWN_ARCH-46-GW281_20251021_S249_R1_001.fastq.gz,S249,20251021,ARCH,24GOWN,P46,GLC,GW281,,
GLC_24GOWN_BACT-P46-GW281_20251021_S297,GLC_25GOWN_BACT-46-GW281_20251021_S297_R1_001.fastq.gz,S297,20251021,BACT,24GOWN,P46,GLC,GW281,,
GLC_24GOWN_ARCH-P47-GW369_20251021_S250,GLC_25GOWN_ARCH-47-GW369_20251021_S250_R1_001.fastq.gz,S250,20251021,ARCH,24GOWN,P47,GLC,GW369,,
GLC_24GOWN_BACT-P47-GW369_20251021_S298,GLC_25GOWN_BACT-47-GW369_20251021_S298_R1_001.fastq.gz,S298,20251021,BACT,24GOWN,P47,GLC,GW369,,
GLC_24GOWN_ARCH-P48-GW275_20251021_S251,GLC_25GOWN_ARCH-48-GW275_20251021_S251_R1_001.fastq.gz,S251,20251021,ARCH,24GOWN,P48,GLC,GW275,,
GLC_24GOWN_BACT-P48-GW275_20251021_S299,GLC_25GOWN_BACT-48-GW275_20251021_S299_R1_001.fastq.gz,S299,20251021,BACT,24GOWN,P48,GLC,GW275,,
GLC_24GOWN_ARCH-P49-GW239_20251021_S252,GLC_25GOWN_ARCH-49-GW239_20251021_S252_R1_001.fastq.gz,S252,20251021,ARCH,24GOWN,P49,GLC,GW239,,
GLC_24GOWN_BACT-P49-GW239_20251021_S300,GLC_25GOWN_BACT-49-GW239_20251021_S300_R1_001.fastq.gz,S300,20251021,BACT,24GOWN,P49,GLC,GW239,,
GLC_24GOWN_ARCH-P5-GW972_20251021_S110,GLC_25GOWN_ARCH-5-GW972_20251021_S110_R1_001.fastq.gz,S110,20251021,ARCH,24GOWN,P5,GLC,GW972,,
GLC_24GOWN_BACT-P5-GW972_20251021_S101,GLC_25GOWN_BACT-5-GW972_20251021_S101_R1_001.fastq.gz,S101,20251021,BACT,24GOWN,P5,GLC,GW972,,
GLC_24GOWN_ARCH-P50-GW381_20251021_S253,GLC_25GOWN_ARCH-50-GW381_20251021_S253_R1_001.fastq.gz,S253,20251021,ARCH,24GOWN,P50,GLC,GW381,,
GLC_24GOWN_BACT-P50-GW381_20251021_S301,GLC_25GOWN_BACT-50-GW381_20251021_S301_R1_001.fastq.gz,S301,20251021,BACT,24GOWN,P50,GLC,GW381,,
GLC_24GOWN_ARCH-P51-GW277_20251021_S254,GLC_25GOWN_ARCH-51-GW277_20251021_S254_R1_001.fastq.gz,S254,20251021,ARCH,24GOWN,P51,GLC,GW277,,
GLC_24GOWN_BACT-P51-GW277_20251021_S302,GLC_25GOWN_BACT-51-GW277_20251021_S302_R1_001.fastq.gz,S302,20251021,BACT,24GOWN,P51,GLC,GW277,,
GLC_24GOWN_ARCH-P52-GW379_20251021_S255,GLC_25GOWN_ARCH-52-GW379_20251021_S255_R1_001.fastq.gz,S255,20251021,ARCH,24GOWN,P52,GLC,GW379,,
GLC_24GOWN_BACT-P52-GW379_20251021_S303,GLC_25GOWN_BACT-52-GW379_20251021_S303_R1_001.fastq.gz,S303,20251021,BACT,24GOWN,P52,GLC,GW379,,
GLC_24GOWN_ARCH-P53-GW389_20251021_S256,GLC_25GOWN_ARCH-53-GW389_20251021_S256_R1_001.fastq.gz,S256,20251021,ARCH,24GOWN,P53,GLC,GW389,,
GLC_24GOWN_BACT-P53-GW389_20251021_S304,GLC_25GOWN_BACT-53-GW389_20251021_S304_R1_001.fastq.gz,S304,20251021,BACT,24GOWN,P53,GLC,GW389,,
GLC_24GOWN_ARCH-P54-GW273_20251021_S257,GLC_25GOWN_ARCH-54-GW273_20251021_S257_R1_001.fastq.gz,S257,20251021,ARCH,24GOWN,P54,GLC,GW273,,
GLC_24GOWN_BACT-P54-GW273_20251021_S305,GLC_25GOWN_BACT-54-GW273_20251021_S305_R1_001.fastq.gz,S305,20251021,BACT,24GOWN,P54,GLC,GW273,,
GLC_24GOWN_ARCH-P55-GW238_20251021_S258,GLC_25GOWN_ARCH-55-GW238_20251021_S258_R1_001.fastq.gz,S258,20251021,ARCH,24GOWN,P55,GLC,GW238,,
GLC_24GOWN_BACT-P55-GW238_20251021_S306,GLC_25GOWN_BACT-55-GW238_20251021_S306_R1_001.fastq.gz,S306,20251021,BACT,24GOWN,P55,GLC,GW238,,
GLC_24GOWN_ARCH-P56-GW1119_20251021_S10,GLC_25GOWN_ARCH-56-GW1119_20251021_S10_R1_001.fastq.gz,S10,20251021,ARCH,24GOWN,P56,GLC,GW1119,,
GLC_24GOWN_BACT-P56-GW1119_20251021_S1,GLC_25GOWN_BACT-56-GW1119_20251021_S1_R1_001.fastq.gz,S1,20251021,BACT,24GOWN,P56,GLC,GW1119,,
GLC_24GOWN_ARCH-P57-GW3099_20251021_S11,GLC_25GOWN_ARCH-57-GW3099_20251021_S11_R1_001.fastq.gz,S11,20251021,ARCH,24GOWN,P57,GLC,GW3099,,
GLC_24GOWN_BACT-P57-GW3099_20251021_S2,GLC_25GOWN_BACT-57-GW3099_20251021_S2_R1_001.fastq.gz,S2,20251021,BACT,24GOWN,P57,GLC,GW3099,,
GLC_24GOWN_ARCH-P58-GW234_20251021_S12,GLC_25GOWN_ARCH-58-GW234_20251021_S12_R1_001.fastq.gz,S12,20251021,ARCH,24GOWN,P58,GLC,GW234,,
GLC_24GOWN_BACT-P58-GW234_20251021_S3,GLC_25GOWN_BACT-58-GW234_20251021_S3_R1_001.fastq.gz,S3,20251021,BACT,24GOWN,P58,GLC,GW234,,
GLC_24GOWN_ARCH-P59-GW3073_20251021_S13,GLC_25GOWN_ARCH-59-GW3073_20251021_S13_R1_001.fastq.gz,S13,20251021,ARCH,24GOWN,P59,GLC,GW3073,,
GLC_24GOWN_BACT-P59-GW3073_20251021_S4,GLC_25GOWN_BACT-59-GW3073_20251021_S4_R1_001.fastq.gz,S4,20251021,BACT,24GOWN,P59,GLC,GW3073,,
GLC_24GOWN_ARCH-P6-GW3026_20251021_S111,GLC_25GOWN_ARCH-6-GW3026_20251021_S111_R1_001.fastq.gz,S111,20251021,ARCH,24GOWN,P6,GLC,GW3026,,
GLC_24GOWN_BACT-P6-GW3026_20251021_S102,GLC_25GOWN_BACT-6-GW3026_20251021_S102_R1_001.fastq.gz,S102,20251021,BACT,24GOWN,P6,GLC,GW3026,,
GLC_24GOWN_ARCH-P60-GW235_20251021_S14,GLC_25GOWN_ARCH-60-GW235_20251021_S14_R1_001.fastq.gz,S14,20251021,ARCH,24GOWN,P60,GLC,GW235,,
GLC_24GOWN_BACT-P60-GW235_20251021_S5,GLC_25GOWN_BACT-60-GW235_20251021_S5_R1_001.fastq.gz,S5,20251021,BACT,24GOWN,P60,GLC,GW235,,
GLC_24GOWN_ARCH-P61-GW333_20251021_S15,GLC_25GOWN_ARCH-61-GW333_20251021_S15_R1_001.fastq.gz,S15,20251021,ARCH,24GOWN,P61,GLC,GW333,,
GLC_24GOWN_BACT-P61-GW333_20251021_S6,GLC_25GOWN_BACT-61-GW333_20251021_S6_R1_001.fastq.gz,S6,20251021,BACT,24GOWN,P61,GLC,GW333,,
GLC_24GOWN_ARCH-P62-GW1145_20251021_S16,GLC_25GOWN_ARCH-62-GW1145_20251021_S16_R1_001.fastq.gz,S16,20251021,ARCH,24GOWN,P62,GLC,GW1145,,
GLC_24GOWN_BACT-P62-GW1145_20251021_S7,GLC_25GOWN_BACT-62-GW1145_20251021_S7_R1_001.fastq.gz,S7,20251021,BACT,24GOWN,P62,GLC,GW1145,,
GLC_24GOWN_ARCH-P63-GW311_20251021_S17,GLC_25GOWN_ARCH-63-GW311_20251021_S17_R1_001.fastq.gz,S17,20251021,ARCH,24GOWN,P63,GLC,GW311,,
GLC_24GOWN_BACT-P63-GW311_20251021_S8,GLC_25GOWN_BACT-63-GW311_20251021_S8_R1_001.fastq.gz,S8,20251021,BACT,24GOWN,P63,GLC,GW311,,
GLC_24GOWN_ARCH-P64-GW148_20251021_S18,GLC_25GOWN_ARCH-64-GW148_20251021_S18_R1_001.fastq.gz,S18,20251021,ARCH,24GOWN,P64,GLC,GW148,,
GLC_24GOWN_BACT-P64-GW148_20251021_S9,GLC_25GOWN_BACT-64-GW148_20251021_S9_R1_001.fastq.gz,S9,20251021,BACT,24GOWN,P64,GLC,GW148,,
GLC_24GOWN_ARCH-P7-GW3016_20251021_S112,GLC_25GOWN_ARCH-7-GW3016_20251021_S112_R1_001.fastq.gz,S112,20251021,ARCH,24GOWN,P7,GLC,GW3016,,
GLC_24GOWN_BACT-P7-GW3016_20251021_S103,GLC_25GOWN_BACT-7-GW3016_20251021_S103_R1_001.fastq.gz,S103,20251021,BACT,24GOWN,P7,GLC,GW3016,,
GLC_24GOWN_ARCH-P8-GW193_20251021_S113,GLC_25GOWN_ARCH-8-GW193_20251021_S113_R1_001.fastq.gz,S113,20251021,ARCH,24GOWN,P8,GLC,GW193,,
GLC_24GOWN_BACT-P8-GW193_20251021_S104,GLC_25GOWN_BACT-8-GW193_20251021_S104_R1_001.fastq.gz,S104,20251021,BACT,24GOWN,P8,GLC,GW193,,
