"","OTUs","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C2","C20","C21","C22","C23","C24","C3","C4","C5","C6","C7","C8","C9","E1","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19","E2","E20","E21","E22","E23","E24","E3","E4","E5","E6","E7","E8","E9"
"1029","bOTU_6467","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__MFKM01","g__MFKM01","s__MFKM01 sp001779575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"1030","bOTU_6468","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1031","bOTU_6469","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1032","bOTU_6470","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1033","bOTU_6471","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Paceibacterales","o__Paceibacterales","o__Paceibacterales","o__Paceibacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"1034","bOTU_6472","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Paceibacterales","f__RBG-13-42-11","g__JAPLXL01","s__JAPLXL01 sp026396115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035","bOTU_6473","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","g__JAKANR01","s__JAKANR01 sp021823645",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","bOTU_6474","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Paceibacterales","o__Paceibacterales","o__Paceibacterales","o__Paceibacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1037","bOTU_6475","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__MFKM01","g__MFKM01","s__MFKM01 sp030693325",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"1038","bOTU_6476","d__Bacteria","p__Patescibacteria","c__ABY1","o__XYB2-FULL-38-15","f__XYB2-FULL-38-15","g__JAHIRI01","s__JAHIRI01 sp018818855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"1039","bOTU_6477","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Paceibacterales","f__GWA2-38-27","g__JAHCRG01","s__JAHCRG01 sp020148045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"1040","bOTU_6478","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__MFKM01","g__MFKM01","s__MFKM01 sp001779575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"1041","bOTU_6479","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA10092","f__UBA10092","g__2-02-FULL-45-18","s__2-02-FULL-45-18 sp001774075",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1042","bOTU_6480","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-45-9","g__GWB1-45-9","s__GWB1-45-9 sp001793855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1043","bOTU_6481","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1044","bOTU_6482","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__1-14-0-10-44-23","g__JAHFLF01","s__JAHFLF01 sp023255625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1045","bOTU_6483","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__WO2-44-18","g__VMGF01","s__VMGF01 sp007376445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"1046","bOTU_6484","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__WO2-44-18","g__JAHFLQ01","s__JAHFLQ01 sp023244815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1047","bOTU_6485","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__WO2-44-18","g__JAUSKF01","s__JAUSKF01 sp030646995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1048","bOTU_6486","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__WO2-44-18","g__JAUSKF01","s__JAUSKF01 sp030646995",0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049","bOTU_6487","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__WO2-44-18","g__JAUSKF01","s__JAUSKF01 sp030646995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1050","bOTU_6488","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","g__JASEHZ01","s__JASEHZ01 sp030017555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1051","bOTU_6489","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Terrybacterales","f__2-01-FULL-58-14","g__2-01-FULL-58-14","s__2-01-FULL-58-14 sp001824745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1052","bOTU_6490","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__2-01-FULL-56-20","f__2-01-FULL-56-20","f__2-01-FULL-56-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1053","bOTU_6491","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__2-01-FULL-56-20","f__2-01-FULL-56-20","f__2-01-FULL-56-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054","bOTU_6492","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Paceibacterales","f__JAQTPW01","g__JAQTPW01","s__JAQTPW01 sp028712565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1055","bOTU_6493","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JACQLN01","f__JACQLN01","g__JACQLN01","s__JACQLN01 sp943359335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"1056","bOTU_6494","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JACQLN01","f__JACQLN01","g__JACQLN01","s__JACQLN01 sp943359335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057","bOTU_6495","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JACQLN01","f__JACQLN01","g__JACQLN01","s__JACQLN01 sp943359335",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058","bOTU_6496","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JACQLN01","f__JACQLN01","g__JACQLN01","s__JACQLN01 sp943359335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059","bOTU_6497","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JACQLN01","f__JACQLN01","g__JACQLN01","s__JACQLN01 sp943359335",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060","bOTU_6498","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JACQLN01","f__JACQLN01","g__JACQLN01","s__JACQLN01 sp943359335",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","bOTU_6499","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JACQLN01","f__JACQLN01","g__JACQLN01","s__JACQLN01 sp943359335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062","bOTU_6500","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JACQLN01","f__JACQLN01","g__JACQLN01","s__JACQLN01 sp943359335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063","bOTU_6501","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JACQLN01","f__JACQLN01","g__JACQLN01","s__JACQLN01 sp943359335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064","bOTU_6502","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"1065","bOTU_6503","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1066","bOTU_6504","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067","bOTU_6505","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__02-FULL-45-10c","g__JACROC01","s__JACROC01 sp016214655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1068","bOTU_6506","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1069","bOTU_6507","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-45-9","g__GWB1-45-9","s__GWB1-45-9 sp001793855",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1070","bOTU_6508","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__WO2-44-18","f__WO2-44-18","f__WO2-44-18",0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1071","bOTU_6509","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__2-02-FULL-40-12","f__GWA2-44-9","f__GWA2-44-9","f__GWA2-44-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072","bOTU_6510","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__WO2-44-18","g__JAHFLQ01","s__JAHFLQ01 sp023244815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1073","bOTU_6511","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1074","bOTU_6512","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","g__JAKALF01","s__JAKALF01 sp021813265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"1075","bOTU_6513","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1076","bOTU_6514","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","f__GWB1-50-10","f__GWB1-50-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1077","bOTU_6515","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","g__JASEHZ01","s__JASEHZ01 sp030017555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"1078","bOTU_6516","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__2-01-FULL-56-20","g__REEB91","s__REEB91 sp018971305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1079","bOTU_6517","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__2-01-FULL-56-20","g__REEB91","s__REEB91 sp018971305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"1080","bOTU_6518","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__2-01-FULL-56-20","g__REEB91","s__REEB91 sp018971305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081","bOTU_6519","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__2-01-FULL-56-20","f__2-01-FULL-56-20","f__2-01-FULL-56-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082","bOTU_6520","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__2-01-FULL-56-20","g__VGJV01","s__VGJV01 sp024654525",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083","bOTU_6521","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__02-FULL-45-10c","f__02-FULL-45-10c","f__02-FULL-45-10c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","bOTU_6522","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","g__CAIKKG01","s__CAIKKG01 sp903827975",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1085","bOTU_6523","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__WO2-44-18","g__2011-GWA2-47-8b","s__2011-GWA2-47-8b sp001003205",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086","bOTU_6524","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","f__GWB1-50-10","f__GWB1-50-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1087","bOTU_6525","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-45-9","g__GWB1-45-9","s__GWB1-45-9 sp001793855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1088","bOTU_6526","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__2-01-FULL-56-20","g__REEB91","s__REEB91 sp018971305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1089","bOTU_6527","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__2-01-FULL-56-20","g__REEB91","s__REEB91 sp018971305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1090","bOTU_6528","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Paceibacterales","f__UBA10102","g__JACQLT01","s__JACQLT01 sp016203945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1091","bOTU_6529","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Paceibacterales","o__Paceibacterales","o__Paceibacterales","o__Paceibacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"1092","bOTU_6530","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","g__JASEHZ01","s__JASEHZ01 sp030017555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1093","bOTU_6531","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__WO2-44-18","g__JAHFLQ01","s__JAHFLQ01 sp023244815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"1094","bOTU_6532","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__2-01-FULL-56-20","f__2-01-FULL-56-20","f__2-01-FULL-56-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095","bOTU_6533","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JACQLN01","f__JACQLN01","g__JACQLN01","s__JACQLN01 sp943359335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1096","bOTU_6534","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Paceibacterales","f__UBA5633","g__JAQTRG01","s__JAQTRG01 sp028711945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"1097","bOTU_6535","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","g__JASEHZ01","s__JASEHZ01 sp030017555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1098","bOTU_6536","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099","bOTU_6537","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","f__GWB1-50-10","f__GWB1-50-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1100","bOTU_6538","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","f__GWB1-50-10","f__GWB1-50-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1101","bOTU_6539","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__GWB1-50-10","f__GWB1-50-10","f__GWB1-50-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102","bOTU_6540","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","o__UBA6257","o__UBA6257","o__UBA6257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1103","bOTU_6541","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Paceibacterales","f__GWA2-46-15","g__GWA2-46-15","g__GWA2-46-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104","bOTU_6542","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__JAAZHW01","g__JAKLFS01","s__JAKLFS01 sp022711075",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1105","bOTU_6543","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__JAAZHW01","g__JAKLFS01","s__JAKLFS01 sp022711075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
