"","Kingdom","Phylum","Class","Order","Family","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"70","d__Bacteria","p__Omnitrophota","c__Koll11","o__Pluralincolimonadales","f__Pluralincolimonadaceae",0,0,0,0,0,0,0,0,0.0297330394541017,0.103417403270267,0,0.0077837670476349,0,0,0,0,0,0,0,0,"aOTU_70"
"71","d__Bacteria","p__Methylomirabilota","c__Methylomirabilia","o__Methylomirabilales","f__CSP1-5",0,0,0,0,0,0,0,0,0,0,0,0.0080139523798054,0,0,0,0,0,0,0,0,"aOTU_71"
"72","d__Bacteria","p__Planctomycetota","c__Brocadiia","o__Brocadiales","f__Brocadiaceae",0,0,0,0,0,0,0,0,0,0.0080088653307905,0,0.006295068431967,0,0,0,0,0,0,0,0,"aOTU_72"
"73","d__Bacteria","p__Methylomirabilota","c__Methylomirabilia","o__Rokubacteriales","f__CSP1-6",0,0,0.0068383279667549,0,0,0,0,0,0,0,0,0.0110163697559423,0,0,0,0,0,0,0,0,"aOTU_73"
"74","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__SCGC-AAA011-G17","f__GW2011-AR18",0,0,0,0,0,0,0,0,0,0,0,0.0038130700676938,0,0,0,0,0,0,0,0,"aOTU_74"
"75","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA6257","f__JACOXY01",0,0,0,0,0,0,0,0,0,0,0,0.00219426669906,0,0,0,0,0,0,0,0,"aOTU_75"
"76","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhizobiales","f__Aestuariivirgaceae",0,0,0.245531999997243,0.0018531081652514,0.0187769288892166,0,0.0353168834739248,0,0,0.0017704807750772,0,0.0012885374572587,0,0,0,0,0.0032569775417621,0,0,0,"aOTU_76"
"77","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__SG8-39",0,0,0.0007436557721217,0.0005418444927635,0.0067488191993683,0,0.0013781879809502,0,0,0.0003304475149667,0,0.0009507655024433,0,0,0,0,0,0,0,0,"aOTU_77"
"78","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Acidiferrobacterales","f__UBA6901",0,0,0,0,0,0,0,0,0,0,0,0.0008181587349973,0,0,0,0,0,0,0,0,"aOTU_78"
"79","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Acidoferrales","f__2-02-FULL-67-57",0,0,0,0,0,0,0,0,0,0,0,0.000745600315074,0,0,0,0,0,0,0,0,"aOTU_79"
"80","d__Bacteria","p__Cyanobacteriota","c__Vampirovibrionia","o__2-02-FULL-35-15","f__2-02-FULL-35-15",0,0,0,0,0,0,0,0,0,0,0,0.0007230821847529,0,0,0,0,0,0,0,0,"aOTU_80"
"81","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__SCGC-AAA011-G17","f__GW2011-AR17",0,0,0,0,0,0,0,0,0,0,0,0.0005229210263438,0,0,0,0,0,0,0,0,"aOTU_81"
"82","d__Bacteria","p__Methylomirabilota","c__Methylomirabilia","o__Methylomirabilales","f__2-02-FULL-66-22",0,0,0,0,0,0,0,0,0.0023288704630544,0.0030373722062594,0,0.0005179169973836,0,0,0,0,0,0,0,0,"aOTU_82"
"83","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0.0004078283602585,0,0,0,0,0,0,0,0,"aOTU_83"
