"","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"38","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Reyranellales","f__Reyranellaceae","g__Reyranella","s__",0.0044739801740892,0,0,0.0001770025343027,0.000794990940874,0,0.0018811286185482,0.0002729739851989,0,0.0043612737518449,0,0,0.0007044752727731,0,0.0047754499479332,0,0,0,4.59982658571325e-05,0,"aOTU_38"
"39","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Flavobacterium orientale",0.0032277677034519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005148254590708,0,0,0,0,0,"aOTU_39"
"40","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Propionibacteriaceae","g__Cutibacterium","s__Cutibacterium acnes",0.0029181496983246,0,0.0041446415032918,0,0.0055133137977502,0,0.0002743312568716,0,0,0.0050242802674969,0,0.0005954794462671,0.0041704936148168,0,0,0,0.006642336374802,0,0,0,"aOTU_40"
"41","d__Bacteria","p__Nitrospirota","c__Thermodesulfovibrionia","o__Thermodesulfovibrionales","f__UBA1546","g__SCSY01","s__SCSY01 sp919901705",0.0027788215960173,0,0.0355665767280089,0.0193221746119493,0.0005368769990318,0,0.919884957863276,0,0.0542384099202258,0.0288481736308793,0,0,0.0003898096509344,0,0,0,0.32525958324729,0,0.0819505104510672,0,"aOTU_41"
"42","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JAHIHE01","f__JAHIHE01","g__JAHIHE01","s__JAHIHE01 sp018899995",0.0024305013402491,0,0,0,0,0,0,0,0,0.0323648530952694,0,0,0,0,0,0,0,0,0,0,"aOTU_42"
"43","d__Bacteria","p__Bacillota_D","c__Dethiobacteria","o__Dethiobacterales","f__Dethiobacteraceae","g__UBA7523","s__UBA7523 sp018335855",0.0023995395397364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_43"
"44","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__UBA5619","g__JAHJXP01","s__JAHJXP01 sp018827585",0.0022911732379418,0,0.0016757043398476,0,0.0055546120284449,0,9.14437522905397e-05,0.0010476298891419,0.0988525629466284,0,0,0,0,0,0,0,0.0603866521603323,0,0.0039834498232276,0.0103717117703178,"aOTU_44"
"45","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Thiobacillaceae","g__Thiobacillus","s__Thiobacillus denitrificans_C",0.0021982878364036,0,0.0001024592397145,0.0055773859788464,0.0002959706533124,0,0,0,0,0,0,0,0.0001596810618285,0,0,0,0,0,0,0,"aOTU_45"
"46","d__Bacteria","p__Bacillota_B","c__TC1","o__TC1","f__TC1","g__WTXA01","s__",0.0020279979335836,0,0,0,0,0,0,0,0,0,0,0,0.0002301285891058,0,0,0,0,0,0,0,"aOTU_46"
"47","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Lutibacter","s__Lutibacter sp030683995",0.0019196316317891,0.53001421597883,0,0.0300868185348525,0,0,0.0642588310738806,0,0,0,3.96372443079715,0.0004678767077813,0,0.0895100760781541,0.176150193711403,0.0012983947000412,0.0029025335419302,0,0.0742228017870689,0,"aOTU_47"
"48","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Rhodococcus","s__Rhodococcus sp001942265",0.0016641967775591,0,0,0,0,0,0,0,0,0,0,0,0.0123142277680741,0.0129992191124531,0,0,0,0,0.004779219822556,0,"aOTU_48"
"49","d__Bacteria","p__Bacteroidota","c__UBA10030","o__UBA10030","f__BY39","g__JAHJRJ01","s__JAHJRJ01 sp018830765",0.0014087619233291,0,0.001821130357507,0.0015894105121065,0.005151954279171,0,0,0.0028625380069511,0.0083184917925063,0,0,0,0,0,0.0027161481116497,0,0,0,0.011789355539183,0,"aOTU_49"
"50","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Methylococcales","f__Methylomonadaceae","g__JABFRC01","s__JABFRC01 sp030693065",0.00127717427115,0.0301713860129012,0,0.0215003894728589,0,19.0767,0,0.784792829771704,0,0,5.80433191884212,0.0022317969162617,0,0.0016002181725649,12.149676679149,0.068410761928398,0.0063492921229725,1.07850007138396,0,0,"aOTU_50"
"51","d__Bacteria","p__Nitrospirota","c__Nitrospiria","o__Nitrospirales","f__Nitrospiraceae","g__Nitrospira_D","s__Nitrospira_D sp030653545",0.0010139989667918,0.0007865416974657,0.089565901194342,0.0837221987252103,0.0116392180174726,0,0.587258308906438,0,0.0088469426099804,0,0,0,0,0,0,0,0,0,0.739307127988762,0,"aOTU_51"
"52","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Parvibaculales","f__Parvibaculaceae","g__Parvibaculum","s__Parvibaculum sp019635935",0.0008282281637154,0,0,0,0.0062257082772347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_52"
"53","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudohongiellaceae","g__Pseudohongiella","s__Pseudohongiella sp004535785",0.0008050068133309,0.0002828015092011,0,0.0004370878908292,3.09736730210686e-05,0,0,0,0,0.000351562372153,0,0,0,0.0036158121260935,0,0,0,0,0,0,"aOTU_53"
"54","d__Bacteria","p__Nitrospirota","c__Thermodesulfovibrionia","o__Thermodesulfovibrionales","f__UBA1546","g__UBA1546","s__UBA1546 sp001871685",0.0008050068133309,0,0.0015203629118933,0.0013618358251458,0,0,0.0016721143275984,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_54"
"55","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Cyclobacteriaceae","g__Algoriphagus","s__Algoriphagus sp030694375",0.0007817854629463,0.334704423686763,0,0.0114256942040747,0.0063220708155225,0,1.02273958410036,3.68883763782364e-05,0,0,0,0,0.0090501590042253,2.01724864721344,0.0727412868463061,0.170099252725255,0,0.0722816675041106,0.319917939036356,0.0029579778392573,"aOTU_55"
"56","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Rhodococcus","s__Rhodococcus sp001647195",0.0007198618619209,0,0,0,0,0,0,0,0,0,0,0,0.0049125409021378,0,0,0,0,0,0,0,"aOTU_56"
