"","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"574","k__Bacteria|p__Pseudomonadota|c__CFGB42689|o__OFGB42689|f__FGB42689|g__GGB12357|s__GGB12357_SGB19197",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,0,0,0,0,0,"bOTU_574"
"575","k__Bacteria|p__Actinomycetota|c__CFGB33775|o__OFGB33775|f__FGB33775|g__GGB120602|s__GGB120602_SGB154431",NA,NA,NA,NA,NA,NA,0,0,6352,0,8373,0,0,8682,0,0,0,0,0,0,7084,0,0,0,0,0,"bOTU_575"
"576","k__Bacteria|p__Pseudomonadota|c__CFGB74353|o__OFGB74353|f__FGB74353|g__GGB106107|s__GGB106107_SGB189601",NA,NA,NA,NA,NA,NA,0,0,1543,3479,1298,0,0,11878,0,49782,0,0,0,0,1501,1261,0,2911,0,0,"bOTU_576"
"577","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_sediminis",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7381,0,0,0,0,0,"bOTU_577"
"578","k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__GGB2560|s__GGB2560_SGB3473",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19891,0,0,0,0,0,"bOTU_578"
"579","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Aliihoeflea|s__Aliihoeflea_sp_2WW",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9963,0,0,12232,0,0,"bOTU_579"
"580","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp_M20",NA,NA,NA,NA,NA,NA,0,0,11880,0,37673,0,31546,0,0,19774,0,0,0,0,5757,0,0,0,0,0,"bOTU_580"
"581","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_schleiferi",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25698,0,0,0,0,0,"bOTU_581"
"582","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB40645|s__GGB40645_SGB64801",NA,NA,NA,NA,NA,NA,0,0,0,9490,0,0,0,0,0,0,0,0,0,0,10316,0,0,0,0,0,"bOTU_582"
"583","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter|s__Methylobacter_tundripaludum",NA,NA,NA,NA,NA,NA,0,0,43939,3358788,256167,0,0,0,0,0,0,0,0,0,34792,0,685363,0,150653,0,"bOTU_583"
"584","k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB86280|o__OFGB86280|f__FGB86280|g__GGB106818|s__GGB106818_SGB189640",NA,NA,NA,NA,NA,NA,0,0,0,8001,0,0,0,10391,0,26505,0,0,0,0,3173,0,0,0,0,0,"bOTU_584"
"585","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_SGB185069",NA,NA,NA,NA,NA,NA,0,0,0,0,0,11768,0,0,0,0,0,0,0,0,8472,0,0,0,0,0,"bOTU_585"
"586","k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__GGB2560|s__GGB2560_SGB78216",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34109,0,0,0,0,0,"bOTU_586"
"587","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Rhizorhabdus|s__Rhizorhabdus_phycosphaerae",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6658,0,0,0,0,0,"bOTU_587"
"588","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_aurantiaca|t__SGB11740",NA,NA,NA,NA,NA,NA,0,0,10846,0,12674,0,0,0,0,15980,0,0,0,0,170968,0,0,0,0,0,"bOTU_588"
"589","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Stutzerimonas|s__Stutzerimonas_stutzeri|t__SGB12382",NA,NA,NA,NA,NA,NA,0,0,17415,0,15906,0,20698,0,0,0,0,0,0,0,78497,0,0,0,0,0,"bOTU_589"
"590","k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Rhabdobacter|s__Rhabdobacter_roseus|t__SGB84591",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42819,0,0,0,0,0,"bOTU_590"
"591","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_diminuta|t__SGB31770",NA,NA,NA,NA,NA,NA,0,0,18593,0,0,0,11244,0,0,0,0,0,0,0,18279,0,0,0,0,0,"bOTU_591"
"592","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_aurantiacum|t__SGB16918",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19585,0,0,9560,0,0,"bOTU_592"
"593","k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB25749|o__OFGB25749|f__FGB25749|g__GGB140569|s__GGB140569_SGB155797|t__SGB155797",NA,NA,NA,NA,NA,NA,0,0,0,20926,0,0,0,190292,36544,67698,0,0,0,0,8545,0,3843,0,6797,0,"bOTU_593"
"594","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnobacter|s__Limnobacter_profundi|t__SGB24795",NA,NA,NA,NA,NA,NA,0,0,0,0,12438,0,255416,0,0,0,0,0,0,0,19234,0,0,0,0,0,"bOTU_594"
"595","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_lacus|t__SGB16929",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,11152,0,0,0,0,15262,0,0,0,13698,0,"bOTU_595"
"596","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__GGB7913|s__GGB7913_SGB138311|t__SGB138311",NA,NA,NA,NA,NA,NA,0,0,52290,0,241863,0,19412,0,0,0,0,0,0,0,36095,0,0,11677,0,0,"bOTU_596"
"597","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_sp_D43FB|t__SGB11604",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,23783,0,0,0,0,16843,0,0,0,0,0,"bOTU_597"
"598","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Methyloversatilis|s__Methyloversatilis_discipulorum|t__SGB22634",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21635,0,0,0,0,0,"bOTU_598"
"599","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_BR1|t__SGB34928",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10358,0,0,0,7011,0,"bOTU_599"
"600","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_SGB11737|t__SGB11737",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,10428,0,0,10471,0,0,0,0,14094,0,0,0,0,0,"bOTU_600"
"601","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Xanthobacter|s__Xanthobacter_tagetidis|t__SGB31904",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10368,0,0,0,0,0,"bOTU_601"
"602","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_diminuta|t__SGB11731",NA,NA,NA,NA,NA,NA,0,0,0,0,13400,0,14546,0,0,0,0,0,0,0,12755,0,0,0,0,0,"bOTU_602"
"603","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_oryzihabitans|t__SGB11090",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18803,0,0,0,0,0,"bOTU_603"
"604","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_rhizophilum|t__SGB89625",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12218,0,0,0,0,0,"bOTU_604"
"605","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_SGB107694|t__SGB107694",NA,NA,NA,NA,NA,NA,0,0,0,0,0,6695,0,0,0,12328,0,0,0,0,12038,0,0,0,0,0,"bOTU_605"
"606","k__Bacteria|p__Caldisericota|c__CFGB86176|o__OFGB86176|f__FGB86176|g__GGB106514|s__GGB106514_SGB190635|t__SGB190635",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7460,0,0,0,0,0,1850,0,0,0,0,0,"bOTU_606"
"607","k__Bacteria|p__Pseudomonadota|c__CFGB42689|o__OFGB42689|f__FGB42689|g__GGB12357|s__GGB12357_SGB19197|t__SGB19197",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,0,0,0,0,0,"bOTU_607"
"608","k__Bacteria|p__Actinomycetota|c__CFGB33775|o__OFGB33775|f__FGB33775|g__GGB120602|s__GGB120602_SGB154431|t__SGB154431",NA,NA,NA,NA,NA,NA,0,0,6352,0,8373,0,0,8682,0,0,0,0,0,0,7084,0,0,0,0,0,"bOTU_608"
"609","k__Bacteria|p__Pseudomonadota|c__CFGB74353|o__OFGB74353|f__FGB74353|g__GGB106107|s__GGB106107_SGB189601|t__SGB189601",NA,NA,NA,NA,NA,NA,0,0,1543,3479,1298,0,0,11878,0,49782,0,0,0,0,1501,1261,0,2911,0,0,"bOTU_609"
"610","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_sediminis|t__SGB34982",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7381,0,0,0,0,0,"bOTU_610"
"611","k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__GGB2560|s__GGB2560_SGB3473|t__SGB3473",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19891,0,0,0,0,0,"bOTU_611"
"612","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Aliihoeflea|s__Aliihoeflea_sp_2WW|t__SGB32167",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9963,0,0,12232,0,0,"bOTU_612"
"613","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp_M20|t__SGB89361",NA,NA,NA,NA,NA,NA,0,0,11880,0,37673,0,31546,0,0,19774,0,0,0,0,5757,0,0,0,0,0,"bOTU_613"
"614","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_schleiferi|t__SGB23851",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25698,0,0,0,0,0,"bOTU_614"
"615","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB40645|s__GGB40645_SGB64801|t__SGB64801",NA,NA,NA,NA,NA,NA,0,0,0,9490,0,0,0,0,0,0,0,0,0,0,10316,0,0,0,0,0,"bOTU_615"
"616","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter|s__Methylobacter_tundripaludum|t__SGB13786",NA,NA,NA,NA,NA,NA,0,0,43939,1451814,256167,0,0,0,0,0,0,0,0,0,34792,0,615862,0,143824,0,"bOTU_616"
"617","k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB86280|o__OFGB86280|f__FGB86280|g__GGB106818|s__GGB106818_SGB189640|t__SGB189640",NA,NA,NA,NA,NA,NA,0,0,0,8001,0,0,0,10391,0,26505,0,0,0,0,3173,0,0,0,0,0,"bOTU_617"
"618","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_SGB185069|t__SGB185069",NA,NA,NA,NA,NA,NA,0,0,0,0,0,11768,0,0,0,0,0,0,0,0,8472,0,0,0,0,0,"bOTU_618"
"619","k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__GGB2560|s__GGB2560_SGB78216|t__SGB78216",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34109,0,0,0,0,0,"bOTU_619"
"620","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Rhizorhabdus|s__Rhizorhabdus_phycosphaerae|t__SGB90136",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6658,0,0,0,0,0,"bOTU_620"
"621","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB26517|o__OFGB26517|f__FGB26517|g__GGB139209|s__GGB139209_SGB167673",NA,NA,NA,NA,NA,NA,0,218063,9220,0,20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_621"
"622","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_shahriarae",NA,NA,NA,NA,NA,NA,0,201624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47980,0,0,"bOTU_622"
"623","k__Bacteria|p__Chloroflexota|c__Chloroflexota_unclassified|o__Chloroflexota_unclassified|f__Chloroflexota_unclassified|g__GGB127347|s__GGB127347_SGB169446",NA,NA,NA,NA,NA,NA,0,7125,6487,0,68411,0,0,4889,123824,0,0,0,0,0,0,0,0,0,0,0,"bOTU_623"
"624","k__Archaea|p__Methanobacteriota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_sp_1_H_A_2_2",NA,NA,NA,NA,NA,NA,0,13135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_624"
"625","k__Bacteria|p__Firmicutes|c__CFGB5125|o__OFGB5125|f__FGB5125|g__GGB14640|s__GGB14640_SGB76351",NA,NA,NA,NA,NA,NA,0,5123,0,0,0,10659,0,5312,9845,0,0,0,0,0,0,0,0,0,0,0,"bOTU_625"
"626","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__GGB125059|s__GGB125059_SGB162706",NA,NA,NA,NA,NA,NA,0,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_626"
"627","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas|s__Desulfuromonas_acetexigens",NA,NA,NA,NA,NA,NA,0,4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_627"
"628","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB26517|o__OFGB26517|f__FGB26517|g__GGB139209|s__GGB139209_SGB167673|t__SGB167673",NA,NA,NA,NA,NA,NA,0,218063,9220,0,20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_628"
"629","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_shahriarae|t__SGB12163",NA,NA,NA,NA,NA,NA,0,201624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47980,0,0,"bOTU_629"
"630","k__Bacteria|p__Chloroflexota|c__Chloroflexota_unclassified|o__Chloroflexota_unclassified|f__Chloroflexota_unclassified|g__GGB127347|s__GGB127347_SGB169446|t__SGB169446",NA,NA,NA,NA,NA,NA,0,7125,6487,0,68411,0,0,4889,123824,0,0,0,0,0,0,0,0,0,0,0,"bOTU_630"
"631","k__Archaea|p__Methanobacteriota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_sp_1_H_A_2_2|t__SGB594",NA,NA,NA,NA,NA,NA,0,13135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_631"
"632","k__Bacteria|p__Firmicutes|c__CFGB5125|o__OFGB5125|f__FGB5125|g__GGB14640|s__GGB14640_SGB76351|t__SGB76351",NA,NA,NA,NA,NA,NA,0,5123,0,0,0,10659,0,5312,9845,0,0,0,0,0,0,0,0,0,0,0,"bOTU_632"
"633","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__GGB125059|s__GGB125059_SGB162706|t__SGB162706",NA,NA,NA,NA,NA,NA,0,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_633"
"634","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas|s__Desulfuromonas_acetexigens|t__SGB33449",NA,NA,NA,NA,NA,NA,0,4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_634"
"635","k__Bacteria|p__Pseudomonadota|c__CFGB90334|o__OFGB90334|f__FGB90334|g__GGB122650|s__GGB122650_SGB162661",NA,NA,NA,NA,NA,NA,0,0,2485478,0,10230189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_635"
"636","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Gallionella|s__Gallionella_SGB24822",NA,NA,NA,NA,NA,NA,0,0,768794,0,116042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_636"
"637","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium|s__Undibacterium_umbellatum",NA,NA,NA,NA,NA,NA,0,0,847360,0,54445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_637"
"638","k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Leadbetterellaceae|g__Lacihabitans|s__Lacihabitans_sp_CS3_21",NA,NA,NA,NA,NA,NA,0,0,595709,0,18436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_638"
"639","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_aromaticivorans",NA,NA,NA,NA,NA,NA,0,0,513138,0,24246,0,21353,0,0,0,0,0,0,0,0,0,3399329,0,571095,0,"bOTU_639"
"640","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB8477|s__GGB8477_SGB13187",NA,NA,NA,NA,NA,NA,0,0,2586707,104130,49734,0,1224304,0,0,0,0,0,0,0,0,0,0,0,319321,0,"bOTU_640"
"641","k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__GGB14036|s__GGB14036_SGB78242",NA,NA,NA,NA,NA,NA,0,0,138330,0,16971,0,387585,0,0,0,0,0,0,0,0,0,0,117898,292861,0,"bOTU_641"
"642","k__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__GGB6360|s__GGB6360_SGB54434",NA,NA,NA,NA,NA,NA,0,0,138851,0,9504,0,6426,0,0,8870,0,0,0,0,0,0,8396,0,0,0,"bOTU_642"
"643","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Curvibacter|s__Curvibacter_SGB22463",NA,NA,NA,NA,NA,NA,0,0,933724,0,184138,0,23757,0,0,0,0,0,0,0,0,0,22873,0,0,0,"bOTU_643"
"644","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB5129|o__OFGB5129|f__FGB5129|g__GGB33353|s__GGB33353_SGB167666",NA,NA,NA,NA,NA,NA,0,0,165657,5743,6418,0,33622,0,8407,0,0,0,0,0,0,0,0,0,8196,0,"bOTU_644"
"645","k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurimonadaceae|g__GGB140791|s__GGB140791_SGB19278",NA,NA,NA,NA,NA,NA,0,0,33337,0,63071,0,53212,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_645"
"646","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylophilus|s__Methylophilus_methylotrophus",NA,NA,NA,NA,NA,NA,0,0,31362,0,33225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_646"
"647","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB11088|o__OFGB11088|f__FGB11088|g__GGB33037|s__GGB33037_SGB167762",NA,NA,NA,NA,NA,NA,0,0,66032,20189,0,0,0,0,16082,0,0,0,0,0,0,0,0,0,0,0,"bOTU_647"
"648","k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB1032|o__OFGB1032|f__FGB1032|g__GGB2690|s__GGB2690_SGB3630",NA,NA,NA,NA,NA,NA,0,0,26603,0,7727,0,9025,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_648"
"649","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Methylovirgula|s__Methylovirgula_sp_HY1",NA,NA,NA,NA,NA,NA,0,0,31543,0,5809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_649"
"650","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_tructae",NA,NA,NA,NA,NA,NA,0,0,48281,0,15929,0,0,0,0,0,0,0,0,0,0,0,19594,0,0,0,"bOTU_650"
"651","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB134097|s__GGB134097_SGB178452",NA,NA,NA,NA,NA,NA,0,0,23716,0,538906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_651"
"652","k__Bacteria|p__Nitrospirota|c__CFGB6263|o__OFGB6263|f__FGB6263|g__GGB63478|s__GGB63478_SGB85787",NA,NA,NA,NA,NA,NA,0,0,30015,4930,5655,0,0,0,0,0,0,0,0,0,0,0,6738,0,0,0,"bOTU_652"
"653","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB8477|s__GGB8477_SGB179631",NA,NA,NA,NA,NA,NA,0,0,762966,45574,17791,0,539490,0,0,0,0,0,0,0,0,0,0,0,248295,0,"bOTU_653"
"654","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium|s__Undibacterium_aquatile",NA,NA,NA,NA,NA,NA,0,0,29803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_654"
"655","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB8477|s__GGB8477_SGB13188",NA,NA,NA,NA,NA,NA,0,0,1453390,77302,0,0,1559127,0,0,0,0,0,0,0,0,0,0,0,440047,0,"bOTU_655"
"656","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB73296|s__GGB73296_SGB57043",NA,NA,NA,NA,NA,NA,0,0,40006,0,8482,0,22441,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_656"
"657","k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified|o__Polyangiales|f__Polyangiaceae|g__GGB45095|s__GGB45095_SGB103301",NA,NA,NA,NA,NA,NA,0,0,55897,0,0,0,855004,0,0,0,0,0,0,0,0,0,77437,0,478196,0,"bOTU_657"
"658","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae|g__Iamia|s__Iamia_sp_SCSIO_61187",NA,NA,NA,NA,NA,NA,0,0,27129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13991,0,"bOTU_658"
"659","k__Bacteria|p__Candidatus_Roizmanbacteria|c__CFGB41011|o__OFGB41011|f__FGB41011|g__GGB12634|s__GGB12634_SGB19612",NA,NA,NA,NA,NA,NA,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_659"
"660","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB11088|o__OFGB11088|f__FGB11088|g__GGB33037|s__GGB33037_SGB55113",NA,NA,NA,NA,NA,NA,0,0,54892,15641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_660"
"661","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__GGB132097|s__GGB132097_SGB184037",NA,NA,NA,NA,NA,NA,0,0,10398,8683,194971,0,68003,0,0,0,0,0,0,0,0,0,0,0,20573,0,"bOTU_661"
"662","k__Bacteria|p__Pseudomonadota|c__CFGB36348|o__OFGB36348|f__FGB36348|g__GGB36348|s__GGB36348_SGB57146",NA,NA,NA,NA,NA,NA,0,0,16516,0,0,0,25572,0,0,0,0,0,0,0,0,0,7013,0,10994,0,"bOTU_662"
"663","k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae|g__GGB74605|s__GGB74605_SGB55804",NA,NA,NA,NA,NA,NA,0,0,9251,8689,19608,0,4883,0,0,0,0,0,0,0,0,0,4710,0,0,0,"bOTU_663"
"664","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__GGB134506|s__GGB134506_SGB179851",NA,NA,NA,NA,NA,NA,0,0,29496,0,145390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_664"
