"","Kingdom","Phylum","Class","Order","Family","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"115","k__Bacteria","p__Chloroflexota","c__Chloroflexota_unclassified","o__Chloroflexota_unclassified","f__Chloroflexota_unclassified",0,7125,27767,124953,150702,0,0,4889,133519,0,0,0,11878,0,0,0,0,0,0,0,"bOTU_115"
"116","k__Bacteria","p__Actinomycetota","c__CFGB32794","o__OFGB32794","f__FGB32794",0,0,18231,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,"bOTU_116"
"117","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingosinicellaceae",0,0,27209,0,9818,0,0,0,0,0,0,0,13355,0,0,0,0,0,0,0,"bOTU_117"
"118","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB25829","o__OFGB25829","f__FGB25829",0,0,0,0,0,0,0,0,0,0,0,0,7851,0,0,0,5002,0,0,0,"bOTU_118"
"119","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfobaccia","o__Desulfobaccales","f__Desulfobaccaceae",0,0,101722,133648,13733,0,130256,75041,71153,0,0,0,16776,11474,0,0,46702,0,163820,0,"bOTU_119"
"120","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Sulfuricellaceae",0,0,20066,3598,0,0,6119,0,0,2841885,0,0,26033,73965,0,0,0,0,48712,0,"bOTU_120"
"121","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae",0,0,38321,0,7798,0,0,0,0,0,0,0,15651,0,0,0,0,0,0,0,"bOTU_121"
"122","k__Bacteria","p__Bacteroidota","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae",0,0,68917,0,0,0,1439829,0,0,0,0,0,40773,0,0,0,0,0,121201,0,"bOTU_122"
"123","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Microbacteriaceae",0,0,11632,0,0,0,0,0,0,11152,0,0,15842,0,78284,69938,0,24167,25955,0,"bOTU_123"
"124","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae",0,0,0,0,0,0,0,0,0,0,0,0,7531,0,0,0,3311,0,0,0,"bOTU_124"
"125","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB14692","o__OFGB14692","f__FGB14692",0,0,0,0,0,0,0,0,0,0,0,0,15456,0,0,0,13029,0,0,0,"bOTU_125"
"126","k__Bacteria","p__Planctomycetota","c__CFGB34599","o__OFGB34599","f__FGB34599",0,0,4341,0,0,0,0,0,5158,0,0,0,3336,0,0,0,0,0,0,0,"bOTU_126"
"127","k__Bacteria","p__Thermomicrobiota","c__CFGB2607","o__OFGB2607","f__FGB2607",0,0,119297,13071,115235,0,10547,9253,11820,12337,0,0,8178,0,8901,0,9940,0,20734,0,"bOTU_127"
"128","k__Archaea","p__Methanobacteriota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanoregulaceae",0,0,0,0,0,0,6395,0,0,302550,0,0,9215,52822,0,0,31659,0,26025,657235,"aOTU_128"
"129","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae",0,0,13005,0,93312,0,843889,0,0,0,0,0,0,16149,19234,0,0,0,162600,0,"bOTU_129"
"130","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Rhodocyclales","f__Azonexaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,28703,0,0,9536,0,0,0,"bOTU_130"
"131","k__Bacteria","p__Gemmatimonadota","c__CFGB81127","o__OFGB81127","f__FGB81127",0,7474,7082,0,0,0,0,0,0,0,0,0,0,8565,0,0,0,0,0,0,"bOTU_131"
"132","k__Bacteria","p__Firmicutes","c__CFGB94245","o__OFGB94245","f__FGB94245",0,0,0,0,0,0,0,0,0,0,0,0,0,15598,0,0,0,0,0,0,"bOTU_132"
"133","k__Bacteria","p__Spirochaetota","c__CFGB72944","o__OFGB72944","f__FGB72944",0,0,0,0,0,0,0,0,0,0,0,0,0,6323,0,0,0,0,0,0,"bOTU_133"
"134","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB49832","o__OFGB49832","f__FGB49832",0,0,0,0,0,0,0,0,0,0,0,0,0,4780,0,0,0,0,0,0,"bOTU_134"
"135","k__Bacteria","p__Actinomycetota","c__Nitriliruptoria","o__Nitriliruptorales","f__Nitriliruptoraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,7933,0,0,0,0,0,0,"bOTU_135"
"136","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Dietziaceae",0,0,30914,0,0,0,0,0,0,0,0,0,0,12205,0,0,0,0,13026,0,"bOTU_136"
"137","k__Bacteria","p__Bacteroidota","c__CFGB87139","o__OFGB87139","f__FGB87139",0,0,0,0,0,0,0,0,0,0,0,0,0,6804,0,0,10365,0,0,0,"bOTU_137"
"138","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Phyllobacteriaceae",0,0,23593,0,0,0,0,0,0,0,0,0,0,9403,9963,0,0,12232,6244,0,"bOTU_138"
"139","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Micrococcaceae",0,0,5042,0,0,0,0,0,0,0,0,0,0,4679,0,0,37119,0,5679,0,"bOTU_139"
"140","k__Bacteria","p__Firmicutes","c__CFGB5517","o__OFGB5517","f__FGB5517",0,0,0,0,0,0,0,0,0,0,0,0,0,7666,0,0,0,0,0,0,"bOTU_140"
"141","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Cellulomonadaceae",0,0,0,0,0,0,0,0,0,21734,0,0,0,4483,0,0,0,0,0,0,"bOTU_141"
"142","k__Bacteria","p__Bacteroidota","c__Cytophagia","o__Cytophagales","f__Cytophagaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42819,0,0,0,0,4627,"bOTU_142"
"143","k__Bacteria","p__Candidatus_Omnitrophota","c__CFGB25749","o__OFGB25749","f__FGB25749",0,0,0,20926,0,0,0,190292,36544,67698,0,0,0,0,8545,0,3843,0,6797,0,"bOTU_143"
"144","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Xanthobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10368,0,0,9858,87443,0,"bOTU_144"
"145","k__Bacteria","p__Caldisericota","c__CFGB86176","o__OFGB86176","f__FGB86176",0,0,0,0,0,0,0,0,7460,0,0,0,0,0,1850,0,0,0,0,0,"bOTU_145"
"146","k__Bacteria","p__Pseudomonadota","c__CFGB42689","o__OFGB42689","f__FGB42689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,0,0,0,0,0,"bOTU_146"
"147","k__Bacteria","p__Actinomycetota","c__CFGB33775","o__OFGB33775","f__FGB33775",0,0,6352,0,8373,0,0,8682,51088,0,0,0,0,0,7084,0,4671,0,0,0,"bOTU_147"
"148","k__Bacteria","p__Pseudomonadota","c__CFGB74353","o__OFGB74353","f__FGB74353",0,0,1543,3479,1298,0,0,11878,0,49782,0,0,0,0,1501,1261,0,2911,0,0,"bOTU_148"
"149","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB26517","o__OFGB26517","f__FGB26517",0,218063,9220,0,20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_149"
"150","k__Archaea","p__Methanobacteriota","c__Methanomicrobia","o__Methanosarcinales","f__Methanosarcinaceae",0,13135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_150"
"151","k__Bacteria","p__Firmicutes","c__CFGB5125","o__OFGB5125","f__FGB5125",0,5123,0,0,0,10659,0,5312,9845,0,0,0,0,0,0,0,0,0,0,0,"bOTU_151"
"152","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfuromonadia","o__Desulfuromonadales","f__Desulfuromonadaceae",0,4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_152"
"153","k__Bacteria","p__Pseudomonadota","c__CFGB90334","o__OFGB90334","f__FGB90334",0,0,2485478,0,10230189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_153"
"154","k__Bacteria","p__Bacteroidota","c__Cytophagia","o__Cytophagales","f__Leadbetterellaceae",0,0,595709,0,18436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_154"
"155","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB5129","o__OFGB5129","f__FGB5129",0,0,165657,5743,6418,0,33622,0,8407,0,0,0,0,0,0,0,0,0,8196,0,"bOTU_155"
"156","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB11088","o__OFGB11088","f__FGB11088",0,0,155197,35830,0,0,0,0,23747,0,0,0,0,0,0,0,0,0,0,0,"bOTU_156"
"157","k__Bacteria","p__Candidatus_Omnitrophota","c__CFGB1032","o__OFGB1032","f__FGB1032",0,0,26603,0,7727,0,9025,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_157"
"158","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Beijerinckiaceae",0,0,31543,0,5809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_158"
"159","k__Bacteria","p__Nitrospirota","c__CFGB6263","o__OFGB6263","f__FGB6263",0,0,30015,4930,5655,0,0,0,0,0,0,0,0,0,0,0,15727,0,0,0,"bOTU_159"
"160","k__Bacteria","p__Myxococcota","c__Myxococcota_unclassified","o__Polyangiales","f__Polyangiaceae",0,0,55897,0,0,0,855004,0,0,0,0,0,0,0,0,0,77437,0,478196,0,"bOTU_160"
"161","k__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae",0,0,52440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13991,0,"bOTU_161"
"162","k__Bacteria","p__Candidatus_Roizmanbacteria","c__CFGB41011","o__OFGB41011","f__FGB41011",0,0,8341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_162"
"163","k__Bacteria","p__Bacteroidota","c__Cytophagia","o__Cytophagales","f__Spirosomataceae",0,0,30483,0,8654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_163"
"164","k__Bacteria","p__Pseudomonadota","c__CFGB36348","o__OFGB36348","f__FGB36348",0,0,16516,0,0,0,25572,0,0,0,0,0,0,0,0,0,7013,0,10994,0,"bOTU_164"
"165","k__Bacteria","p__Bacteroidota","c__CFGB6745","o__OFGB6745","f__FGB6745",0,0,17243,0,0,0,13073,0,523091,0,0,0,0,0,0,0,37940,0,0,0,"bOTU_165"
"166","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae",0,0,31937,0,0,0,0,0,10178,0,0,0,0,0,0,0,0,39846,34907,0,"bOTU_166"
"167","k__Bacteria","p__Pseudomonadota","c__CFGB32956","o__OFGB32956","f__FGB32956",0,0,8234,0,0,0,7464,0,0,0,0,0,0,0,0,0,73614,0,5052,0,"bOTU_167"
"168","k__Bacteria","p__Pseudomonadota","c__CFGB41336","o__OFGB41336","f__FGB41336",0,0,13174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_168"
"169","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Nevskiales","f__Nevskiaceae",0,0,17434,0,804440,0,187381,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_169"
"170","k__Bacteria","p__Bacteria_unclassified","c__Bacteria_unclassified","o__Bacteria_unclassified","f__Bacteria_unclassified",0,0,19462,0,0,0,0,0,0,0,0,0,0,0,0,1642877,49311,0,0,0,"bOTU_170"
"171","k__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiia_unclassified","f__Acidimicrobiia_unclassified",0,0,32819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_171"
"172","k__Bacteria","p__Actinomycetota","c__CFGB11714","o__OFGB11714","f__FGB11714",0,0,6493,0,15795,0,7506,0,189619,0,0,0,0,0,0,0,8331,0,13127,0,"bOTU_172"
"173","k__Bacteria","p__Nitrospirota","c__CFGB75857","o__OFGB75857","f__FGB75857",0,0,5778,0,0,0,0,0,0,8998,0,0,0,0,0,0,0,0,0,0,"bOTU_173"
"174","k__Bacteria","p__Actinomycetota","c__Thermoleophilia","o__Solirubrobacterales","f__Conexibacteraceae",0,0,41941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_174"
"175","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae",0,0,6567,0,0,0,15142,0,7668,0,0,0,0,0,0,0,0,0,0,0,"bOTU_175"
"176","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Perlucidibacaceae",0,0,4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_176"
"177","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodospirillales","f__Shumkoniaceae",0,0,8676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_177"
"178","k__Bacteria","p__Actinomycetota","c__CFGB34497","o__OFGB34497","f__FGB34497",0,0,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,15434,0,3769,0,"bOTU_178"
"179","k__Bacteria","p__Chloroflexota","c__CFGB12167","o__OFGB12167","f__FGB12167",0,0,3437,0,4622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_179"
"180","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Hyphomicrobiaceae",0,0,24881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_180"
"181","k__Bacteria","p__Pseudomonadota","c__CFGB26115","o__OFGB26115","f__FGB26115",0,0,48893,121172,0,0,0,0,0,0,0,0,0,0,0,0,33053,0,0,0,"bOTU_181"
"182","k__Bacteria","p__Bacteroidota","c__CFGB4868","o__OFGB4868","f__FGB4868",0,0,9446,12968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_182"
"183","k__Bacteria","p__Actinomycetota","c__CFGB31980","o__OFGB31980","f__FGB31980",0,0,3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_183"
"184","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Geodermatophilales","f__Geodermatophilaceae",0,0,8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6900,0,"bOTU_184"
"185","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Pseudonocardiales","f__Pseudonocardiaceae",0,0,66231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_185"
"186","k__Bacteria","p__Bacteroidota","c__CFGB38603","o__OFGB38603","f__FGB38603",0,0,4445,0,0,0,0,0,0,0,0,0,0,0,0,0,3580,0,0,0,"bOTU_186"
"187","k__Bacteria","p__Nitrospirota","c__CFGB13918","o__OFGB13918","f__FGB13918",0,0,6214,0,4911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_187"
"188","k__Bacteria","p__Bacteroidota","c__CFGB7465","o__OFGB7465","f__FGB7465",0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_188"
"189","k__Bacteria","p__Candidatus_Roizmanbacteria","c__CFGB4327","o__OFGB4327","f__FGB4327",0,0,0,23776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_189"
"190","k__Bacteria","p__Kiritimatiellota","c__CFGB56764","o__OFGB56764","f__FGB56764",0,0,0,44241,0,0,0,0,67610,23430,0,0,0,0,0,0,0,0,5976,0,"bOTU_190"
"191","k__Bacteria","p__Candidatus_Saccharibacteria","c__CFGB3514","o__OFGB3514","f__FGB3514",0,0,0,3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_191"
"192","k__Bacteria","p__Candidatus_Saccharibacteria","c__CFGB3566","o__OFGB3566","f__FGB3566",0,0,0,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_192"
"193","k__Bacteria","p__Candidatus_Saccharibacteria","c__CFGB4227","o__OFGB4227","f__FGB4227",0,0,0,4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_193"
"194","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB13264","o__OFGB13264","f__FGB13264",0,0,0,8154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_194"
"195","k__Bacteria","p__Candidatus_Roizmanbacteria","c__CFGB12714","o__OFGB12714","f__FGB12714",0,0,0,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_195"
"196","k__Bacteria","p__Candidatus_Roizmanbacteria","c__Candidatus_Roizmanbacteria_unclassified","o__Candidatus_Roizmanbacteria_unclassified","f__Candidatus_Roizmanbacteria_unclassified",0,0,0,3734,0,0,0,0,0,3189,0,0,0,0,0,0,0,0,0,0,"bOTU_196"
"197","k__Bacteria","p__Planctomycetota","c__Planctomycetia","o__Planctomycetales","f__Planctomycetaceae",0,0,0,8051,0,0,19716,0,0,0,0,0,0,0,0,0,10314,0,16476,0,"bOTU_197"
"198","k__Bacteria","p__Nitrospirota","c__CFGB13538","o__OFGB13538","f__FGB13538",0,0,0,3100,0,0,0,0,0,62280,0,0,0,0,0,0,3483,0,0,0,"bOTU_198"
"199","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Rhodocyclales","f__Rhodocyclaceae",0,0,0,0,48063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_199"
"200","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Erythrobacteraceae",0,0,0,0,15250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_200"
"201","k__Bacteria","p__Chloroflexota","c__CFGB32338","o__OFGB32338","f__FGB32338",0,0,0,0,6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_201"
"202","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Acetobacterales","f__Roseomonadaceae",0,0,0,0,7469,0,5483,0,0,0,0,0,0,0,0,0,0,0,8211,0,"bOTU_202"
"203","k__Bacteria","p__Pseudomonadota","c__CFGB81068","o__OFGB81068","f__FGB81068",0,0,0,0,15163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_203"
"204","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae",0,0,0,0,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_204"
"205","k__Bacteria","p__Bacteroidota","c__CFGB87134","o__OFGB87134","f__FGB87134",0,0,0,0,0,191740,0,6178,0,0,0,0,0,0,0,0,0,0,0,71955,"bOTU_205"
"206","k__Bacteria","p__Verrucomicrobiota","c__Opitutia","o__Opitutales","f__Opitutaceae",0,0,0,0,0,0,148318,0,0,0,0,0,0,0,0,0,0,0,7376,0,"bOTU_206"
"207","k__Bacteria","p__Planctomycetota","c__CFGB10927","o__OFGB10927","f__FGB10927",0,0,0,0,0,0,9490,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_207"
"208","k__Bacteria","p__Ignavibacteriota","c__CFGB44273","o__OFGB44273","f__FGB44273",0,0,0,0,0,0,4813,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_208"
"209","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfobacteria","o__Desulfobacterales","f__Desulfobacteraceae",0,0,0,0,0,0,5812,0,0,0,0,0,0,0,0,0,11439,0,0,0,"bOTU_209"
"210","k__Bacteria","p__Mycoplasmatota","c__Mollicutes","o__Acholeplasmatales","f__Acholeplasmataceae",0,0,0,0,0,0,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_210"
"211","k__Bacteria","p__Candidatus_Saccharibacteria","c__CFGB3534","o__OFGB3534","f__FGB3534",0,0,0,0,0,0,1082,0,2421,0,0,0,0,0,0,0,3143,0,0,0,"bOTU_211"
"212","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB36043","o__OFGB36043","f__FGB36043",0,0,0,0,0,0,7176,0,8106,7556,0,0,0,0,0,0,0,0,15081,0,"bOTU_212"
"213","k__Bacteria","p__Pseudomonadota","c__CFGB2779","o__OFGB2779","f__FGB2779",0,0,0,0,0,0,0,744282,0,0,0,0,0,0,0,0,70253,0,0,0,"bOTU_213"
"214","k__Bacteria","p__Candidatus_Zixiibacteriota","c__CFGB72753","o__OFGB72753","f__FGB72753",0,0,0,0,0,0,0,0,134480,0,0,0,0,0,0,0,0,0,12851,0,"bOTU_214"
"215","k__Bacteria","p__Candidatus_Omnitrophota","c__CFGB3379","o__OFGB3379","f__FGB3379",0,0,0,0,0,0,0,0,30213,2453,0,0,0,0,0,0,0,0,0,0,"bOTU_215"
"216","k__Bacteria","p__Candidatus_Omnitrophota","c__CFGB94351","o__OFGB94351","f__FGB94351",0,0,0,0,0,0,0,0,18864,0,0,0,0,0,0,0,0,0,0,0,"bOTU_216"
"217","k__Bacteria","p__Candidatus_Saccharibacteria","c__CFGB11522","o__OFGB11522","f__FGB11522",0,0,0,0,0,0,0,0,14686,0,0,0,0,0,0,0,0,0,0,0,"bOTU_217"
"218","k__Bacteria","p__Bacteroidota","c__CFGB11592","o__OFGB11592","f__FGB11592",0,0,0,0,0,0,0,0,10524,0,0,0,0,0,0,0,0,0,0,0,"bOTU_218"
"219","k__Bacteria","p__Actinomycetota","c__Actinomycetota_unclassified","o__Candidatus_Hakubellales","f__Candidatus_Hakubellaceae",0,0,0,0,0,0,0,0,12353,0,0,0,0,0,0,0,0,0,0,0,"bOTU_219"
"220","k__Bacteria","p__Planctomycetota","c__CFGB73079","o__OFGB73079","f__FGB73079",0,0,0,0,0,0,0,0,7377,0,0,0,0,0,0,0,0,0,0,0,"bOTU_220"
"221","k__Bacteria","p__Planctomycetota","c__CFGB8476","o__OFGB8476","f__FGB8476",0,0,0,0,0,0,0,0,6389,0,0,0,0,0,0,0,0,0,0,0,"bOTU_221"
"222","k__Bacteria","p__Chloroflexota","c__CFGB31944","o__OFGB31944","f__FGB31944",0,0,0,0,0,0,0,0,5991,0,0,0,0,0,0,0,0,0,6676,0,"bOTU_222"
"223","k__Bacteria","p__Candidatus_Omnitrophota","c__CFGB94354","o__OFGB94354","f__FGB94354",0,0,0,0,0,0,0,0,2328,0,0,0,0,0,0,0,0,0,0,0,"bOTU_223"
"224","k__Bacteria","p__Planctomycetota","c__CFGB36096","o__OFGB36096","f__FGB36096",0,0,0,0,0,0,0,0,6335,0,0,0,0,0,0,0,0,0,0,0,"bOTU_224"
"225","k__Bacteria","p__Bacteroidota","c__CFGB37905","o__OFGB37905","f__FGB37905",0,0,0,0,0,0,0,0,5393,0,0,0,0,0,0,0,0,0,0,0,"bOTU_225"
"226","k__Archaea","p__Candidatus_Bathyarchaeota","c__CFGB18683","o__OFGB18683","f__FGB18683",0,0,0,0,0,0,0,0,4736,0,0,0,0,0,0,0,0,0,0,0,"aOTU_226"
"227","k__Bacteria","p__Candidatus_Saccharibacteria","c__CFGB3511","o__OFGB3511","f__FGB3511",0,0,0,0,0,0,0,0,1670,0,0,0,0,0,0,0,0,0,0,0,"bOTU_227"
"228","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfobulbia","o__Desulfobulbales","f__Desulfobulbaceae",0,0,0,0,0,0,0,0,6490,0,0,0,0,0,0,0,0,0,0,7169,"bOTU_228"
"229","k__Bacteria","p__Nitrospirota","c__CFGB5000","o__OFGB5000","f__FGB5000",0,0,0,0,0,0,0,0,4470,0,0,0,0,0,0,0,0,0,0,0,"bOTU_229"
"230","k__Bacteria","p__Planctomycetota","c__CFGB91573","o__OFGB91573","f__FGB91573",0,0,0,0,0,0,0,0,3131,0,0,0,0,0,0,0,0,0,0,0,"bOTU_230"
"231","k__Bacteria","p__Bacteroidota","c__CFGB54686","o__OFGB54686","f__FGB54686",0,0,0,0,0,0,0,0,5388,0,0,0,0,0,0,0,0,0,0,0,"bOTU_231"
"232","k__Archaea","p__Thermoplasmatota","c__CFGB9271","o__OFGB9271","f__FGB9271",0,0,0,0,0,0,0,0,0,5130,0,0,0,0,0,0,4089,0,0,0,"aOTU_232"
"233","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",0,0,0,0,0,0,0,0,0,6729,0,0,0,0,0,0,0,0,0,0,"bOTU_233"
"234","k__Bacteria","p__Candidatus_Roizmanbacteria","c__CFGB3972","o__OFGB3972","f__FGB3972",0,0,0,0,0,0,0,0,0,3002,0,0,0,0,0,0,0,0,0,0,"bOTU_234"
"235","k__Bacteria","p__Elusimicrobiota","c__CFGB3937","o__OFGB3937","f__FGB3937",0,0,0,0,0,0,0,0,0,2952,0,0,0,0,0,0,2499,0,2613,0,"bOTU_235"
"236","k__Bacteria","p__Candidatus_Omnitrophota","c__CFGB6121","o__OFGB6121","f__FGB6121",0,0,0,0,0,0,0,0,0,3882,0,0,0,0,0,0,0,0,0,0,"bOTU_236"
"237","k__Bacteria","p__Gemmatimonadota","c__CFGB24752","o__OFGB24752","f__FGB24752",0,0,0,0,0,0,0,0,0,3447,0,0,0,0,0,0,0,0,0,0,"bOTU_237"
"238","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Acidiferrobacterales","f__Acidiferrobacteraceae",0,0,0,0,0,0,0,0,0,8941,0,0,0,0,0,0,0,0,0,0,"bOTU_238"
"239","k__Bacteria","p__Actinomycetota","c__Thermoleophilia","o__Gaiellales","f__Gaiellaceae",0,0,0,0,0,0,0,0,0,9005,0,0,0,0,0,0,0,0,0,0,"bOTU_239"
"240","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Phreatobacteraceae",0,0,0,0,0,0,0,0,0,19461,0,0,0,0,0,0,0,0,0,0,"bOTU_240"
"241","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB72811","o__OFGB72811","f__FGB72811",0,0,0,0,0,0,0,0,0,6026,0,0,0,0,0,0,11162,0,0,0,"bOTU_241"
"242","k__Bacteria","p__Pseudomonadota","c__CFGB44639","o__OFGB44639","f__FGB44639",0,0,0,0,0,0,0,0,0,2522,0,0,0,0,0,0,0,0,0,0,"bOTU_242"
"243","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967459,43398,0,0,0,"bOTU_243"
"244","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Aurantimonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7892,0,0,0,0,"bOTU_244"
"245","k__Bacteria","p__Actinomycetota","c__Thermoleophilia","o__Solirubrobacterales","f__Patulibacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98965,0,0,0,0,"bOTU_245"
"246","k__Bacteria","p__Bacteria_unclassified","c__Candidatus_Babeliae","o__Candidatus_Babeliales","f__Candidatus_Babeliaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3299,0,0,"bOTU_246"
"247","k__Bacteria","p__Candidatus_Roizmanbacteria","c__CFGB3888","o__OFGB3888","f__FGB3888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5142,0,"bOTU_247"
