"","Kingdom","Phylum","Class","Order","Family","Genus","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"108","k__Bacteria","p__Pseudomonadota","c__CFGB5371","o__OFGB5371","f__FGB5371","g__GGB93439",0,0,0,0,0,0,0,0,0,0,0,17622,0,0,0,0,0,0,0,0,"bOTU_108"
"109","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__GGB16996",0,0,0,0,0,0,0,0,0,0,0,5672,0,0,0,0,0,0,0,0,"aOTU_109"
"110","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__GGB46216",0,0,0,0,0,0,0,0,0,17041,0,12670,0,0,0,0,0,0,0,0,"aOTU_110"
"111","k__Archaea","p__Methanobacteriota","c__CFGB73116","o__OFGB73116","f__FGB73116","g__GGB74873",0,0,0,0,0,0,0,0,0,0,0,2997,0,0,0,0,0,0,0,0,"aOTU_111"
"112","k__Bacteria","p__Candidatus_Omnitrophota","c__CFGB2160","o__OFGB2160","f__FGB2160","g__GGB6119",0,0,0,0,0,0,0,0,0,0,0,8122,0,0,0,0,0,0,0,0,"bOTU_112"
"113","k__Bacteria","p__Pseudomonadota","c__CFGB74431","o__OFGB74431","f__FGB74431","g__GGB76719",0,0,0,0,0,0,0,0,0,0,0,2254,0,0,0,0,0,0,0,0,"bOTU_113"
"114","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Aestuariivirgaceae","g__GGB44695",0,0,205308,10152,53442,0,59358,0,0,8457,0,10645,0,0,0,0,12191,0,0,0,"bOTU_114"
"115","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Betaproteobacteria_unclassified","f__Betaproteobacteria_unclassified","g__GGB44506",0,0,18443,8255,0,0,0,0,0,11941,0,11882,0,0,0,0,0,0,0,0,"bOTU_115"
"116","k__Bacteria","p__Pseudomonadota","c__CFGB92649","o__OFGB92649","f__FGB92649","g__GGB133019",0,0,0,0,0,0,0,0,0,0,0,4254,0,0,0,0,0,0,0,0,"bOTU_116"
"117","k__Bacteria","p__Pseudomonadota","c__CFGB5371","o__OFGB5371","f__FGB5371","g__GGB33991",0,0,16833,0,0,0,0,0,0,0,0,14420,0,0,0,0,0,0,0,0,"bOTU_117"
"118","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__GGB91258",0,0,0,0,0,0,0,0,0,0,0,12954,0,0,0,0,0,0,0,0,"bOTU_118"
"119","k__Bacteria","p__Acidobacteriota","c__CFGB10698","o__OFGB10698","f__FGB10698","g__GGB32422",0,0,0,0,0,0,0,0,0,0,0,8026,0,0,0,0,0,0,0,0,"bOTU_119"
"120","k__Bacteria","p__Cyanobacteriota","c__CFGB2052","o__OFGB2052","f__FGB2052","g__GGB34972",0,0,0,0,0,0,0,0,0,0,0,3405,0,0,0,0,0,0,0,0,"bOTU_120"
"121","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB49326","o__OFGB49326","f__FGB49326","g__GGB77687",0,0,0,0,0,0,0,0,0,0,0,8657,0,0,0,0,0,0,0,0,"bOTU_121"
"122","k__Archaea","p__Methanobacteriota","c__CFGB12411","o__OFGB12411","f__FGB12411","g__GGB35322",0,0,0,0,0,0,0,0,0,0,0,17298,0,0,0,0,0,0,0,0,"aOTU_122"
"123","k__Bacteria","p__Candidatus_Methylomirabilota","c__CFGB10892","o__OFGB10892","f__FGB10892","g__GGB10892",0,0,0,0,0,0,0,0,17683,0,0,16197,0,0,0,0,0,0,0,0,"bOTU_123"
"124","k__Bacteria","p__Candidatus_Methylomirabilota","c__CFGB48803","o__OFGB48803","f__FGB48803","g__GGB63158",0,0,0,0,0,0,0,0,0,0,0,5548,0,0,0,0,0,0,0,0,"bOTU_124"
"125","k__Bacteria","p__Pseudomonadota","c__CFGB14846","o__OFGB14846","f__FGB14846","g__GGB133436",0,0,0,0,0,0,0,0,0,0,0,4291,0,0,0,0,0,0,0,0,"bOTU_125"
"126","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__GGB35918",0,0,0,0,0,0,0,0,0,0,0,7904,0,0,0,0,167556,0,0,0,"bOTU_126"
"127","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Rhizobiaceae","g__Rhizobium",0,0,0,0,0,0,0,0,0,0,0,5311,0,0,31021,0,0,0,0,0,"bOTU_127"
"128","k__Bacteria","p__Firmicutes","c__CFGB86086","o__OFGB86086","f__FGB86086","g__GGB106300",0,0,0,0,0,0,0,0,0,0,0,2121,0,0,0,0,0,0,0,0,"bOTU_128"
"129","k__Bacteria","p__Acidobacteriota","c__CFGB14605","o__OFGB14605","f__FGB14605","g__GGB93728",0,0,0,0,0,0,0,0,0,0,0,8300,0,0,0,0,0,0,0,0,"bOTU_129"
"130","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas",0,0,0,0,0,0,0,0,0,0,0,5582,0,0,0,7027,0,0,0,0,"bOTU_130"
"131","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__GGB77803",0,0,0,99990,0,0,0,0,0,0,0,11217,0,0,0,0,106733,0,0,0,"bOTU_131"
"132","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Rhodoferax",0,0,43229,14872,0,0,8876,0,75491,0,0,9515,0,9628,0,0,206092,0,21281,0,"bOTU_132"
"133","k__Bacteria","p__Nitrospirota","c__Nitrospiria","o__Nitrospirales","f__Nitrospiraceae","g__GGB63465",0,0,0,0,0,0,0,0,0,0,0,3947,0,0,0,0,0,0,0,0,"bOTU_133"
"134","k__Bacteria","p__Chloroflexota","c__CFGB37146","o__OFGB37146","f__FGB37146","g__GGB88549",0,0,0,0,0,0,0,0,0,0,0,2305,0,0,0,0,0,0,0,0,"bOTU_134"
"135","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB49326","o__OFGB49326","f__FGB49326","g__GGB90621",0,0,0,0,0,0,0,0,0,0,0,9414,0,0,0,0,0,0,0,0,"bOTU_135"
"136","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Methylophilaceae","g__GGB59165",0,0,0,15415,0,0,8520,0,0,0,0,0,5109339,0,0,0,0,0,424080,0,"bOTU_136"
"137","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Gallionellaceae","g__Candidatus_Nitrotoga",0,0,1660255,1226168,5010807,0,12953432,0,0,0,0,0,3900903,0,0,0,38059,0,8390547,0,"bOTU_137"
"138","k__Bacteria","p__Bacteroidota","c__Chitinophagia","o__Chitinophagales","f__Chitinophagaceae","g__GGB14036",0,0,138330,16510,16971,0,429142,0,0,11044,0,0,1538253,566195,0,0,0,117898,292861,0,"bOTU_138"
"139","k__Archaea","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__GGB35087",0,0,7969,9009,0,45087,51157,635153,8203,979544,0,0,780803,1534334,0,8760,29295,190336,3644609,6417742,"aOTU_139"
"140","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Marinilabiliales","f__Prolixibacteraceae","g__GGB109724",0,0,0,13779,0,0,111118,0,0,28721,0,0,847644,9589,0,0,0,0,0,0,"bOTU_140"
"141","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__GGB16218",0,0,0,6506,0,0,69306,0,0,135461,0,0,503251,0,12112,0,0,0,0,0,"bOTU_141"
"142","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylocystaceae","g__Methylocystis",0,14475,28655,14391,78637,0,100536,0,0,0,0,0,651143,0,11030,9993,20859,0,0,0,"bOTU_142"
"143","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Boseaceae","g__Bosea",0,0,16530,0,38047,0,131745,0,0,0,0,0,517615,0,76903,0,0,0,0,0,"bOTU_143"
"144","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Thiobacillaceae","g__GGB73360",0,357720,156572,239068,139770,0,380830,21778,373268,0,0,0,280795,0,0,0,0,178108,3134121,0,"bOTU_144"
"145","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Anaerosomatales","f__Anaerosomataceae","g__GGB45441",0,0,0,3198,0,0,5995,0,0,3404,0,0,177938,69241,0,0,0,0,268268,0,"bOTU_145"
"146","k__Bacteria","p__Bacteroidota","c__Chitinophagia","o__Chitinophagales","f__Chitinophagaceae","g__GGB56779",0,0,3216695,17229383,11007,0,7346899,0,0,8885,0,0,245595,0,0,0,0,0,0,0,"bOTU_146"
"147","k__Bacteria","p__Nitrospirota","c__Nitrospiria","o__Nitrospirales","f__Nitrospiraceae","g__GGB43881",0,0,297264,471741,1224312,0,0,0,0,0,0,0,239393,0,0,0,16889,0,0,0,"bOTU_147"
"148","k__Bacteria","p__Bacteroidota","c__CFGB4833","o__OFGB4833","f__FGB4833","g__GGB37060",0,0,0,0,0,0,2318,0,0,0,0,0,36828,19566,0,0,17102,0,0,0,"bOTU_148"
"149","k__Bacteria","p__Bacteroidota","c__CFGB4833","o__OFGB4833","f__FGB4833","g__GGB13943",0,0,0,0,0,0,0,0,7193,0,0,0,30745,51187,0,0,0,0,18714,0,"bOTU_149"
"150","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Nocardiaceae","g__Nocardia",0,0,0,0,0,0,0,0,0,0,0,0,58061,0,0,0,0,0,0,0,"bOTU_150"
"151","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Nitrosomonadaceae","g__Nitrosospira",0,0,7609,0,0,0,0,0,0,0,0,0,27465,0,0,0,0,0,8806,0,"bOTU_151"
"152","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides",0,0,47861,48158,0,70335,0,0,0,12328,0,0,75678,0,12038,0,0,0,0,0,"bOTU_152"
"153","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Acetobacterium",0,0,0,0,0,0,0,0,7497,9191,0,0,39332,13185,0,0,0,0,24951,0,"bOTU_153"
"154","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB8790","o__OFGB8790","f__FGB8790","g__GGB63214",0,13485,9314,9231,6574,6488,76065,0,120087,0,0,0,19457,0,0,0,0,0,4643317,0,"bOTU_154"
"155","k__Bacteria","p__Ignavibacteriota","c__CFGB2452","o__OFGB2452","f__FGB2452","g__GGB6735",0,0,55369,0,0,0,0,0,0,0,0,0,48731,0,0,0,0,0,0,0,"bOTU_155"
"156","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Leptospirales","f__Leptospiraceae","g__Leptospira",0,0,0,0,0,0,0,0,0,0,0,0,15276,0,0,0,0,0,0,0,"bOTU_156"
"157","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiales_unclassified","g__Aquabacterium",0,0,0,0,0,0,25697,0,0,0,0,0,26252,0,0,0,23852,0,791404,0,"bOTU_157"
"158","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB2255","o__OFGB2255","f__FGB2255","g__GGB32732",0,0,27748,10623,9639,0,30147,9162,81530,0,0,0,11708,0,0,0,90077,0,39035,7409,"bOTU_158"
"159","k__Bacteria","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Sulfurimonadaceae","g__GGB12419",0,0,0,0,0,0,0,0,0,0,0,0,8123,0,0,0,200361,0,4912,0,"bOTU_159"
"160","k__Bacteria","p__Firmicutes","c__CFGB89099","o__OFGB89099","f__FGB89099","g__GGB47356",0,0,0,0,0,0,2833,0,0,42688,0,0,5017,19978,0,0,0,0,5987,0,"bOTU_160"
"161","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Chromatiales","f__Ectothiorhodospiraceae","g__GGB32628",0,0,26532,0,0,0,14668,0,0,0,0,0,9688,0,0,0,6805,0,0,0,"bOTU_161"
"162","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB10823","o__OFGB10823","f__FGB10823","g__GGB75498",0,0,8948,0,0,0,0,0,0,12377,0,0,13482,0,0,0,463078,0,290628,0,"bOTU_162"
"163","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Holosporales","f__Candidatus_Paracaedibacteraceae","g__Candidatus_Bodocaedibacter",0,2548,0,0,1855,0,0,0,0,0,0,0,5621,0,0,5293,0,5818,0,0,"bOTU_163"
"164","k__Bacteria","p__Firmicutes","c__CFGB8920","o__OFGB8920","f__FGB8920","g__GGB117422",0,0,0,0,0,0,0,0,0,147066,0,0,4861,359418,0,0,0,0,7264,0,"bOTU_164"
"165","k__Bacteria","p__Candidatus_Cryosericota","c__Candidatus_Cryosericia","o__Candidatus_Cryosericales","f__Candidatus_Cryosericaceae","g__Candidatus_Cryosericum",0,0,0,0,0,0,0,0,0,0,0,0,8075,0,0,0,5476,0,0,0,"bOTU_165"
"166","k__Bacteria","p__Mycoplasmatota","c__CFGB32834","o__OFGB32834","f__FGB32834","g__GGB32834",0,0,0,0,0,0,19546,0,2585,0,0,0,6559,0,0,0,2975,0,0,0,"bOTU_166"
"167","k__Bacteria","p__Chloroflexota","c__Chloroflexota_unclassified","o__Chloroflexota_unclassified","f__Chloroflexota_unclassified","g__GGB61175",0,0,21280,124953,82291,0,0,0,9695,0,0,0,11878,0,0,0,0,0,0,0,"bOTU_167"
"168","k__Bacteria","p__Actinomycetota","c__CFGB32794","o__OFGB32794","f__FGB32794","g__GGB44149",0,0,18231,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,"bOTU_168"
"169","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingosinicellaceae","g__Sphingosinicella",0,0,27209,0,9818,0,0,0,0,0,0,0,13355,0,0,0,0,0,0,0,"bOTU_169"
"170","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Paracoccaceae","g__Tabrizicola",0,0,0,0,0,0,186530,0,0,0,0,0,15104,0,0,0,0,0,6316,0,"bOTU_170"
"171","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__GGB99432",0,0,0,0,0,0,0,0,0,0,0,0,18017,0,0,0,0,0,0,0,"bOTU_171"
"172","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB25829","o__OFGB25829","f__FGB25829","g__GGB40222",0,0,0,0,0,0,0,0,0,0,0,0,7851,0,0,0,5002,0,0,0,"bOTU_172"
"173","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB2255","o__OFGB2255","f__FGB2255","g__GGB6301",0,0,0,0,0,0,0,0,0,0,0,0,12975,0,0,0,17430,0,18206,0,"bOTU_173"
"174","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfobaccia","o__Desulfobaccales","f__Desulfobaccaceae","g__GGB35296",0,0,101722,133648,13733,0,130256,75041,71153,0,0,0,16776,11474,0,0,46702,0,163820,0,"bOTU_174"
"175","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB8790","o__OFGB8790","f__FGB8790","g__GGB139140",0,0,19628,0,0,0,0,0,0,0,0,0,57592,30135,0,0,57840,0,518458,0,"bOTU_175"
"176","k__Bacteria","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Sulfurimonadaceae","g__GGB55906",0,0,0,0,0,0,0,0,0,0,0,0,28993,0,0,0,95810,0,0,0,"bOTU_176"
"177","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Sulfuricellaceae","g__Sulfuricella",0,0,20066,0,0,0,0,0,0,555835,0,0,26033,73965,0,0,0,0,45035,0,"bOTU_177"
"178","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfosporosinus",0,0,38321,0,7798,0,0,0,0,0,0,0,15651,0,0,0,0,0,0,0,"bOTU_178"
"179","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Curvibacter",0,0,974445,0,184138,0,83615,0,0,0,0,0,1064502,0,0,0,22873,0,185641,0,"bOTU_179"
"180","k__Bacteria","p__Bacteroidota","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__GGB2275",0,0,64298,0,0,0,1439829,0,0,0,0,0,40773,0,0,0,0,0,121201,0,"bOTU_180"
"181","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Microbacteriaceae","g__Pseudolysinimonas",0,0,0,0,0,0,0,0,0,0,0,0,15842,0,0,0,0,0,0,0,"bOTU_181"
"182","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Alkalicoccus",0,0,0,0,0,0,0,0,0,0,0,0,7531,0,0,0,3311,0,0,0,"bOTU_182"
"183","k__Bacteria","p__Pseudomonadota","c__CFGB33292","o__OFGB33292","f__FGB33292","g__GGB44396",0,0,75479,0,12078,0,60654,0,0,0,0,0,6795,0,0,0,0,0,0,0,"bOTU_183"
"184","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB14692","o__OFGB14692","f__FGB14692","g__GGB62993",0,0,0,0,0,0,0,0,0,0,0,0,15456,0,0,0,13029,0,0,0,"bOTU_184"
"185","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Sterolibacteriaceae","g__Sulfuritalea",0,0,16718,12307,36548,0,0,0,0,0,0,0,11998,0,0,0,0,0,0,0,"bOTU_185"
"186","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Caenimonas",0,0,0,0,0,0,0,0,0,0,0,0,19216,0,0,0,5022,0,0,0,"bOTU_186"
"187","k__Bacteria","p__Planctomycetota","c__CFGB34599","o__OFGB34599","f__FGB34599","g__GGB36411",0,0,4341,0,0,0,0,0,0,0,0,0,3336,0,0,0,0,0,0,0,"bOTU_187"
"188","k__Bacteria","p__Thermomicrobiota","c__CFGB2607","o__OFGB2607","f__FGB2607","g__GGB78405",0,0,119297,13071,115235,0,10547,9253,11820,12337,0,0,8178,0,8901,0,9940,0,20734,0,"bOTU_188"
"189","k__Archaea","p__Methanobacteriota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanoregulaceae","g__GGB103011",0,0,0,0,0,0,6395,0,0,298275,0,0,9215,52822,0,0,10240,0,26025,657235,"aOTU_189"
"190","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__GGB7913",0,0,52290,0,298968,0,19412,49443,0,0,0,0,46889,0,85763,0,0,11677,0,0,"bOTU_190"
"191","k__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Myxococcaceae","g__GGB137822",0,7366,398439,33147,8856,0,1164379,0,0,0,0,0,0,1383133,0,0,0,0,228274,0,"bOTU_191"
"192","k__Bacteria","p__Firmicutes","c__CFGB40289","o__OFGB40289","f__FGB40289","g__GGB16280",0,0,0,0,0,0,0,0,0,0,0,0,0,71153,0,0,0,0,0,0,"bOTU_192"
"193","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Paracoccaceae","g__Frigidibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,425005,0,0,0,0,0,0,"bOTU_193"
"194","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Paracoccaceae","g__GGB43283",0,0,8872,0,0,0,14889,0,0,0,0,0,0,15721,0,0,15675,0,6039,0,"bOTU_194"
"195","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__GGB59257",0,0,13005,0,80874,0,313214,0,0,0,0,0,0,16149,0,0,0,0,0,0,"bOTU_195"
"196","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__GGB16226",0,619308,12142,0,32040,0,0,9069,0,7925,0,0,0,10739,0,0,0,0,0,0,"bOTU_196"
"197","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__GGB65310",0,0,0,0,0,0,0,0,0,0,0,0,0,18582,0,0,125556,0,0,0,"bOTU_197"
"198","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Lysobacterales","f__Lysobacteraceae","g__Alkalisalibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,7940,0,0,0,0,0,2832,"bOTU_198"
"199","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Lysobacterales","f__Lysobacteraceae","g__GGB65667",0,4047,4549,0,3918,0,0,0,0,5278,0,0,0,8155,0,0,0,0,0,0,"bOTU_199"
"200","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Rhodocyclales","f__Azonexaceae","g__Ferribacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,19162,0,0,9536,0,0,0,"bOTU_200"
"201","k__Bacteria","p__Gemmatimonadota","c__CFGB81127","o__OFGB81127","f__FGB81127","g__GGB135474",0,7474,7082,0,0,0,0,0,0,0,0,0,0,8565,0,0,0,0,0,0,"bOTU_201"
"202","k__Bacteria","p__Firmicutes","c__CFGB94245","o__OFGB94245","f__FGB94245","g__GGB43886",0,0,0,0,0,0,0,0,0,0,0,0,0,15598,0,0,0,0,0,0,"bOTU_202"
"203","k__Bacteria","p__Spirochaetota","c__CFGB72944","o__OFGB72944","f__FGB72944","g__GGB4164",0,0,0,0,0,0,0,0,0,0,0,0,0,6323,0,0,0,0,0,0,"bOTU_203"
"204","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB49832","o__OFGB49832","f__FGB49832","g__GGB139029",0,0,0,0,0,0,0,0,0,0,0,0,0,4780,0,0,0,0,0,0,"bOTU_204"
"205","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__GGB14678",0,0,0,0,0,0,0,0,0,0,0,0,0,18713,0,0,0,0,14203,0,"bOTU_205"
"206","k__Bacteria","p__Actinomycetota","c__Nitriliruptoria","o__Nitriliruptorales","f__Nitriliruptoraceae","g__Nitriliruptor",0,0,0,0,0,0,0,0,0,0,0,0,0,7933,0,0,0,0,0,0,"bOTU_206"
"207","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Dietziaceae","g__Dietzia",0,0,30914,0,0,0,0,0,0,0,0,0,0,12205,0,0,0,0,13026,0,"bOTU_207"
"208","k__Bacteria","p__Bacteroidota","c__CFGB87139","o__OFGB87139","f__FGB87139","g__GGB109415",0,0,0,0,0,0,0,0,0,0,0,0,0,6804,0,0,10365,0,0,0,"bOTU_208"
"209","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Phyllobacteriaceae","g__Aquibium",0,0,0,0,0,0,0,0,0,0,0,0,0,9403,0,0,0,0,0,0,"bOTU_209"
"210","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Micrococcaceae","g__Nesterenkonia",0,0,0,0,0,0,0,0,0,0,0,0,0,4679,0,0,0,0,0,0,"bOTU_210"
"211","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Rhodocyclales","f__Azonexaceae","g__Dechloromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,9541,0,0,0,0,0,0,"bOTU_211"
"212","k__Bacteria","p__Firmicutes","c__CFGB5517","o__OFGB5517","f__FGB5517","g__GGB16385",0,0,0,0,0,0,0,0,0,0,0,0,0,7666,0,0,0,0,0,0,"bOTU_212"
"213","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Cellulomonadaceae","g__Cellulomonas",0,0,0,0,0,0,0,0,0,21734,0,0,0,4483,0,0,0,0,0,0,"bOTU_213"
"214","k__Bacteria","p__Ignavibacteriota","c__CFGB2452","o__OFGB2452","f__FGB2452","g__GGB123004",0,0,0,0,0,0,6420,0,6097,0,0,0,0,9191,0,0,0,0,7259,0,"bOTU_214"
"215","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Stutzerimonas",0,0,17415,0,15906,0,20698,0,0,0,0,0,0,0,78497,0,0,0,0,0,"bOTU_215"
"216","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Microbacteriaceae","g__Microbacterium",0,0,11632,0,0,0,0,0,0,11152,0,0,0,0,70903,58219,0,9560,20709,0,"bOTU_216"
"217","k__Bacteria","p__Bacteroidota","c__Cytophagia","o__Cytophagales","f__Cytophagaceae","g__Rhabdobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42819,0,0,0,0,0,"bOTU_217"
"218","k__Bacteria","p__Candidatus_Omnitrophota","c__CFGB25749","o__OFGB25749","f__FGB25749","g__GGB140569",0,0,0,20926,0,0,0,190292,36544,67698,0,0,0,0,8545,0,3843,0,6797,0,"bOTU_218"
"219","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Limnobacter",0,0,0,0,12438,0,255416,0,0,0,0,0,0,0,19234,0,0,0,0,0,"bOTU_219"
"220","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingobium",0,0,0,0,0,0,0,0,0,23783,0,0,0,0,16843,0,6532,0,0,0,"bOTU_220"
"221","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Xanthobacteraceae","g__Xanthobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10368,0,0,0,87443,0,"bOTU_221"
"222","k__Bacteria","p__Caldisericota","c__CFGB86176","o__OFGB86176","f__FGB86176","g__GGB106514",0,0,0,0,0,0,0,0,7460,0,0,0,0,0,1850,0,0,0,0,0,"bOTU_222"
"223","k__Bacteria","p__Pseudomonadota","c__CFGB42689","o__OFGB42689","f__FGB42689","g__GGB12357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,0,0,0,0,0,"bOTU_223"
"224","k__Bacteria","p__Actinomycetota","c__CFGB33775","o__OFGB33775","f__FGB33775","g__GGB120602",0,0,6352,0,8373,0,0,8682,0,0,0,0,0,0,7084,0,0,0,0,0,"bOTU_224"
"225","k__Bacteria","p__Bacteroidota","c__Chitinophagia","o__Chitinophagales","f__Chitinophagaceae","g__GGB2560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,0,0,0,0,"bOTU_225"
"226","k__Bacteria","p__Pseudomonadota","c__CFGB74353","o__OFGB74353","f__FGB74353","g__GGB106107",0,0,1543,3479,1298,0,0,11878,0,49782,0,0,0,0,1501,1261,0,2911,0,0,"bOTU_226"
"227","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Microbacteriaceae","g__Agrococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7381,0,0,0,0,0,"bOTU_227"
