#mpa_vJan25_CHOCOPhlAnSGB_202503
#clade_name	relative_abundance
UNCLASSIFIED	72.09102
d__Bacteria	27.855187394566585
d__Archaea	0.046267501017423364
d__Bacteria;p__Pseudomonadota	25.183282469723757
d__Bacteria;p__Desulfobacterota	1.0698292091933204
d__Bacteria;p__Krumholzibacteriota	0.4562782727914412
d__Bacteria;p__Nitrospirota	0.3428534019476057
d__Bacteria;p__Bacteroidota	0.5178594291401832
d__Bacteria;p__Campylobacterota	0.10725419616959704
d__Bacteria;p__Actinomycetota	0.08199657255953062
d__Archaea;p__Methanobacteriota	0.02840017434873327
d__Bacteria;p__Myxococcota	0.024880852429142796
d__Bacteria;p__UBA9089	0.021414557564645283
d__Bacteria;p__Patescibacteria	0.04067454215393462
d__Archaea;p__Halobacteriota	0.01699656660611101
d__Bacteria;p__Verrucomicrobiota	0.0021629456682653583
d__Bacteria;p__Elusimicrobiota	0.0012056677789556577
d__Bacteria;p__Atribacterota	0.001200085983682715
d__Archaea;p__Thermoplasmatota	0.0008707600625790862
d__Bacteria;p__Acidobacteriota	0.0014038215111451292
d__Bacteria;p__Omnitrophota	0.000817733007486129
d__Bacteria;p__Bacillota_I	0.0006502791492978432
d__Bacteria;p__Chloroflexota	0.001149849826226229
d__Bacteria;p__Planctomycetota	0.00016187206291534294
d__Bacteria;p__Bacillota	6.419064563884289e-05
d__Bacteria;p__Caldisericota	4.744525982001431e-05
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	24.42974289877411
d__Bacteria;p__Desulfobacterota;c__Syntrophia	0.969155949650523
d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria	0.4562782727914412
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria	0.7535395709496496
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia	0.3342211555579996
d__Bacteria;p__Bacteroidota;c__Bacteroidia	0.49153289173534825
d__Bacteria;p__Campylobacterota;c__Campylobacteria	0.10725419616959704
d__Bacteria;p__Actinomycetota;c__Actinomycetes	0.07219494006024296
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia	0.05288471931349713
d__Bacteria;p__Desulfobacterota;c__BSN033	0.04047359752410867
d__Archaea;p__Methanobacteriota;c__Methanobacteria	0.02840017434873327
d__Bacteria;p__Bacteroidota;c__UBA10030	0.026326537404835
d__Bacteria;p__Myxococcota;c__Polyangia	0.024367327264032054
d__Bacteria;p__UBA9089;c__CG2-30-40-21	0.021414557564645283
d__Bacteria;p__Patescibacteria;c__Gracilibacteria	0.01631837848044845
d__Archaea;p__Halobacteriota;c__Methanomicrobia	0.01699656660611101
d__Bacteria;p__Patescibacteria;c__ABY1	0.011308717222982234
d__Bacteria;p__Patescibacteria;c__Paceibacteria	0.013047446450503934
d__Bacteria;p__Desulfobacterota;c__Desulfobaccia	0.006633963681892589
d__Bacteria;p__Nitrospirota;c__Nitrospiria	0.006561400343344332
d__Bacteria;p__Actinomycetota;c__Humimicrobiia	0.004875698170915588
d__Bacteria;p__Actinomycetota;c__Thermoleophilia	0.00273228878610553
d__Bacteria;p__Actinomycetota;c__Geothermincolia	0.0021936455422665443
d__Bacteria;p__Nitrospirota;c__UBA9217	0.0020708460462618007
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria	0.0020457279675335583
d__Bacteria;p__Elusimicrobiota;c__UBA8919	0.0012056677789556577
d__Bacteria;p__Atribacterota;c__JS1	0.001200085983682715
d__Archaea;p__Thermoplasmatota;c__E2	0.0008707600625790862
d__Bacteria;p__Acidobacteriota;c__Aminicenantia	0.0008205239051226004
d__Bacteria;p__Omnitrophota;c__Koll11	0.000817733007486129
d__Bacteria;p__Bacillota_I;c__Bacilli_A	0.0006502791492978432
d__Bacteria;p__Chloroflexota;c__Limnocylindria	0.0006419064563884289
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	0.0005832976060225288
d__Bacteria;p__Myxococcota;c__UBA796	0.0005135251651107431
d__Bacteria;p__Chloroflexota;c__Anaerolineae	0.0005079433698378002
d__Bacteria;p__Desulfobacterota;c__UBA8473	0.0003544439998318716
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria	0.00032653502346715734
d__Bacteria;p__Planctomycetota;c__Planctomycetia	0.00016187206291534294
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	0.00011721770073180006
d__Bacteria;p__Bacillota;c__Bacilli	6.419064563884289e-05
d__Bacteria;p__Caldisericota;c__Caldisericia	4.744525982001431e-05
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales	19.10622845670086
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales	4.958635275978609
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales	0.969155949650523
d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63	0.4562782727914412
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales	0.5519558255649548
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales	0.3342211555579996
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales	0.42615053280573206
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA11222	0.08872542676106324
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales	0.35520033309135535
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales	0.10725419616959704
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales	0.0568729120360148
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales	0.05288471931349713
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales	0.0447101801362723
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.06538235892961619
d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033	0.04047359752410867
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales	0.02840017434873327
d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030	0.026326537404835
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales	0.024367327264032054
d__Bacteria;p__UBA9089;c__CG2-30-40-21;o__CG2-30-40-21	0.021414557564645283
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales	0.05189395065254977
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__JAHISY01	0.01631837848044845
d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales	0.01699656660611101
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales	0.015056892748763364
d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507	0.011308717222982234
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales	0.008115930326858919
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257	0.007476814768106961
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales	0.007206097697369233
d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales	0.006633963681892589
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales	0.006561400343344332
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973	0.0055706316823969735
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales	0.005456204879301646
d__Bacteria;p__Actinomycetota;c__Humimicrobiia;o__Humimicrobiales	0.004875698170915588
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA5335	0.003589094360502259
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales	0.0025090169751878157
d__Bacteria;p__Actinomycetota;c__Geothermincolia;o__Fen-727	0.0021936455422665443
d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217	0.0020708460462618007
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales	0.0020457279675335583
d__Bacteria;p__Elusimicrobiota;c__UBA8919;o__UBA8919	0.0012056677789556577
d__Bacteria;p__Atribacterota;c__JS1;o__SB-45	0.001200085983682715
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales	0.0011972950860462436
d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1	0.0008707600625790862
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199	0.0008205239051226004
d__Bacteria;p__Omnitrophota;c__Koll11;o__Gygaellales	0.000817733007486129
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Izemoplasmatales	0.0006502791492978432
d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales	0.0006419064563884289
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ga0077536	0.0006335337634790145
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066	0.0005832976060225288
d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796	0.0005135251651107431
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales	0.0005079433698378002
d__Bacteria;p__Desulfobacterota;c__UBA8473;o__UBA8473	0.0003544439998318716
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales	0.00032653502346715734
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales	0.00022327181091771442
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales	0.00016187206291534294
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439	0.00011721770073180006
d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H	6.419064563884289e-05
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales	4.744525982001431e-05
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae	12.915068593810823
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	3.6251332216820153
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	2.928765188815482
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	1.769077448420691
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae	1.6737124761824624
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619	0.9685196249894075
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae	0.6146226410942842
d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63	0.4562782727914412
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.5519558255649548
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546	0.3325521987713897
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae	0.25166082167590176
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae	0.42615053280573206
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae	0.19848305811057512
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA11222;f__UBA11222	0.08872542676106324
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae	0.35520033309135535
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae	0.10725419616959704
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae	0.06230958063186114
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae	0.0568729120360148
