#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19018-C4-GOWN3026_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19018-C4-GOWN3026_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWC19018-C4-GOWN3026.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWC19018-C4-GOWN3026_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#139172384 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 34821132
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	74.97986	-	104351252
k__Bacteria	2	24.342066350841844	5.763219483832103	34581785
k__Archaea	2157	0.6780784502991628	0.16054168337786584	239347
k__Bacteria|p__Pseudomonadota	2|1224	20.452014301623805	4.842212183835377	32199143
k__Bacteria|p__Bacteroidota	2|976	1.8605054734562856	0.440492686565269	1589928
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	1.5939233366435688	0.37737700605011626	345821
k__Archaea|p__Nitrososphaerota	2157|651137	0.6737424592051251	0.1595150678150656	219052
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.1288362316245154	0.030503136168972243	126647
k__Bacteria|p__Nitrospirota	2|40117	0.06612574069493558	0.01565561862532799	45630
k__Bacteria|p__Candidatus_Methylomirabilota	2|640293	0.06276553524814234	0.014860369598631447	64726
k__Bacteria|p__Candidatus_Roizmanbacteria	2|1752723	0.04804868607611119	0.011375971685809234	41338
k__Bacteria|p__Firmicutes	2|1239	0.043017134956601734	0.010184858828810555	35430
k__Bacteria|p__Acidobacteriota	2|57723	0.042541752205380055	0.010072090988636893	74390
k__Bacteria|p__Candidatus_Omnitrophota	2|67812	0.027642255976300587	0.006544593612475327	27884
k__Bacteria|p__Candidatus_Parcubacteria	2|221216	0.009012256157370993	0.0021336356951193484	3281
k__Bacteria|p__Planctomycetota	2|203682	0.006295068431967078	0.001490369412108997	11994
k__Archaea|p__Methanobacteriota	2157|28890	0.004335991094037738	0.00102661556280022	20295
k__Bacteria|p__Cyanobacteriota	2|1117	0.0007230821847529752	0.0001709960428564801	3405
k__Bacteria|p__Actinomycetota	2|201174	0.000595479446267156	0.00014102268867503977	9863
k__Bacteria|p__Chloroflexota	2|200795	2.001611584091281e-05	4.94403391517249e-06	2305
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	17.03327923009726	4.032793311266711	26010351
