#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWE00050-E2-GOWN991_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWE00050-E2-GOWN991_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWE00050-E2-GOWN991.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWE00050-E2-GOWN991_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#79814292 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 68403013
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	2|1224|28216|80840|80864	7.530560200282426	1.7929563480959896	8186146
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae	2|1224|28216|32003|2008790	2.182599542914319	0.5196578437750388	2231148
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	0.2401218591570041	0.05717061875064366	190336
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	2|976|117743|200644|49546	0.20545511205549502	0.04891645479638524	138100
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae	2|1224|28211|356|2813035	0.18391802046931646	0.043789584587469496	178886
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae	2|976|1853228|1853229|563835	0.1469030190524023	0.03497652055521981	117898
k__Bacteria|p__Candidatus_Cloacimonadota|c__CFGB2808|o__OFGB2808|f__FGB2808	2|456828|||	0.07486988941379069	0.017825579869457223	51940
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae	2|976|768503|768507|563798	0.07228166750411066	0.01720859390126927	86888
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfomicrobiaceae	2|200940|3031449|213115|213116	0.046545143018120114	0.011081876892192437	46054
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	2|1224|1236|72274|135621	0.030964389932695263	0.007371599024170596	95537
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae	2|1224|28211|204455|31989	0.029078930263391926	0.006922943784301195	31904
k__Bacteria|p__Chloroflexota|c__CFGB91799|o__OFGB91799|f__FGB91799	2|200795|||	0.017226245160453218	0.004101515263009953	20281
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae	2|201174|1760|85007|1762	0.011535585067646782	0.0027459149151529555	39846
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae	2|201174|1760|85006|85023	0.011192774218682538	0.0026640750892794043	24167
k__Bacteria|p__Pseudomonadota|c__CFGB74353|o__OFGB74353|f__FGB74353	2|1224|||	0.011115641777665584	0.0026471069520065033	2911
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Holosporales|f__Candidatus_Paracaedibacteraceae	2|1224|28211|1921002|1777752	0.006479125045424195	0.001543061778217733	5818
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	2|1224|28211|204457|41297	0.006376281790734923	0.001518812137550438	15286
k__Bacteria|p__Actinomycetota|c__CFGB14186|o__OFGB14186|f__FGB14186	2|201174|||	0.006084892569115316	0.0014491182400525845	7687
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	2|1224|28216|206389|2008794	0.00524500598915292	0.0012483474402676645	31170
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudohongiellaceae	2|1224|1236|72274|3085095	0.005133592463239541	0.0012226377358348073	7189
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae	2|1224|28211|356|69277	0.004782211343051191	0.001139458596223228	12232
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977|o__OFGB40977|f__FGB40977	2|200940|||	0.0033424057774013704	0.0007948812239823898	8524
k__Bacteria|p__Nitrospirota|c__CFGB5004|o__OFGB5004|f__FGB5004	2|40117|||	0.0029224624874201726	0.0006957391924545545	8941
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Thiovibrionaceae	2|200940|3031451|3024411|3072124	0.001302681226064124	0.00031005456669246144	10219
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	2|1224|28211|204458|76892	0.0005313568158945769	0.00012735242160914905	11677
k__Bacteria|p__Bacteria_unclassified|c__Candidatus_Babeliae|o__Candidatus_Babeliales|f__Candidatus_Babeliaceae	2||2497643|2497644|2497645	0.0004713649173258344	0.00011236360397438034	3299
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae	2|1224|28211|356|335928	0.0004113730187570918	9.694815083045415e-05	9858
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB123072	2|1224|28216|32003|32011|	33.44209819494045	7.962255101925646	22803499
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB15285	2|1224|28216|32003|32011|	24.286451735414254	5.7823807635604645	15454296
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__GGB124699	2|1224|1236|135618|403|	15.602744401385909	3.714869250294679	16821915
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB65385	2|1224|28216|80840|80864|	3.6476274167766847	0.8684665238316077	3769308
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga	2|1224|28216|80840|80864|47420	3.080849669912877	0.7335220295819207	3613360
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB8488	2|1224|28216|32003|2008790|	1.985123353368467	0.4726401619001189	2053040
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__GGB59409	2|1224|1236|135618|403|	1.0785000713839572	0.2567811551446754	1151240
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB14851	2|1224|28216|80840|80864|	0.6042041212994785	0.1438551476824357	564828
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__GGB124698	2|1224|1236|135618|403|	0.2412617052298102	0.05744278098526938	280771
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB35087	2157|28890|183925|2158|2159|	0.2401218591570041	0.05717061875064366	190336
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylicorpusculum	2|1224|1236|135618|403|2713642	0.2131769264284146	0.050754570129520435	255916
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB14257	2|976|117743|200644|49546|	0.20545511205549502	0.04891645479638524	138100
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB73360	2|1224|28216|32003|2008790|	0.19747618954585228	0.04701768187491984	178108
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB134262	2|1224|28216|80840|80864|	0.18394373128298874	0.04379496636356207	184966
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae|g__Parvibaculum	2|1224|28211|356|2813035|256616	0.18391802046931646	0.043789584587469496	178886
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__GGB14036	2|976|1853228|1853229|563835|	0.1469030190524023	0.03497652055521981	117898
k__Bacteria|p__Candidatus_Cloacimonadota|c__CFGB2808|o__OFGB2808|f__FGB2808|g__GGB123276	2|456828||||	0.07486988941379069	0.017825579869457223	51940
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus	2|976|768503|768507|563798|246875	0.07228166750411066	0.01720859390126927	86888
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfomicrobiaceae|g__Desulfomicrobium	2|200940|3031449|213115|213116|898	0.046545143018120114	0.011081876892192437	46054
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	2|1224|1236|72274|135621|286	0.030964389932695263	0.007371599024170596	95537
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__GGB132630	2|1224|28211|204455|31989|	0.029078930263391926	0.006922943784301195	31904
k__Bacteria|p__Chloroflexota|c__CFGB91799|o__OFGB91799|f__FGB91799|g__GGB127455	2|200795||||	0.017226245160453218	0.004101515263009953	20281
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas	2|1224|28216|80840|80864|52972	0.013052523074313559	0.0031083110965583346	41218
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycolicibacterium	2|201174|1760|85007|1762|1866885	0.011269906659699494	0.002682900903182691	32132
k__Bacteria|p__Pseudomonadota|c__CFGB74353|o__OFGB74353|f__FGB74353|g__GGB106107	2|1224||||	0.011115641777665584	0.0026471069520065033	2911
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Salinibacterium	2|201174|1760|85006|85023|235888	0.010541433605650477	0.0025103198866429114	14607
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Holosporales|f__Candidatus_Paracaedibacteraceae|g__Candidatus_Bodocaedibacter	2|1224|28211|1921002|1777752|3163645	0.006479125045424195	0.001543061778217733	5818
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	2|1224|28211|204457|41297|165697	0.006376281790734923	0.001518812137550438	15286
k__Bacteria|p__Actinomycetota|c__CFGB14186|o__OFGB14186|f__FGB14186|g__GGB38751	2|201174||||	0.006084892569115316	0.0014491182400525845	7687
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__GGB26459	2|1224|28216|206389|2008794|	0.00524500598915292	0.0012483474402676645	31170
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudohongiellaceae|g__GGB124104	2|1224|1236|72274|3085095|	0.005133592463239541	0.0012226377358348073	7189
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Aliihoeflea	2|1224|28211|356|69277|610116	0.004782211343051191	0.001139458596223228	12232
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977|o__OFGB40977|f__FGB40977|g__GGB43649	2|200940||||	0.0033424057774013704	0.0007948812239823898	8524
k__Bacteria|p__Nitrospirota|c__CFGB5004|o__OFGB5004|f__FGB5004|g__GGB14416	2|40117||||	0.0029224624874201726	0.0006957391924545545	8941
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Thiovibrionaceae|g__Thiovibrio	2|200940|3031451|3024411|3072124|2991701	0.001302681226064124	0.00031005456669246144	10219
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylotenera	2|1224|28216|32003|32011|359407	0.0010370028181168355	0.00024693237252353036	61434
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax	2|1224|28216|80840|80864|12916	0.0008827379360829262	0.00020936953990486506	12466
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium	2|201174|1760|85006|85023|33882	0.0006427703418079559	0.00015375520263649297	9560
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__GGB7913	2|1224|28211|204458|76892|	0.0005313568158945769	0.00012735242160914905	11677
k__Bacteria|p__Bacteria_unclassified|c__Candidatus_Babeliae|o__Candidatus_Babeliales|f__Candidatus_Babeliaceae|g__Candidatus_Babela	2||2497643|2497644|2497645|1551504	0.0004713649173258344	0.00011236360397438034	3299
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Ancylobacter	2|1224|28211|356|335928|99	0.0004113730187570918	9.694815083045415e-05	9858
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium	2|201174|1760|85007|1762|1763	0.00026567840794728846	6.30140119702641e-05	7714
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB123072|s__GGB123072_SGB163128	2|1224|28216|32003|32011||	33.44209819494045	7.962255101925646	22803499
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB15285|s__GGB15285_SGB163133	2|1224|28216|32003|32011||	24.286451735414254	5.7823807635604645	15454296
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__GGB124699|s__GGB124699_SGB165315	2|1224|1236|135618|403||	15.602744401385909	3.714869250294679	16821915
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB65385|s__GGB65385_SGB88404	2|1224|28216|80840|80864||	3.4207466266609243	0.8144477916270022	3472407
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_SGB178651	2|1224|28216|80840|80864|47420|	2.0815474749108844	0.49559658091842135	2564421
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB8488|s__GGB8488_SGB179601	2|1224|28216|32003|2008790||	1.985123353368467	0.4726401619001189	2053040
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__GGB59409|s__GGB59409_SGB165301	2|1224|1236|135618|403||	1.0785000713839572	0.2567811551446754	1151240
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_SGB178659	2|1224|28216|80840|80864|47420|	0.9993021950019929	0.23792544866349932	1048939
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB14851|s__GGB14851_SGB178979	2|1224|28216|80840|80864||	0.6042041212994785	0.1438551476824357	564828
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__GGB124698|s__GGB124698_SGB165306	2|1224|1236|135618|403||	0.2412617052298102	0.05744278098526938	280771
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB65385|s__GGB65385_SGB178643	2|1224|28216|80840|80864||	0.22688079011576023	0.05401873220460555	296901
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylicorpusculum|s__Methylicorpusculum_SGB165343	2|1224|1236|135618|403|2713642|	0.2131769264284146	0.050754570129520435	255916
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB14257|s__GGB14257_SGB195932	2|976|117743|200644|49546||	0.20545511205549502	0.04891645479638524	138100
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB35087|s__GGB35087_SGB200214	2157|28890|183925|2158|2159||	0.19912168162088062	0.047408025116040205	133674
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB73360|s__GGB73360_SGB179665	2|1224|28216|32003|2008790||	0.19747618954585228	0.04701768187491984	178108
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB134262|s__GGB134262_SGB178936	2|1224|28216|80840|80864||	0.18394373128298874	0.04379496636356207	184966
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae|g__Parvibaculum|s__Parvibaculum_SGB184089	2|1224|28211|356|2813035|256616|	0.18391802046931646	0.043789584587469496	178886
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__GGB14036|s__GGB14036_SGB78242	2|976|1853228|1853229|563835||	0.1469030190524023	0.03497652055521981	117898
k__Bacteria|p__Candidatus_Cloacimonadota|c__CFGB2808|o__OFGB2808|f__FGB2808|g__GGB123276|s__GGB123276_SGB153695	2|456828|||||	0.07486988941379069	0.017825579869457223	51940
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus_SGB3233	2|976|768503|768507|563798|246875|	0.07228166750411066	0.01720859390126927	86888
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfomicrobiaceae|g__Desulfomicrobium|s__Desulfomicrobium_SGB168065	2|200940|3031449|213115|213116|898|	0.046545143018120114	0.011081876892192437	46054
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB35087|s__GGB35087_SGB39426	2157|28890|183925|2158|2159||	0.04100017753612348	0.009762593634603453	56662
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__GGB132630|s__GGB132630_SGB181838	2|1224|28211|204455|31989||	0.029078930263391926	0.006922943784301195	31904
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_shahriarae	2|1224|1236|72274|135621|286|2745512	0.028050497716499197	0.006677684736198312	47980
k__Bacteria|p__Chloroflexota|c__CFGB91799|o__OFGB91799|f__FGB91799|g__GGB127455|s__GGB127455_SGB169602	2|200795|||||	0.017226245160453218	0.004101515263009953	20281
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_SGB179188	2|1224|28216|80840|80864|52972|	0.013052523074313559	0.0031083110965583346	41218
